,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters
0,Cash & Equivalents,180.41,189.48,177.36,243.26,260.86,231.59,188.62,142.17,171.17,158.96,186.58,219.84,177.41,250.37,134.97,132.71,118.35,147.94,236.76,89.34,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,40,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,50,50,50,50,50,80.04,140.31,140.34,160.6,160.63,155.69,130.33,165.19,125.22,128.22,128.24,130.57,130.7,50,206.64,Upgrade
3,Cash & Short-Term Investments,230.41,239.48,227.36,293.26,310.86,311.63,328.92,322.51,331.77,319.59,342.27,350.17,342.61,375.59,263.19,260.94,248.93,278.65,286.76,295.99,Upgrade
4,Cash Growth,-25.88%,-23.15%,-30.88%,-9.07%,-6.30%,-2.49%,-3.90%,-7.90%,-3.16%,-14.91%,30.05%,34.20%,37.64%,34.79%,-8.22%,-11.84%,-19.46%,61.96%,256.92%,234.71%,Upgrade
5,Accounts Receivable,193.95,190.89,202.3,206.49,214.17,202.89,210.15,229.64,209.91,198.78,206.67,217.71,210.5,210.86,227.98,233.89,197.82,183.86,179.33,188.94,Upgrade
6,Other Receivables,28.09,27.93,25.88,31.75,0.73,0.88,0.29,1.94,1.88,1.59,1.98,1.07,0.55,0.43,0.4,0.18,0.84,0.61,0.59,-,Upgrade
7,Receivables,222.04,218.82,228.17,238.24,214.89,203.77,210.44,231.58,211.79,200.37,208.65,218.78,211.05,211.3,228.38,234.08,198.65,184.47,179.92,188.94,Upgrade
8,Inventory,65.5,65.52,66.58,65.94,66.79,62.55,72.34,77.28,72.91,82.14,68.73,78.7,71.66,77.46,75.18,58.23,61.89,67.41,64.17,60.47,Upgrade
9,Prepaid Expenses,-,0.62,-,0.33,-,0.58,-,0.27,-,0.21,-,0.25,-,0.32,-,0.25,-,0.32,-,0.27,Upgrade
10,Other Current Assets,27.52,26.76,69.91,27.83,8.03,5.79,4.89,4.24,6.7,3.37,8.92,2.18,18.58,11.29,18.79,11.55,6.29,5.9,4.68,5.93,Upgrade
11,Total Current Assets,545.47,551.2,592.03,625.6,600.57,584.31,616.59,635.87,623.16,605.69,628.57,650.08,643.89,675.95,585.53,565.05,515.76,536.75,535.54,551.59,Upgrade
