,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters
0,Market Capitalization,3630,2453,2240,3578,4850,5330,5117,9047,6826,6319,7540,7987,9248,5999,6383,5330,4109,2673,2120,2012,2356,Upgrade
1,Market Cap Growth,-53.98%,-53.98%,-56.23%,-60.45%,-28.95%,-15.64%,-32.13%,13.28%,-26.20%,5.33%,18.13%,49.85%,125.06%,124.38%,201.07%,164.86%,74.44%,14.38%,-5.14%,-15.51%,54.91%,Upgrade
2,Enterprise Value,3400,2214,2012,3285,4539,5019,4788,8716,6494,5999,7198,7644,8906,5623,6120,5081,3860,2400,1838,1743,2087,Upgrade
3,Last Close Price,18.04,12.19,11.13,17.78,24.10,26.49,25.43,44.71,33.73,31.22,37.26,39.28,45.49,29.50,31.39,26.21,20.21,13.15,10.29,9.59,11.22,Upgrade
4,PE Ratio,72.02,49.28,45.19,71.35,93.23,275.87,283.29,395.93,346.21,588.61,532.40,179.54,-,89.60,88.25,102.05,82.55,48.37,37.21,39.68,44.85,Upgrade
5,PS Ratio,8.94,6.12,5.63,8.98,12.32,12.87,12.54,22.35,16.89,16.01,19.24,21.19,23.36,14.70,15.32,11.93,9.90,6.50,5.20,5.09,5.71,Upgrade
6,PB Ratio,5.17,3.50,3.22,5.17,7.04,8.18,7.93,13.47,10.23,9.53,11.47,11.66,13.53,8.72,9.40,8.32,6.54,4.33,3.30,3.04,3.61,Upgrade
7,P/TBV Ratio,3.72,3.72,3.44,5.52,7.52,8.73,8.48,14.36,10.92,10.18,12.27,12.43,14.43,8.92,9.59,8.51,6.70,4.43,3.38,3.11,3.69,Upgrade
8,P/FCF Ratio,-,-,-27.94,-,-,-,-,368.06,-,192.33,-1646.68,-,-327.01,-,-,-,94.27,56.81,39.16,-,32.81,Upgrade
9,P/OCF Ratio,99.76,99.76,88.45,-,180.60,199.95,-,157.51,183.41,116.28,211.20,-,352.68,171.34,117.45,60.75,52.79,31.05,20.25,-,20.13,Upgrade
