,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Cash & Equivalents,31.65,122.18,216.73,212.78,241.56,238.02,244.7,227.88,234.56,420.06,Upgrade
1,Trading Asset Securities,5.48,22.07,22.13,33.58,23.57,17.66,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,37.12,144.25,238.86,246.36,265.12,255.68,244.7,227.88,234.56,420.06,Upgrade
3,Cash Growth,-84.46%,-41.45%,-9.91%,-3.64%,8.34%,12.20%,4.33%,-45.75%,92.00%,133.05%,Upgrade
4,Accounts Receivable,126.16,196.93,297.84,259.82,314.76,261.95,236.65,177.35,195.05,201.19,Upgrade
5,Other Receivables,170.88,40.28,91.92,82.24,68.89,62.81,80.27,50.57,159.57,323.39,Upgrade
6,Receivables,297.04,237.21,389.76,342.06,383.65,324.76,316.92,227.92,354.62,524.58,Upgrade
7,Inventory,0.2,0.15,55.73,63.59,43.9,43.25,47.15,38.35,25.33,45.73,Upgrade
8,Other Current Assets,727.43,751.74,256.17,279.54,311.23,350.7,405.98,504.3,486.21,455.61,Upgrade
9,Total Current Assets,1062,1133,940.52,931.55,1004,974.4,1015,998.44,1101,1446,Upgrade
10,"Property, Plant & Equipment",17.82,30.34,201.48,201.33,226.07,249.81,240.75,207.36,153.47,169.42,Upgrade
11,Long-Term Investments,87.65,88.28,126.98,143.96,164.64,168.07,167.08,262.35,263.51,326.1,Upgrade
12,Goodwill,-,114.55,-,114.55,-,114.55,-,-,-,338.25,Upgrade
13,Other Intangible Assets,128.32,253.05,368.58,255.01,370.54,261.75,375.23,626.68,1766,1489,Upgrade
14,Long-Term Deferred Tax Assets,9.05,9.15,32.95,21.93,22.03,18.29,13.04,5.46,1.61,1.44,Upgrade
15,Other Long-Term Assets,-,-,2.7,2.73,2.77,2.96,3.25,2.9,2.58,2.63,Upgrade
16,Total Assets,1305,1629,1673,1671,1790,1790,1814,2103,3288,3773,Upgrade
17,Accounts Payable,213.54,244.98,274.48,252.93,251.46,186.01,148.85,132.38,189.4,456.99,Upgrade
18,Accrued Expenses,24.57,28.89,31.74,22.57,27.7,20.06,15.6,16.99,10.02,14.5,Upgrade
19,Short-Term Debt,-,-,-,-,-,-,-,-,-,9.39,Upgrade
20,Current Portion of Long-Term Debt,63.39,60.78,570.24,626.88,245.14,168.34,717,500,-,50.23,Upgrade
21,Current Portion of Leases,1.99,4.66,8.14,8.89,11.21,12.59,12.31,11.28,7.98,9.25,Upgrade
22,Current Income Taxes Payable,-,-,0.44,0.8,1.76,1.61,1.86,9.83,12.05,15.53,Upgrade
23,Other Current Liabilities,892.37,815.22,183.68,200.06,232.3,231.64,235.7,252.59,255.99,329.8,Upgrade
24,Total Current Liabilities,1196,1155,1069,1112,769.56,620.24,1131,923.08,475.43,885.69,Upgrade
25,Long-Term Debt,-,0.21,-,-,500,541.62,-,163.58,670.23,500,Upgrade
26,Long-Term Leases,1.65,3.2,3.58,4.41,9.28,26.86,31.11,20.89,14.35,20.25,Upgrade
27,Long-Term Deferred Tax Liabilities,7.85,14.03,39.45,40.03,40.51,41.98,40.03,154.38,354.28,369.03,Upgrade
28,Other Long-Term Liabilities,-,-,-,-,-,3.54,-,-,-,205.85,Upgrade
29,Total Liabilities,1205,1172,1112,1157,1319,1234,1202,1262,1514,1981,Upgrade
30,Common Stock,10.65,10.65,8.95,8.54,7.62,7.62,7.47,6.77,6.77,6.63,Upgrade
31,Additional Paid-In Capital,770.36,770.36,743.07,678.05,539.59,539.59,511.24,375.1,375.1,325.38,Upgrade
32,Retained Earnings,-804.95,-,-587.22,-,-526.54,-483.92,-403.76,-244.4,348.26,384.43,Upgrade
33,Comprehensive Income & Other,29.46,-551.29,84.37,-483.6,118.72,148.7,117.27,97.52,17,38.94,Upgrade
34,Total Common Equity,5.52,229.72,249.17,202.99,139.38,211.99,232.22,235,747.14,755.39,Upgrade
35,Minority Interest,93.76,227.02,312.29,311.51,331.23,343.59,379.44,606.25,1026,1037,Upgrade
36,Shareholders' Equity,99.28,456.74,561.46,514.5,470.61,555.58,611.65,841.25,1773,1792,Upgrade
37,Total Liabilities & Equity,1305,1629,1673,1671,1790,1790,1814,2103,3288,3773,Upgrade
38,Total Debt,67.03,68.85,581.96,640.17,765.62,749.41,760.42,695.75,692.56,589.13,Upgrade
39,Net Cash (Debt),-29.91,75.39,-343.1,-393.82,-500.5,-493.74,-515.72,-467.87,-458,-169.07,Upgrade
40,Net Cash Per Share,-0.03,-,-0.39,-,-0.66,-0.65,-0.75,-0.69,-0.69,-0.26,Upgrade
41,Filing Date Shares Outstanding,1065,1065,895.31,854.32,761.48,761.48,746.48,677.38,677.38,663.09,Upgrade
42,Total Common Shares Outstanding,1065,1065,895.31,854.32,761.48,761.48,746.48,677.38,677.38,663.09,Upgrade
43,Working Capital,-134.07,-21.18,-128.2,-180.57,234.34,354.16,-116.56,75.36,625.28,560.29,Upgrade
44,Book Value Per Share,0.01,0.22,0.28,0.24,0.18,0.28,0.31,0.35,1.10,1.14,Upgrade
