,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,8.33,-,29.68,-,73.79,162.61,170,143.05,104.48,115.72
1,Revenue Growth (YoY),-71.93%,-,-59.77%,-,-56.60%,13.67%,62.72%,23.63%,-23.20%,75.35%
2,Cost of Revenue,12.97,-,34.94,-,90.96,167.52,185.2,159.68,116.3,118.54
3,Gross Profit,-4.64,-,-5.26,-,-17.18,-4.91,-15.2,-16.63,-11.83,-2.82
4,"Selling, General & Admin",1.5,-,2.85,-,3.59,5.04,4.86,6.46,7.47,5.93
5,Operating Expenses,1.5,-,2.85,-,3.59,4.9,4.86,6.19,7.47,6.68
6,Operating Income,-6.14,-,-8.1,-,-20.76,-9.81,-20.06,-22.82,-19.29,-9.5
7,Interest Expense,-0.34,-,-0.23,-,-0.12,-0.05,-0.04,-0.04,-0.01,-0.42
8,Interest & Investment Income,-,-,-,-,0.09,0.05,0.05,0.07,0.09,0.09
9,Other Non Operating Income (Expenses),0.32,-,2,-,0.49,0.6,0.5,-10.07,8.21,0.06
10,EBT Excluding Unusual Items,-6.15,-,-6.32,-,-20.3,-9.21,-19.55,-32.86,-11,-9.77
11,Impairment of Goodwill,-,-,-,-,-,-,-,-0,-,-
12,Gain (Loss) on Sale of Assets,-,-,0.14,-,0.54,1.09,3.79,2.54,0.03,0.38
13,Other Unusual Items,-,-,-,-,3.1,-,-,7.97,-,-
14,Pretax Income,-6.15,-,-6.19,-,-16.66,-8.12,-15.75,-22.35,-10.97,-9.38
15,Income Tax Expense,-,-,-,-,-0.28,0.31,-0.15,-0.64,-0.82,-0.99
16,Earnings From Continuing Operations,-6.15,-,-6.19,-,-16.38,-8.43,-15.6,-21.71,-10.15,-8.39
17,Minority Interest in Earnings,-,-,-,-,-,-,-,-,-0.02,-
18,Net Income,-6.15,-,-6.19,-,-16.38,-8.43,-15.6,-21.71,-10.17,-8.39
19,Net Income to Common,-6.15,-,-6.19,-,-16.38,-8.43,-15.6,-21.71,-10.17,-8.39
20,Shares Outstanding (Basic),805,-,805,-,805,805,805,805,805,805
21,Shares Outstanding (Diluted),805,-,805,-,805,805,805,805,805,805
22,Shares Change (YoY),-,-,-,-,-,-,-,-0.02%,4.74%,4.85%
23,EPS (Basic),-0.01,-,-0.01,-,-0.02,-0.01,-0.02,-0.03,-0.01,-0.01
24,EPS (Diluted),-0.01,-,-0.01,-,-0.02,-0.01,-0.02,-0.03,-0.01,-0.01
25,Free Cash Flow,-2.12,-,-11.41,-,-7.74,-7.83,-1.31,-23.82,-16.99,55.95
26,Free Cash Flow Per Share,-0.00,-,-0.01,-,-0.01,-0.01,-0.00,-0.03,-0.02,0.07
27,Operating Margin,-73.68%,-,-27.29%,-,-28.14%,-6.03%,-11.80%,-15.95%,-18.47%,-8.21%
28,Profit Margin,-73.84%,-,-20.85%,-,-22.20%,-5.19%,-9.18%,-15.18%,-9.74%,-7.25%
29,Free Cash Flow Margin,-25.42%,-,-38.44%,-,-10.48%,-4.82%,-0.77%,-16.65%,-16.26%,48.35%
30,EBITDA,-5.99,-,-7.9,-,-20.55,-9.36,-19.08,-18.15,-13.6,-3.47
31,D&A For EBITDA,0.15,0.17,0.2,0.21,0.21,0.45,0.98,4.67,5.69,6.03
32,EBIT,-6.14,-,-8.1,-,-20.76,-9.81,-20.06,-22.82,-19.29,-9.5
