,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,0.62,2.12,0.44,6.87,5.98,6.2,4.48,7.82,10.4,27.58
1,Cash & Short-Term Investments,0.62,2.12,0.44,6.87,5.98,6.2,4.48,7.82,10.4,27.58
2,Cash Growth,42.43%,-69.11%,-92.71%,10.76%,33.56%,-20.70%,-56.93%,-71.65%,-27.07%,112.20%
3,Accounts Receivable,35.05,39.12,42.87,49.79,60.07,59.38,60.1,77.54,52.53,60.84
4,Receivables,35.05,39.12,42.87,49.79,60.07,59.38,60.1,77.54,52.53,60.84
5,Inventory,-,-,-,-,-,-,-,-,-,0.03
6,Prepaid Expenses,0.66,0.38,9.44,10.59,5.8,7.53,7.47,6.22,5.76,3.08
7,Restricted Cash,-,-,-,-,15.8,15.72,15.67,15.62,15.55,15.46
8,Other Current Assets,-,-,-,-,-,-,-,0.48,-,-
9,Total Current Assets,36.33,41.63,52.75,67.25,87.66,88.82,87.72,107.67,84.23,106.99
10,"Property, Plant & Equipment",0.05,0.26,0.49,0.79,1.3,2.04,1.91,3.6,8.48,13.29
11,Goodwill,-,-,-,-,-,-,-,-,-,0
12,Total Assets,36.37,41.88,53.24,68.04,88.96,90.86,89.63,111.27,92.71,120.28
13,Accounts Payable,11.31,11.46,16.7,25.78,42.67,27.97,19.45,19.73,10.87,16.36
14,Accrued Expenses,15.44,15.23,14.53,18.92,7.89,14.76,15.54,15.89,11.68,19.47
15,Short-Term Debt,24.83,24.21,24.3,19.24,27.97,20.34,11.56,18.5,-,-
16,Current Portion of Leases,-,-,-,0.13,0.46,0.81,1.04,0.65,0.26,0.44
17,Current Income Taxes Payable,-,0.05,0.04,0.05,-,0.29,-,-,-,-
18,Current Unearned Revenue,-,-,-,-,-,-,1.56,1.12,-,-
19,Other Current Liabilities,4.84,4.84,4.84,4.84,4.8,4.78,9.86,9.03,1.63,4.68
20,Total Current Liabilities,56.43,55.78,60.41,68.94,83.78,68.96,59.01,64.92,24.44,40.96
21,Long-Term Leases,-,-,-,-,-,0.12,0.44,0.41,-,0.04
22,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,0.18,0.81,1.66
23,Total Liabilities,56.43,55.78,60.41,68.94,83.78,69.08,59.45,65.5,25.25,42.66
24,Common Stock,8.05,8.05,8.05,8.05,8.05,8.05,8.05,8.05,8.05,8.05
25,Additional Paid-In Capital,109.95,109.95,109.95,109.95,109.95,109.95,109.95,109.95,109.95,109.95
26,Retained Earnings,-137.9,-131.75,-125.03,-118.84,-112.68,-96.29,-87.86,-72.26,-50.55,-40.38
27,Comprehensive Income & Other,-0.15,-0.15,-0.15,-0.06,-0.14,0.08,0.04,0.03,0.01,-
28,Shareholders' Equity,-20.05,-13.9,-7.17,-0.9,5.18,21.78,30.18,45.77,67.46,77.62
29,Total Liabilities & Equity,36.37,41.88,53.24,68.04,88.96,90.86,89.63,111.27,92.71,120.28
30,Total Debt,24.83,24.21,24.3,19.36,28.42,21.28,13.04,19.56,0.26,0.48
31,Net Cash (Debt),-24.21,-22.09,-23.86,-12.5,-22.44,-15.08,-8.56,-11.74,10.14,27.1
32,Net Cash Growth,-,-,-,-,-,-,-,-,-,114.27%
33,Net Cash Per Share,-0.03,-,-0.03,-,-0.03,-0.02,-0.01,-0.01,0.01,0.03
34,Filing Date Shares Outstanding,804.75,804.75,804.75,804.75,804.75,804.75,804.75,804.75,804.75,804.75
35,Total Common Shares Outstanding,804.75,804.75,804.75,804.75,804.75,804.75,804.75,804.75,804.75,804.75
36,Working Capital,-20.1,-14.16,-7.66,-1.69,3.89,19.87,28.72,42.75,59.79,66.03
37,Book Value Per Share,-0.02,-0.02,-0.01,-0.00,0.01,0.03,0.04,0.06,0.08,0.10
38,Tangible Book Value,-20.05,-13.9,-7.17,-0.9,5.18,21.78,30.18,45.77,67.46,77.62
39,Tangible Book Value Per Share,-0.02,-0.02,-0.01,-0.00,0.01,0.03,0.04,0.06,0.08,0.10
40,Machinery,-,18.92,-,19.42,-,20.41,-,51.2,-,63.79
41,Leasehold Improvements,-,1.23,-,1.23,-,1.23,-,1.23,-,1.23
42,Order Backlog,323.6,-,437.7,-,533.1,-,622,-,504.1,-
