,Fiscal Quarter,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+20 Quarters
,Period Ending,"Jan '25 Jan 26, 2025","Oct '24 Oct 27, 2024","Jul '24 Jul 28, 2024","Apr '24 Apr 28, 2024","Jan '24 Jan 28, 2024","Oct '23 Oct 29, 2023","Jul '23 Jul 30, 2023","Apr '23 Apr 30, 2023","Jan '23 Jan 29, 2023","Oct '22 Oct 30, 2022","Jul '22 Jul 31, 2022","May '22 May 1, 2022","Jan '22 Jan 30, 2022","Oct '21 Oct 31, 2021","Aug '21 Aug 1, 2021","May '21 May 2, 2021","Jan '21 Jan 31, 2021","Oct '20 Oct 25, 2020","Jul '20 Jul 26, 2020","Apr '20 Apr 26, 2020",+20 Quarters
0,Revenue,7166,7045,6778,6646,6707,6723,6425,6630,6739,6749,6520,6245,6271,6123,6196,5582,5162,4688,4395,3957,Upgrade
1,Revenue Growth (YoY),6.84%,4.79%,5.49%,0.24%,-0.47%,-0.39%,-1.46%,6.16%,7.46%,10.22%,5.23%,11.88%,21.48%,30.61%,40.98%,41.07%,24.03%,24.88%,23.39%,11.81%,Upgrade
2,Cost of Revenue,3670,3710,3573,3493,3503,3554,3449,3536,3594,3648,3514,3318,3312,3178,3229,2929,2801,2558,2425,2200,Upgrade
3,Gross Profit,3496,3335,3205,3153,3204,3169,2976,3094,3145,3101,3006,2927,2959,2945,2967,2653,2361,2130,1970,1757,Upgrade
4,"Selling, General & Admin",462,431,427,456,483,409,407,408,404,381,377,347,333,305,309,285,284,261,255,246,Upgrade
5,Research & Development,859,858,836,785,754,789,767,775,771,726,705,686,654,622,640,617,606,560,572,550,Upgrade
6,Operating Expenses,1321,1289,1263,1241,1237,1198,1174,1183,1175,1107,1082,1033,987,927,949,902,890,821,827,796,Upgrade
7,Operating Income,2175,2046,1942,1912,1967,1971,1802,1911,1970,1994,1924,1894,1972,2018,2018,1751,1471,1309,1143,961,Upgrade
8,Interest Expense,-64,-411,-63,-59,-59,-254,-60,-61,-59,-57,-56,-58,-57,-67,-57,-61,-61,-59,-61,-61,Upgrade
