,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,2833,3541,2506,2158,2744,2861,1749,2553,2442,1958,Upgrade
1,Trading Asset Securities,77.13,96.99,97.32,122.93,151.83,214.5,197.62,275.12,277.27,151.78,Upgrade
2,Cash & Short-Term Investments,2910,3638,2603,2281,2896,3075,1947,2828,2720,2110,Upgrade
3,Cash Growth,11.77%,59.49%,-10.11%,-25.83%,48.77%,8.75%,-28.42%,34.00%,6.97%,-30.63%,Upgrade
4,Accounts Receivable,6166,5123,4376,4673,4856,3958,3928,3242,3091,3414,Upgrade
5,Other Receivables,-,233.81,-,173.71,-,-,-,-,-,-,Upgrade
6,Receivables,6171,5362,4402,4872,4889,3993,3963,3276,3226,3544,Upgrade
7,Inventory,5158,4473,5299,3982,4553,3924,4068,3425,2977,2660,Upgrade
8,Prepaid Expenses,-,15.08,-,12.22,-,-,-,-,-,-,Upgrade
9,Other Current Assets,2450,1666,2308,1900,3000,2609,3605,2635,3025,1988,Upgrade
10,Total Current Assets,16689,15155,14611,13047,15338,13601,13584,12164,11947,10302,Upgrade
11,"Property, Plant & Equipment",5167,5419,5482,5504,5575,5310,5580,5607,5616,5486,Upgrade
12,Long-Term Investments,163.16,141.26,140.77,121.35,108.7,120.52,200.03,209.8,262.72,266.79,Upgrade
13,Goodwill,49.45,49.45,49.45,49.45,49.45,49.45,49.45,49.45,49.45,49.45,Upgrade
14,Other Intangible Assets,134.82,141.91,170.35,147.27,187.15,205.58,226.29,247.19,268,288.8,Upgrade
15,Long-Term Accounts Receivable,-,-,77.29,77.29,-,18.62,113.37,133.09,134.13,133.09,Upgrade
16,Long-Term Deferred Tax Assets,511.06,553.15,637,630.18,593.99,579.63,544.44,513.9,572.99,569.02,Upgrade
17,Other Long-Term Assets,267.84,281.53,340.28,352.81,385.66,253.66,360.65,246.58,255.31,308.79,Upgrade
18,Total Assets,23036,21792,21559,19978,22284,20184,20701,19213,19105,17408,Upgrade
19,Accounts Payable,5444,3867,4329,4087,5596,4596,4588,4023,4137,3784,Upgrade
20,Accrued Expenses,-,1142,-,1079,-,1188,-,1202,-,973.5,Upgrade
21,Short-Term Debt,20,17.16,12.26,12.81,-,10.17,62.69,10.01,24.93,17.05,Upgrade
22,Current Portion of Long-Term Debt,5076,5208,4727,4196,5036,4698,5661,4907,4345,3637,Upgrade
23,Current Portion of Leases,8.53,4.89,4.55,3.06,1.78,0.44,2.78,4.12,5.83,5.99,Upgrade
24,Current Income Taxes Payable,27.01,100.2,125.25,165.7,51.88,232.05,201.93,392.34,315.31,242.8,Upgrade
25,Current Unearned Revenue,1179,1600,1614,1042,1306,564.88,338.75,182.46,992.14,680.33,Upgrade
26,Other Current Liabilities,2090,913.71,1872,911.09,1832,810.48,1830,798.39,1954,831.26,Upgrade
27,Total Current Liabilities,13844,12853,12684,11495,13823,12100,12685,11520,11774,10171,Upgrade
28,Long-Term Debt,1531,1505,1645,1427,1618,1451,1516,1383,1291,1519,Upgrade
29,Long-Term Leases,3.69,5.87,8.34,10,5.1,4.02,4.15,4.46,6.55,9.74,Upgrade
30,Long-Term Unearned Revenue,202.07,222.65,234.17,225.9,228.91,226.96,254.37,266.21,272.94,279.5,Upgrade
31,Long-Term Deferred Tax Liabilities,6.26,9,16,10,19.04,20.88,20.52,14.98,12.22,12.66,Upgrade
32,Total Liabilities,15587,14596,14588,13168,15694,13803,14480,13188,13356,11992,Upgrade
33,Common Stock,74.7,74.7,74.7,74.7,74.7,74.7,74.7,74.7,74.7,74.7,Upgrade
34,Additional Paid-In Capital,408.24,408.24,408.24,408.24,408.24,408.24,408.24,408.24,408.24,408.24,Upgrade
35,Retained Earnings,5544,5394,5301,5114,4998,4778,4562,4369,4056,3694,Upgrade
36,Comprehensive Income & Other,257.6,262.21,246.8,297.69,321.93,336.89,338.49,339.83,340.83,358.62,Upgrade
37,Total Common Equity,6284,6139,6030,5894,5802,5598,5383,5192,4880,4535,Upgrade
38,Minority Interest,1165,1058,940.67,916.16,787.44,782.75,838.34,832.52,869.1,880.8,Upgrade
39,Shareholders' Equity,7449,7197,6971,6810,6590,6381,6221,6025,5749,5416,Upgrade
40,Total Liabilities & Equity,23036,21792,21559,19978,22284,20184,20701,19213,19105,17408,Upgrade
41,Total Debt,6639,6741,6397,5648,6661,6164,7247,6309,5673,5189,Upgrade
42,Net Cash (Debt),-3729,-3103,-3794,-3368,-3765,-3089,-5300,-3481,-2953,-3079,Upgrade
43,Net Cash Per Share,-3.38,-2.81,-3.44,-3.05,-3.41,-2.80,-4.80,-3.15,-2.67,-2.80,Upgrade
44,Filing Date Shares Outstanding,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,Upgrade
45,Total Common Shares Outstanding,1104,1104,1104,1104,1104,1104,1104,1104,1104,1104,Upgrade
46,Working Capital,2844,2301,1927,1552,1514,1501,898.23,644.49,173.28,130.9,Upgrade
47,Book Value Per Share,5.69,5.56,5.46,5.34,5.26,5.07,4.88,4.70,4.42,4.11,Upgrade
48,Tangible Book Value,6100,5948,5811,5697,5566,5343,5107,4895,4562,4197,Upgrade
49,Tangible Book Value Per Share,5.52,5.39,5.26,5.16,5.04,4.84,4.63,4.43,4.13,3.80,Upgrade
50,Buildings,-,3041,-,2900,-,2831,-,2543,-,2477,Upgrade
51,Machinery,-,5090,-,4635,-,4271,-,4251,-,3971,Upgrade
52,Construction In Progress,-,549.65,-,998.46,-,856.57,-,1126,-,942.13,Upgrade
