,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,151,159,482,1085,1085,382,591,734,162,146,146,Upgrade
1,Market Cap Growth,-85.35%,-85.35%,-55.60%,184.19%,83.46%,-48.01%,266.01%,402.40%,10.62%,-43.30%,-82.89%,Upgrade
2,Enterprise Value,519,558,687,1406,1304,631,829,1131,693,857,895,Upgrade
3,Last Close Price,0.09,0.10,0.30,0.71,0.72,0.34,0.62,0.79,0.23,0.22,0.26,Upgrade
4,PE Ratio,-,-,168.30,-,-,-,107.47,-,-,19.86,-,Upgrade
5,PS Ratio,0.22,0.23,0.77,1.93,1.99,0.61,0.90,2.34,-,0.42,-,Upgrade
6,PB Ratio,0.39,0.35,1.03,2.84,2.67,1.37,2.47,3.59,1.19,0.79,0.95,Upgrade
7,P/TBV Ratio,1.15,1.15,3.30,7.97,9.73,13.75,-,8.83,9.27,-,-,Upgrade
8,P/FCF Ratio,-,-1.51,-,-18.44,-,-,5.85,-,-,3.26,-,Upgrade
9,P/OCF Ratio,-,-1.64,-,9.03,-133.40,-,5.03,-,-,3.26,-,Upgrade
10,EV/Sales Ratio,0.76,0.82,1.09,2.50,2.39,1.00,1.27,3.61,-,2.48,-,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-75.30,-,74.45,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-54.32,-,-,-,-,Upgrade
13,EV/FCF Ratio,-4.93,-5.30,-,-23.90,-,-,8.20,-,-,19.09,-,Upgrade
14,Debt / Equity Ratio,0.79,0.79,0.79,0.84,1.01,0.87,1.33,1.38,3.16,2.91,4.58,Upgrade
15,Debt / FCF Ratio,-,-3.41,-,-5.46,-,-,3.15,-,-,12.01,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-3.24%,-,-,-,-,Upgrade
17,Earnings Yield,-3.68%,-3.49%,0.59%,-1.28%,-1.92%,-0.86%,0.93%,-0.62%,-,5.04%,-,Upgrade
18,FCF Yield,-69.83%,-66.30%,-8.71%,-5.42%,-17.24%,21.11%,17.08%,-4.05%,-,30.70%,-,Upgrade
19,Buyback Yield / Dilution,-17.27%,-4.90%,-33.86%,-22.06%,-4.27%,-32.36%,-,-51.73%,-,-9.02%,-,Upgrade
20,Total Shareholder Return,-17.27%,-4.90%,-33.86%,-22.06%,-4.27%,-32.36%,-,-51.73%,-,-9.02%,-,Upgrade
