,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,-,1780,1804,1793,1797,1728,1612,1518,1522,1407,1622,1788,1921,1820,1835,1771,1695,1520,1079,1373,Upgrade
1,Short-Term Investments,-,-,59.71,-,37.19,-,-,-,57.07,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,-,52.03,151.53,185.72,81.86,87.98,80.34,25.06,178.96,190.23,252.01,263.03,208.77,308.79,234.08,190.34,192.3,50.33,232.29,180.71,Upgrade
3,Cash & Short-Term Investments,1832,1832,2016,1979,1916,1816,1692,1543,1758,1597,1874,2051,2129,2129,2069,1962,1887,1571,1311,1554,Upgrade
4,Cash Growth,-4.36%,0.87%,19.14%,28.22%,8.96%,13.75%,-9.71%,-24.77%,-17.44%,-24.98%,-9.42%,4.57%,12.85%,35.53%,57.79%,26.27%,10.99%,-8.73%,-20.90%,-1.18%,Upgrade
5,Accounts Receivable,-,55.71,63.71,46.56,59.62,51.6,53.14,57.62,50.86,116.03,59.19,42.99,24.24,32.55,40.22,32.04,36.88,53.34,41.29,43.18,Upgrade
6,Other Receivables,-,0.41,0.47,0.66,0.58,0.87,0.9,0.91,0.85,227.09,1.1,0.9,0.27,0.68,0.57,0.48,0.42,1.61,0.52,0.53,Upgrade
7,Receivables,-,56.12,64.18,47.22,60.2,52.47,54.04,58.53,51.71,343.12,60.29,43.89,24.52,33.24,40.79,32.52,37.3,54.95,41.81,43.7,Upgrade
8,Inventory,-,644.35,598.69,514.82,435.37,421.06,401.96,524.16,573.53,640.04,622.99,564.88,478.95,420.5,337.31,285.07,309.34,362.77,536.73,503.83,Upgrade
9,Prepaid Expenses,-,-,-,-,0.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Other Current Assets,-,97.96,33.44,72.85,17.19,52.51,50.63,66.47,33.89,29.62,17.79,31.67,34.12,23.03,24.15,18.24,15.53,4.85,19.13,28.65,Upgrade
11,Total Current Assets,-,2631,2712,2614,2429,2342,2199,2192,2417,2610,2575,2692,2667,2605,2471,2298,2249,1993,1909,2130,Upgrade
12,"Property, Plant & Equipment",-,105.65,108.98,113.23,116.13,120.19,120.29,123.58,127.97,124.43,125.69,119.49,118.15,116.56,113.77,131.84,131.03,132.89,134.64,135.37,Upgrade
13,Long-Term Investments,-,647.15,762.05,724.85,846.9,688.35,691.11,681.89,834.7,648.86,649,496.64,488.64,336.07,315.55,314.92,309.36,366.51,313.51,201.31,Upgrade
14,Goodwill,-,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,Upgrade
15,Other Intangible Assets,-,221.47,82.14,91.97,111.26,130.92,127.88,142.84,147.47,167.63,180.7,193.73,181.69,163.47,132.68,40.78,52.17,60.06,64.59,77,Upgrade
16,Long-Term Deferred Tax Assets,-,12.6,12.59,12.73,13.37,8.13,9,9.08,10.65,8.52,7.48,7.49,11.7,8.68,9.32,11.2,12.92,11.93,10.37,11.08,Upgrade
17,Long-Term Deferred Charges,-,0.35,0.42,0.49,0.5,0.85,0.65,0.93,1.21,1.48,0.91,1.07,0.9,1.06,1.21,1.37,0.7,0.85,0.44,0.64,Upgrade
18,Other Long-Term Assets,-,91.46,14.38,85.32,15.08,134.33,134.87,136.13,20.72,20.01,17.98,17.57,17.82,18.86,19.15,0.16,0.12,0.09,0.07,0.12,Upgrade
19,Total Assets,-,3710,3693,3643,3532,3426,3283,3287,3560,3581,3557,3528,3486,3250,3063,2798,2756,2566,2433,2556,Upgrade
20,Accounts Payable,-,210.82,227.94,176.88,193.16,167.75,89.24,41.6,305.47,317.73,148.1,174.44,188.55,206.76,218.15,176.21,178.12,117.96,134.21,169.32,Upgrade
21,Accrued Expenses,-,46.55,105.58,27.64,98.23,30.67,86.4,24.88,114.06,35.7,106.68,31.98,162.49,47.38,205.02,26.5,111.09,1.04,37.56,13.05,Upgrade
22,Short-Term Debt,-,202.33,251.16,270.84,188.21,201.69,129.4,150,80.08,129.98,273.12,252.56,195,138.69,85,29.86,32.62,62.24,29.31,72.27,Upgrade
23,Current Portion of Leases,-,1.6,1.84,2.14,2.02,2.89,3.31,3.74,3.96,3.76,3.75,2.4,1.12,-,-,-,-,-,-,-,Upgrade
24,Current Income Taxes Payable,-,7.24,-,4.54,-,11.05,-,5.45,-,8.98,0.18,5.36,-,6.43,0.89,2.63,-,5.02,1.78,1.99,Upgrade
25,Current Unearned Revenue,-,25.14,20.36,30.59,14.29,17.48,12.52,9.82,18.02,20.99,23.01,33.43,46.47,30.06,48.52,50.05,49.51,36.27,16.45,25.51,Upgrade
26,Other Current Liabilities,-,152.88,20.18,45.77,16.82,46.69,19.61,67.62,19.6,67.52,29.01,96.84,41.16,159.79,16.22,52.48,13.84,37.42,7.41,25.96,Upgrade
27,Total Current Liabilities,-,646.57,627.05,558.41,512.73,478.22,340.48,303.12,541.19,584.68,583.85,597.01,634.79,589.12,573.81,337.72,385.19,259.95,226.72,308.09,Upgrade
28,Long-Term Leases,-,0.41,0.71,0.47,0.56,0.91,1.46,2.05,2.74,3.52,4.4,2.53,0.94,2.39,1.97,1.74,-,-,-,-,Upgrade
29,Long-Term Unearned Revenue,-,4.73,7.27,12.72,6.67,6.23,7.77,9.64,10.4,12.91,10.31,10.44,12.2,5.64,6.3,10.83,9.4,14.41,9.65,14.12,Upgrade
