,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,9135,9828,12593,11918,14736,10873,11202,11742,12564,11002,9171,Upgrade
1,Market Cap Growth,-17.54%,-17.54%,-14.54%,9.61%,31.55%,-7.40%,-10.84%,6.72%,37.00%,-4.78%,-40.95%,Upgrade
2,Enterprise Value,9193,9838,11936,10430,13176,9693,9477,9705,11143,10594,9350,Upgrade
3,Last Close Price,15.56,16.14,19.75,18.07,21.71,15.58,15.62,15.99,16.35,13.95,11.30,Upgrade
4,PE Ratio,7.26,7.81,7.13,7.59,11.47,7.79,8.05,8.51,12.35,16.64,10.59,Upgrade
5,Forward PE,7.18,5.91,6.39,6.80,8.80,6.97,7.52,9.21,11.84,11.81,8.26,Upgrade
6,PS Ratio,0.69,0.74,0.82,0.86,1.23,0.93,0.95,1.06,1.42,1.33,0.82,Upgrade
7,PB Ratio,0.69,0.75,0.98,0.96,1.21,0.93,0.93,1.02,1.11,1.03,0.88,Upgrade
8,P/TBV Ratio,0.79,0.79,1.04,0.96,1.21,0.93,0.93,1.02,1.11,1.03,0.88,Upgrade
9,P/FCF Ratio,4.81,5.18,9.20,23.66,11.94,14.03,-,8.27,5.45,4.44,3.19,Upgrade
10,P/OCF Ratio,4.88,4.88,7.57,14.69,10.99,8.83,15.16,8.24,5.14,4.32,3.02,Upgrade
11,PEG Ratio,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,Upgrade
12,EV/Sales Ratio,0.69,0.74,0.78,0.75,1.10,0.83,0.81,0.87,1.26,1.28,0.83,Upgrade
13,EV/EBITDA Ratio,5.18,7.05,5.83,5.22,7.93,5.58,5.46,5.46,8.57,11.38,6.86,Upgrade
14,EV/EBIT Ratio,7.55,8.08,6.27,5.55,8.54,6.02,5.90,5.90,9.54,13.33,7.60,Upgrade
15,EV/FCF Ratio,4.84,5.18,8.72,20.70,10.68,12.50,-,6.84,4.83,4.27,3.25,Upgrade
16,Debt / Equity Ratio,0.16,0.16,0.16,0.13,0.07,0.07,0.19,0.22,0.13,0.11,0.22,Upgrade
17,Debt / FCF Ratio,1.08,1.08,1.49,3.17,0.70,1.11,-,1.78,0.65,0.49,0.79,Upgrade
18,Return on Capital Employed (ROCE),8.95%,8.95%,14.26%,14.68%,12.38%,13.50%,13.06%,13.94%,10.10%,7.25%,11.33%,Upgrade
19,Earnings Yield,13.78%,12.81%,14.03%,13.17%,8.72%,12.84%,12.43%,11.75%,8.10%,6.01%,9.45%,Upgrade
20,FCF Yield,20.79%,19.32%,10.88%,4.23%,8.38%,7.13%,2.53%,12.09%,18.36%,22.54%,31.36%,Upgrade
21,Dividend Yield,8.74%,7.38%,6.89%,7.03%,5.07%,7.06%,7.04%,6.57%,4.44%,5.20%,8.85%,Upgrade
22,Total Shareholder Return,8.74%,7.38%,6.89%,7.03%,5.07%,7.06%,7.04%,6.57%,4.44%,5.20%,8.85%,Upgrade
