,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,5449,7840,7486,6405,5573,6147,5591,5518,3344,4928,Upgrade
1,Revenue Growth (YoY),-27.22%,22.41%,34.32%,4.20%,-0.32%,11.40%,67.21%,11.95%,-46.97%,-38.40%,Upgrade
2,Cost of Revenue,3667,5747,5405,4631,4117,4412,4092,3995,2234,3492,Upgrade
3,Gross Profit,1782,2093,2081,1774,1456,1734,1500,1523,1110,1437,Upgrade
4,"Selling, General & Admin",1160,1227,1070,1027,840.73,973.36,841.75,880.93,803.13,985.03,Upgrade
5,Other Operating Expenses,176.13,93.89,-119.48,-1.14,-178.98,-52.03,-136.75,-208.89,-11.24,-25.37,Upgrade
6,Operating Expenses,1336,1321,950.95,1027,660.76,920.66,705.67,672.04,791.89,959.65,Upgrade
7,Operating Income,445.38,771.86,1130,747.52,795.48,813.61,793.89,850.57,317.82,477.12,Upgrade
8,Interest Expense,-27.89,-42.32,-17.27,-11.46,-9.3,-13.01,-10.09,-10.15,-18.7,-31.4,Upgrade
9,Interest & Investment Income,15.52,14.58,14.4,14.95,18.18,40.6,46.75,31.99,31.41,27.63,Upgrade
10,Earnings From Equity Investments,-,-,-,-,-23.15,-14.51,-9.33,10.46,-33.69,-26.47,Upgrade
11,Currency Exchange Gain (Loss),91.11,-10.04,9.83,10.19,-1.02,31.38,4.34,2.93,2.42,-10.09,Upgrade
12,EBT Excluding Unusual Items,524.11,734.08,1137,761.2,780.19,858.07,825.57,885.81,299.26,436.79,Upgrade
13,Gain (Loss) on Sale of Investments,-,186.71,-,-,-,-,-,-,-,74.4,Upgrade
14,Gain (Loss) on Sale of Assets,-0.19,-,-,-,-,-,-,-,-0.2,-,Upgrade
15,Asset Writedown,-,-,-,-,-,27.73,-27.73,-39.22,-41.07,-64.71,Upgrade
16,Other Unusual Items,-,26.76,-,-,24,-9.42,9.42,42.72,108.15,18.56,Upgrade
17,Pretax Income,523.93,947.55,1137,761.2,804.19,876.38,807.26,889.3,366.14,465.05,Upgrade
18,Income Tax Expense,106.68,132.34,194.83,134.07,146.6,137.92,153.37,163.17,73.13,94.69,Upgrade
19,Earnings From Continuing Operations,417.25,815.21,942.63,627.13,657.6,738.45,653.89,726.13,293,370.36,Upgrade
20,Minority Interest in Earnings,17.22,9.45,0.02,0.01,0.02,0.01,0.02,0.01,-1.81,-0.35,Upgrade
21,Net Income,434.47,824.65,942.65,627.14,657.62,738.46,653.9,726.14,291.19,370.01,Upgrade
22,Net Income to Common,434.47,824.65,942.65,627.14,657.62,738.46,653.9,726.14,291.19,370.01,Upgrade
23,Net Income Growth,-53.91%,31.49%,43.34%,-15.08%,0.57%,1.70%,124.56%,96.25%,-41.33%,-55.28%,Upgrade
24,Shares Outstanding (Basic),587,587,587,587,587,587,587,587,587,587,Upgrade
25,Shares Outstanding (Diluted),587,587,587,587,587,587,587,587,587,587,Upgrade
26,EPS (Basic),0.74,1.40,1.61,1.07,1.12,1.26,1.11,1.24,0.50,0.63,Upgrade
27,EPS (Diluted),0.74,1.40,1.61,1.07,1.12,1.26,1.11,1.24,0.50,0.63,Upgrade
28,EPS Growth,-53.91%,31.49%,43.34%,-15.08%,0.57%,1.70%,124.56%,96.25%,-41.33%,-55.28%,Upgrade
29,Free Cash Flow,700.76,1198,171.38,332.41,901.79,-126.52,409.97,1010,1297,1183,Upgrade
30,Free Cash Flow Per Share,1.19,2.04,0.29,0.57,1.54,-0.22,0.70,1.72,2.21,2.01,Upgrade
31,Dividend Per Share,0.550,0.640,0.720,0.550,0.550,0.550,0.550,0.500,0.225,0.500,Upgrade
32,Dividend Growth,-23.61%,16.36%,30.91%,0%,0%,10.00%,144.44%,0%,-55.00%,-16.67%,Upgrade
33,Operating Margin,8.17%,9.85%,15.10%,11.67%,14.27%,13.24%,14.20%,15.42%,9.50%,9.68%,Upgrade
34,Profit Margin,7.97%,10.52%,12.59%,9.79%,11.80%,12.01%,11.70%,13.16%,8.71%,7.51%,Upgrade
35,Free Cash Flow Margin,12.86%,15.28%,2.29%,5.19%,16.18%,-2.06%,7.33%,18.30%,38.79%,24.00%,Upgrade
36,EBITDA,544.53,850.09,1198,800.72,859.77,878.01,857.94,919.98,380.38,550.44,Upgrade
37,D&A For EBITDA,99.16,78.23,67.13,53.2,64.29,64.4,64.05,69.41,62.57,73.31,Upgrade
38,EBIT,445.38,771.86,1130,747.52,795.48,813.61,793.89,850.57,317.82,477.12,Upgrade
39,Advertising Expenses,75.95,-,46.46,-,43.7,-,35.15,-,32.98,-,Upgrade
