,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,229,429,549,479,264,661,678,814,500,141,198,Upgrade
1,Market Cap Growth,-10.42%,-10.42%,107.48%,-27.57%,-61.00%,-18.75%,35.59%,475.57%,152.04%,-31.33%,37.93%,Upgrade
2,Enterprise Value,151,426,536,519,278,652,649,756,625,254,1803,Upgrade
3,Last Close Price,0.12,0.21,0.28,0.24,0.16,0.39,0.40,0.48,0.29,0.28,0.40,Upgrade
4,PE Ratio,-,-,43.28,-19.56,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,4.78,4.85,4.60,3.82,2.48,18.91,-,32.97,-,5.97,-,Upgrade
6,PB Ratio,1.42,2.51,2.84,2.64,1.92,4.02,3.42,3.52,2.03,-1.40,-3.25,Upgrade
7,P/TBV Ratio,2.55,2.55,2.89,2.70,1.99,4.18,3.55,3.64,2.04,-,-,Upgrade
8,P/FCF Ratio,60.67,60.67,331.09,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,30.20,30.20,109.99,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,3.14,4.82,4.49,4.14,2.61,18.64,-,30.65,-,10.72,-,Upgrade
11,EV/EBITDA Ratio,-,-,-61.27,-,-,-,-,-,-,-,-,Upgrade
12,EV/FCF Ratio,60.25,60.25,323.51,-,-,-,-,-,-,-,-,Upgrade
13,Debt / Equity Ratio,0.04,0.04,0.06,0.05,0.42,0.26,0.22,0.16,0.10,-1.34,-2.07,Upgrade
14,Debt / FCF Ratio,0.99,0.99,7.28,-,-,-,-,-,-,-,-,Upgrade
15,Earnings Yield,-13.16%,-2.14%,2.31%,-5.11%,-21.43%,-4.85%,-,-2.54%,-,-30.41%,-,Upgrade
16,FCF Yield,1.65%,1.65%,0.30%,-2.74%,-10.99%,-2.90%,-,-0.99%,-,-6.35%,-,Upgrade
17,Buyback Yield / Dilution,-12.51%,-7.69%,-17.77%,-9.29%,-,-,-,-241.75%,-,-,-,Upgrade
18,Total Shareholder Return,-12.51%,-7.69%,-17.77%,-9.29%,-,-,-,-241.75%,-,-,-,Upgrade
