,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+18 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+18 Quarters
0,Market Capitalization,15,9,11,10,13,28,29,32,28,36,34,40,40,101,99,153,198,303,224,167,168,Upgrade
1,Market Cap Growth,-65.67%,-65.67%,-63.38%,-68.70%,-55.34%,-22.69%,-14.53%,-21.55%,-29.74%,-64.53%,-65.46%,-73.61%,-79.59%,-66.72%,-55.69%,-8.63%,17.59%,18.32%,-47.20%,-67.34%,-67.69%,Upgrade
2,Enterprise Value,24,35,37,37,39,44,45,42,39,65,64,70,70,126,124,189,234,334,256,201,202,Upgrade
3,Last Close Price,0.11,0.07,0.08,0.07,0.09,0.20,0.21,0.23,0.21,0.26,0.34,0.38,0.38,0.96,1.09,1.67,2.16,3.32,2.45,2.01,2.02,Upgrade
4,PE Ratio,-,-2.19,-1.52,-,-,-,-,-,-1.79,-1.60,-1.17,-,-,-,22.94,-,48.44,71.97,78.06,-,20.63,Upgrade
5,PS Ratio,0.05,0.03,0.03,0.03,0.04,0.09,0.08,0.07,0.06,0.08,0.09,0.11,0.15,0.35,0.29,-,0.47,0.65,0.50,0.38,0.45,Upgrade
6,PB Ratio,0.16,0.10,0.11,0.11,0.14,0.28,0.29,0.31,0.25,0.32,0.36,0.42,-,0.83,0.75,1.16,-,2.33,2.10,1.57,-,Upgrade
7,P/TBV Ratio,0.10,0.10,0.11,0.11,0.14,0.28,0.29,0.31,0.25,0.32,0.36,0.42,-,0.85,0.87,1.33,-,3.05,2.44,1.82,-,Upgrade
8,P/FCF Ratio,0.47,0.47,1.00,9.40,24.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,0.47,0.47,1.00,9.40,24.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.07,0.10,0.12,0.13,0.14,0.14,0.12,0.10,0.09,0.15,0.16,0.19,0.27,0.43,0.36,-,0.56,0.72,0.57,0.46,0.54,Upgrade
11,EV/EBITDA Ratio,5.29,8.88,36.29,-64.05,-6.47,-,-13.13,-,-4.79,-5.04,-3.58,-,-,-,22.73,-,23.11,33.78,27.00,-,27.46,Upgrade
12,EV/EBIT Ratio,9.23,17.19,-37.06,-,-,-,-,-,-4.16,-4.52,-3.30,-,-,-,33.47,-,30.00,44.44,35.51,-,36.16,Upgrade
13,EV/FCF Ratio,1.73,1.73,3.50,34.67,74.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.27,0.27,0.27,0.41,0.41,0.35,0.45,0.45,0.30,0.30,0.46,0.46,-,0.33,0.23,0.23,-,0.26,0.24,0.24,-,Upgrade
15,Debt / EBITDA Ratio,6.26,3.54,3.54,40.16,40.16,-,74.49,-,11.94,8.44,12.60,-,-,-,9.03,-,-,2.55,1.08,-,-,Upgrade
16,Debt / FCF Ratio,1.22,1.22,2.32,35.32,70.64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,2.27,2.26,1.89,1.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Inventory Turnover,297.42,245.52,259.92,235.64,295.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Quick Ratio,1.55,1.55,1.55,1.51,1.51,1.55,-,1.48,-,1.44,-,1.44,-,1.16,-,1.21,-,1.55,-,2.43,-,Upgrade
20,Current Ratio,1.69,1.69,1.69,1.62,1.62,1.68,-,1.57,-,1.58,-,1.54,-,1.63,-,1.89,-,2.27,-,3.23,-,Upgrade
21,Return on Equity (ROE),4.05%,4.09%,-13.59%,-13.08%,-7.18%,-2.45%,-33.39%,0.85%,0.36%,15.53%,-,-,-20.46%,2.50%,-,-,6.04%,18.73%,-,-,Upgrade,
22,Return on Assets (ROA),1.98%,1.96%,-0.38%,-0.38%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
23,Return on Capital (ROIC),2.70%,2.58%,-0.49%,-0.48%,-3.18%,-0.71%,-10.04%,0.70%,1.07%,1.06%,-,-,-6.87%,0.47%,-,-,4.46%,10.04%,-,-,Upgrade,
24,Return on Capital Employed (ROCE),2.17%,2.17%,-1.07%,-,-,-,-,-,-,-12.83%,-,-,-,-,-,-,-,5.40%,-,-,-,Upgrade
25,Earnings Yield,-28.15%,-45.70%,-65.99%,-87.34%,-113.82%,-39.97%,-31.27%,-15.29%,-55.93%,-62.41%,-85.22%,-78.47%,-29.18%,-5.22%,4.36%,-,2.06%,1.39%,1.28%,2.79%,4.85%,Upgrade
26,FCF Yield,214.50%,214.50%,99.78%,10.63%,4.16%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
27,Buyback Yield / Dilution,-0.03%,-,-,-0.10%,-,-25.48%,-36.43%,-48.67%,-32.59%,-10.96%,-14.81%,-,-18.13%,-12.50%,-1.99%,-,-9.75%,-9.75%,-7.61%,-,-,Upgrade
28,Total Shareholder Return,-0.03%,-,-,-0.10%,-,-25.48%,-36.43%,-48.67%,-32.59%,-10.96%,-14.81%,-,-18.13%,-12.50%,-1.99%,-,-9.75%,-9.75%,-7.61%,-,-,Upgrade
