,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Premiums & Annuity Revenue,14922,14540,12543,11562,10268,10647,8238,8773,7442,6888
1,Total Interest & Dividend Income,405.76,485.94,451.72,786.53,392.95,518.3,434.74,404.76,449.7,664.7
2,Gain (Loss) on Sale of Investments,180.27,-206.21,401.59,-1280,-97.58,639.1,602.54,273.14,374.38,458.51
3,Other Revenue,403.34,446.34,562.34,603.15,404.35,377.24,356.06,454.3,197.59,143.2
4,Total Revenue,15911,15266,13959,11672,10968,12182,9631,9905,8464,8155
5,Revenue Growth (YoY),13.99%,30.79%,27.27%,-4.19%,13.88%,22.98%,13.79%,21.47%,22.67%,48.55%
6,Policy Benefits,10278,9909,8636,7871,7442,6863,4072,4560,4214,4847
7,Policy Acquisition & Underwriting Costs,4171,3789,3235,2724,2425,637.87,1133,1032,374.89,472.72
8,"Selling, General & Administrative",1880,4514,2350,3236,46.13,3759,3313,3804,3188,3077
9,Other Operating Expenses,-800.82,-3350,-801.69,-1795,1298,366.12,414.04,710.3,180.12,317.23
10,Total Operating Expenses,15527,14932,13419,12118,11211,11639,8932,10110,7957,8715
11,Operating Income,384.24,334.03,539.8,-446.14,-243.04,542.48,699.1,-204.52,507.19,-560.2
12,Interest Expense,-230.16,-241.12,-223.74,-217.68,-210.68,-220.67,-167.67,-170.04,-62.83,-60.81
13,Earnings From Equity Investments,-78.18,-76.86,-16.38,-11.57,-4.58,-23.97,-13.67,-41.85,8.13,-29.67
14,Currency Exchange Gain (Loss),-36.74,100.47,-194.97,-236.38,-312.76,93.24,54.25,201.89,-1.01,-0.24
15,EBT Excluding Unusual Items,39.15,116.52,104.71,-911.76,-771.06,391.08,572.02,-214.52,451.48,-650.93
16,Gain (Loss) on Sale of Assets,-,3784,-,-,-,-,-,-,-,-
17,Asset Writedown,-,4.52,-,3.79,-3.79,-164.85,30.88,26.76,-117.19,24.72
18,Pretax Income,39.15,3905,104.71,-907.97,-774.85,226.23,602.89,-187.76,334.29,-626.2
19,Income Tax Expense,-16.32,86,78.68,-208.91,-89.5,73.26,-1.24,-59.81,-48.04,46.53
20,Earnings From Continuing Ops.,55.47,3819,26.03,-699.06,-685.35,152.97,604.13,-127.94,382.32,-672.73
21,Minority Interest in Earnings,-,37.14,195.44,222.69,49.31,256.28,151.21,191.24,108.17,124.09
22,Net Income,55.47,3856,221.47,-476.37,-636.04,409.24,755.35,63.29,490.49,-548.64
23,Net Income to Common,55.47,3856,221.47,-476.37,-636.04,409.24,755.35,63.29,490.49,-548.64
24,Net Income Growth,-74.96%,-,-,-,-,546.58%,54.00%,-,418.83%,-
25,Shares Outstanding (Basic),1470,1470,1470,1470,1470,1470,1470,1470,1470,1470
26,Shares Outstanding (Diluted),1470,1470,1470,1470,1470,1470,1470,1470,1470,1470
27,EPS (Basic),0.04,2.62,0.15,-0.32,-0.43,0.28,0.51,0.04,0.33,-0.37
28,EPS (Diluted),0.04,2.62,0.15,-0.33,-0.43,0.28,0.51,0.04,0.33,-0.37
29,EPS Growth,-74.84%,-,-,-,-,546.60%,54.55%,-,450.00%,-
30,Free Cash Flow,131.88,574.46,1137,-834.39,-278.31,-1211,347.02,2488,2123,-782.38
31,Free Cash Flow Per Share,0.09,0.39,0.77,-0.57,-0.19,-0.82,0.24,1.69,1.44,-0.53
32,Operating Margin,2.41%,2.19%,3.87%,-3.82%,-2.22%,4.45%,7.26%,-2.06%,5.99%,-6.87%
33,Profit Margin,0.35%,25.26%,1.59%,-4.08%,-5.80%,3.36%,7.84%,0.64%,5.80%,-6.73%
34,Free Cash Flow Margin,0.83%,3.76%,8.14%,-7.15%,-2.54%,-9.94%,3.60%,25.12%,25.09%,-9.59%
35,EBITDA,402.64,350.11,656.93,-506.86,-146.14,490.89,789.59,-257.83,602.06,-612.57
36,D&A For EBITDA,18.4,16.07,117.13,-60.72,96.89,-51.59,90.49,-53.3,94.87,-52.36
37,EBIT,384.24,334.03,539.8,-446.14,-243.04,542.48,699.1,-204.52,507.19,-560.2
38,Revenue as Reported,-,-,-,-,-,12188,9753,9908,8586,8224
