,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,282,197,336,314,474,426,414,423,150,135,68,Upgrade
1,Market Cap Growth,-37.19%,-37.19%,-29.23%,-26.34%,14.50%,0.85%,175.28%,212.50%,122.50%,-33.33%,-80.00%,Upgrade
2,Enterprise Value,243,165,296,294,470,403,397,349,71,37,-36,Upgrade
3,Last Close Price,0.42,0.32,0.63,0.62,0.96,0.95,0.98,1.00,0.36,0.32,0.16,Upgrade
4,PS Ratio,3.38,3.06,5.06,3.19,5.29,3.25,2.96,3.22,1.31,0.95,0.43,Upgrade
5,PB Ratio,1.69,1.27,2.26,1.55,2.27,2.31,2.11,1.94,0.63,0.49,0.22,Upgrade
6,P/TBV Ratio,1.57,1.57,2.83,1.99,2.87,2.87,2.57,2.31,0.74,0.62,0.27,Upgrade
7,P/FCF Ratio,-,-,-11.63,-,-,-,-,-,-7.25,-,-1.61,Upgrade
8,P/OCF Ratio,-,-,-12.10,-,-,-,-,-,-7.25,-,-1.61,Upgrade
9,EV/Sales Ratio,3.77,2.56,4.46,2.99,5.25,3.08,2.84,2.66,0.62,0.26,-,Upgrade
10,EV/FCF Ratio,-4.87,-,-10.24,-,-,-,-,-,-3.43,-,-,Upgrade
11,Debt / Equity Ratio,0.28,0.28,0.22,0.15,0.15,0.11,0.04,0.05,0.02,0.02,0.03,Upgrade
12,Debt / FCF Ratio,-,-,-1.14,-,-,-,-,-,-0.24,-,-0.20,Upgrade
13,Earnings Yield,-35.74%,-51.06%,-27.94%,-14.71%,-13.90%,-15.66%,-11.18%,-14.21%,-45.29%,-55.79%,-113.43%,Upgrade
14,FCF Yield,-17.70%,-25.28%,-8.60%,-27.14%,-17.40%,-7.25%,-14.38%,-11.29%,-13.79%,-19.64%,-62.02%,Upgrade
15,Buyback Yield / Dilution,-5.74%,-10.60%,-0.65%,-12.40%,-13.02%,-5.36%,-,-,-,-,-,Upgrade
16,Total Shareholder Return,-5.74%,-10.60%,-0.65%,-12.40%,-13.02%,-5.36%,-,-,-,-,-,Upgrade
