,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,31,25,22,20,21,72,72,72,72,72,82,51,58,40,40,27,36,35,45,55,90,Upgrade
1,Market Cap Growth,-65.09%,-65.09%,-69.83%,-71.55%,-70.26%,0%,-12.45%,41.46%,23.40%,77.10%,103.85%,84.27%,62.07%,16.96%,-10.34%,-50.28%,-60.00%,-62.67%,-51.67%,-40.33%,-3.33%,Upgrade
2,Enterprise Value,133,127,116,115,116,167,199,199,207,209,218,178,185,166,166,125,129,144,157,147,185,Upgrade
3,Last Close Price,0.10,0.08,0.07,0.07,0.07,0.23,0.23,0.23,0.23,0.23,0.27,0.16,0.19,0.13,0.13,0.09,0.12,0.11,0.14,0.18,0.29,Upgrade
4,PE Ratio,-,-1.32,-,-,-,3.21,-,8.78,-,-,-,-,-,-,-,-,-,-,-,-,-4.69,Upgrade
5,PS Ratio,2.09,1.69,1.01,0.69,0.41,1.57,1.90,4.08,30.33,7.92,8.03,2.24,1.47,1.90,3.11,2.87,-4.67,2.82,1.40,1.25,1.87,Upgrade
6,PB Ratio,-0.21,-0.21,-0.18,-0.17,-0.21,-0.70,-0.64,-0.65,-,-0.49,-0.58,-0.36,-,-0.40,-,-0.31,-,-0.55,-0.89,-1.07,-,Upgrade
7,EV/Sales Ratio,8.97,8.56,5.41,-,2.21,3.67,5.28,11.32,87.47,23.11,-,7.89,4.68,7.81,12.86,13.05,-,-,-,3.32,3.86,Upgrade
8,EV/EBITDA Ratio,-,-,-,-,-19.62,-20.48,-18.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-15.86,Upgrade
9,EV/EBIT Ratio,-,-,-,-,-,-12.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Debt / Equity Ratio,-0.85,-0.85,-0.87,-0.87,-0.93,-0.93,-0.91,-0.91,-,-0.93,-1.02,-1.02,-,-1.27,-,-1.22,-,-1.51,-1.70,-1.70,-,Upgrade
11,Debt / EBITDA Ratio,-,-,-,-,36.88,12.57,20.89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Quick Ratio,0.11,0.11,-,0.13,-,0.12,-,0.08,-,0.02,-,0.05,-,0.06,-,0.11,-,0.19,-,0.29,-,Upgrade
13,Current Ratio,0.22,0.22,-,0.20,-,0.21,-,0.16,-,0.13,-,0.10,-,0.14,-,0.18,-,0.37,-,0.40,-,Upgrade
14,Return on Capital (ROIC),-,-,-,-,-,-,-,-,-,-718.53%,-,-,-,-,-,-,-38.78%,-27.00%,-,-,Upgrade,
15,Earnings Yield,-61.31%,-75.69%,-70.64%,-56.16%,114.94%,31.17%,22.39%,11.39%,-61.88%,-66.47%,-64.43%,-97.88%,-47.25%,-79.11%,-85.93%,-120.58%,-90.60%,-63.04%,-25.06%,-16.44%,-21.31%,Upgrade
16,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,1.81%,-,-,-,-0.70%,-,-,-,-2.90%,-,-,-,Upgrade,
17,Total Shareholder Return,-,-,-,-,-,-,-,-,1.81%,-,-,-,-0.70%,-,-,-,-2.90%,-,-,-,Upgrade,
