,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Jan '25 Jan 7, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,17,15,31,39,48,57,100,113,197,165,98,Upgrade
1,Market Cap Growth,-60.51%,-60.51%,-35.57%,-31.74%,-52.10%,-50.00%,-49.37%,-31.34%,100.00%,31.37%,-50.00%,Upgrade
2,Enterprise Value,24,19,32,40,47,49,94,102,184,143,70,Upgrade
3,Last Close Price,0.07,0.06,0.13,0.16,0.19,0.23,0.41,0.46,0.80,0.67,0.40,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,37.18,2394.62,-,Upgrade
5,PS Ratio,11.65,10.62,12.68,3.91,3.33,4.20,3.87,2.29,3.69,5.18,6.06,Upgrade
6,PB Ratio,4.25,3.87,3.80,3.12,2.65,2.46,2.78,2.69,4.37,3.72,2.69,Upgrade
7,P/TBV Ratio,3.87,3.87,3.80,3.21,2.65,2.50,2.78,2.73,4.41,3.81,2.71,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,-16.16,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-,-,-,-,-16.18,-,-,-,-,Upgrade
10,EV/Sales Ratio,16.40,13.14,13.11,4.04,3.30,3.66,3.66,2.06,3.44,4.51,4.28,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,34.84,-237.73,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,38.07,-138.02,-,Upgrade
13,EV/FCF Ratio,-,-,-,-,-,-,-15.29,-,-,-,-,Upgrade
14,Debt / Equity Ratio,5.37,5.37,1.22,0.93,0.65,0.53,0.07,0.15,0.13,0.14,0.00,Upgrade
15,Debt / FCF Ratio,-,-,-,-,-,-,-0.42,-,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,9.45%,-2.07%,-,Upgrade
17,Earnings Yield,-48.29%,-52.96%,-32.52%,-26.01%,-31.95%,-28.47%,-8.23%,-3.15%,2.69%,0.04%,-11.68%,Upgrade
18,FCF Yield,-,-10.08%,-11.47%,-14.32%,-6.13%,-6.19%,-8.85%,-2.34%,-8.08%,-17.50%,Upgrade,
