,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+11 Quarters
0,Revenue,18674,17446,9909,17103,19067,8772,10676,16064,13002,10292,9911,9901,9805,8448,7982,6641,4526,3719,1372,2848,Upgrade
1,Revenue Growth (YoY),-2.06%,98.89%,-7.19%,6.47%,46.64%,-14.77%,7.73%,62.25%,32.60%,21.83%,24.16%,49.08%,116.65%,127.16%,481.82%,133.16%,146.40%,146.52%,-15.89%,-17.09%,Upgrade
2,Cost of Revenue,16666,15757,9421,15824,17543,8685,10514,15442,11267,8952,8464,8201,7812,6874,6428,5499,3940,3406,1539,3102,Upgrade
3,Gross Profit,2007,1689,487.73,1279,1523,86.96,162.29,621.76,1735,1340,1447,1700,1993,1574,1555,1142,585.81,313.14,-167.48,-253.75,Upgrade
4,"Selling, General & Admin",4109,3757,2997,3956,3609,2857,2446,3435,2712,2282,2015,2187,1825,1525,1197,1218,953.07,963.49,848.35,1559,Upgrade
5,Research & Development,3319,3219,2864,3699,3039,3345,3076,3787,2945,2149,1762,1802,1193,856.75,686.55,817.76,578.04,518.49,522.36,1014,Upgrade
6,Other Operating Expenses,-182.41,-77.97,20.79,250.16,-281.17,-40.1,-247.4,135.02,-51.61,-246.08,-140.99,156.48,-32.91,-44.18,-33.07,37.08,0.69,-8.83,32.08,-,Upgrade
7,Operating Expenses,7245,6898,5882,7905,6367,6161,5274,7358,5605,4186,3636,4145,2985,2337,1851,2073,1532,1473,1403,2572,Upgrade
8,Operating Income,-5238,-5209,-5394,-6625,-4844,-6074,-5112,-6736,-3870,-2846,-2189,-2445,-991.93,-763.32,-295.92,-931.39,-945.99,-1160,-1570,-2826,Upgrade
9,Interest Expense,-203.76,-176.14,-170.88,-163.88,-88.55,-82.44,-68.66,-90.6,-100.56,-64.71,-77.34,-75.94,-77.19,-60.53,-423.76,-93.84,-108.76,-112.92,-110.5,-102.32,Upgrade
10,Interest & Investment Income,310.12,362.73,350.79,1368,288.01,247.18,306.76,351.96,313.21,292.86,400.69,359.06,240.12,193.03,119.62,77.02,51.65,20.58,17.65,22.35,Upgrade
11,Earnings From Equity Investments,-199.66,-73.61,-19.48,32.37,7.78,10.64,13.6,251.44,52.05,48.05,26.23,-1.7,-35.63,-3.45,103.29,-33.97,-13.64,-4.41,-14.02,0.04,Upgrade
12,Currency Exchange Gain (Loss),-,-,-,-463.3,-,-,-,-504.7,-,-,-,551.5,-,-,-,-,-,-,-,-,Upgrade
13,Other Non Operating Income (Expenses),309.65,52.35,67.38,717.19,-88.65,-138.35,128.29,820.4,-495.58,-189.96,86.89,-497.98,32.57,48.91,49.68,-404.78,-29.05,82.11,-13.2,3.1,Upgrade
14,EBT Excluding Unusual Items,-5021,-5044,-5166,-5135,-4725,-6037,-4732,-5908,-4101,-2759,-1752,-2110,-832.05,-585.36,-447.09,-1387,-1046,-1175,-1690,-2903,Upgrade
15,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40.72,Upgrade
16,Other Unusual Items,-91.4,-83.02,-90.85,-78.77,93.03,-74.77,-72.47,65.75,-71.1,-68.9,-66.78,-2090,-,-72.17,-4424,-105.81,-142.74,-31.56,-31.56,-31.91,Upgrade
17,Pretax Income,-5113,-5127,-5257,-5214,-4632,-6112,-4804,-5842,-4172,-2828,-1819,-4201,-832.05,-657.53,-4871,-1493,-1189,-1206,-1722,-2894,Upgrade
18,Income Tax Expense,38.27,2.02,6.99,232.88,1.61,18.67,7.67,16.8,9.64,-1.79,30.46,33.25,3.25,1.81,3.96,1.66,1.21,2.02,1.47,2.33,Upgrade
19,Earnings From Continuing Operations,-5151,-5129,-5264,-5447,-4634,-6131,-4812,-5859,-4182,-2826,-1849,-4234,-835.3,-659.34,-4875,-1494,-1190,-1208,-1723,-2897,Upgrade
20,Minority Interest in Earnings,9.44,2.64,6.18,-146.26,5.25,8.59,8.37,11.6,39.6,81.41,24.4,2055,-2024,0.06,0.08,2.26,1.8,0.37,0.53,2.73,Upgrade
21,Net Income,-5142,-5126,-5258,-5593,-4629,-6122,-4804,-5847,-4142,-2745,-1825,-2179,-2859,-659.28,-4875,-1492,-1188,-1208,-1723,-2894,Upgrade
22,Net Income to Common,-5142,-5126,-5258,-5593,-4629,-6122,-4804,-5847,-4142,-2745,-1825,-2179,-2859,-659.28,-4875,-1492,-1188,-1208,-1723,-2894,Upgrade
23,Shares Outstanding (Basic),2055,2050,2044,1761,1736,1653,1649,1647,1640,1633,1625,1607,1568,1564,1552,1421,1211,1055,1037,1030,Upgrade
24,Shares Outstanding (Diluted),2055,2050,2044,1761,1736,1653,1649,1647,1640,1633,1625,1607,1568,1564,1552,1421,1211,1055,1037,1030,Upgrade
25,Shares Change (YoY),18.41%,24.02%,23.94%,6.92%,5.83%,1.23%,1.51%,2.50%,4.60%,4.41%,4.70%,13.08%,29.51%,48.29%,49.58%,38.01%,17.94%,2.74%,0.27%,-1.43%,Upgrade
26,EPS (Basic),-2.50,-2.50,-2.57,-3.18,-2.67,-3.70,-2.91,-3.55,-2.53,-1.68,-1.12,-1.36,-1.82,-0.42,-3.14,-1.05,-0.98,-1.15,-1.66,-2.81,Upgrade
27,EPS (Diluted),-2.50,-2.50,-2.57,-3.18,-2.67,-3.70,-2.91,-3.55,-2.53,-1.68,-1.12,-1.36,-1.82,-0.42,-3.14,-1.05,-0.98,-1.15,-1.66,-2.81,Upgrade
28,Free Cash Flow,-,-,-,-,-,-,-,-,-,-,-,-53.29,-2095,-,-,1972,-53.43,633.1,-1729,-689.13,Upgrade
29,Free Cash Flow Per Share,-,-,-,-,-,-,-,-,-,-,-,-0.03,-1.34,-,-,1.39,-0.04,0.60,-1.67,-0.67,Upgrade
30,Gross Margin,10.75%,9.68%,4.92%,7.48%,7.99%,0.99%,1.52%,3.87%,13.34%,13.02%,14.60%,17.17%,20.33%,18.63%,19.48%,17.20%,12.94%,8.42%,-12.21%,-8.91%,Upgrade
31,Operating Margin,-28.05%,-29.86%,-54.44%,-38.74%,-25.41%,-69.25%,-47.88%,-41.93%,-29.77%,-27.65%,-22.08%,-24.70%,-10.12%,-9.04%,-3.71%,-14.02%,-20.90%,-31.19%,-114.46%,-99.22%,Upgrade
32,Profit Margin,-27.53%,-29.38%,-53.06%,-32.70%,-24.28%,-69.79%,-44.99%,-36.40%,-31.86%,-26.67%,-18.42%,-22.01%,-29.16%,-7.80%,-61.07%,-22.47%,-26.25%,-32.48%,-125.58%,-101.60%,Upgrade
33,Free Cash Flow Margin,-,-,-,-,-,-,-,-,-,-,-,-0.54%,-21.36%,-,-,29.70%,-1.18%,17.02%,-126.01%,-24.19%,Upgrade
34,EBITDA,-4393,-4365,-4550,-5781,-4131,-5369,-4399,-6023,-3443,-2283,-1762,-1882,-498.06,-437.8,-34.3,-649.14,-712.13,-905.32,-1294,-2504,Upgrade
35,EBITDA Margin,-23.53%,-25.02%,-45.92%,-33.80%,-21.67%,-61.21%,-41.20%,-37.50%,-26.48%,-22.18%,-17.78%,-19.01%,-5.08%,-5.18%,-0.43%,-9.77%,-15.73%,-24.34%,-94.32%,-87.93%,Upgrade
36,D&A For EBITDA,844.49,844.49,844.49,844.49,713.08,705.28,713.08,713.08,427,562.79,427,563.1,493.87,325.53,261.62,282.25,233.86,254.69,276.19,321.71,Upgrade
37,EBIT,-5238,-5209,-5394,-6625,-4844,-6074,-5112,-6736,-3870,-2846,-2189,-2445,-991.93,-763.32,-295.92,-931.39,-945.99,-1160,-1570,-2826,Upgrade
38,EBIT Margin,-28.05%,-29.86%,-54.44%,-38.74%,-25.41%,-69.25%,-47.88%,-41.93%,-29.77%,-27.65%,-22.08%,-24.70%,-10.12%,-9.04%,-3.71%,-14.02%,-20.90%,-31.19%,-114.45%,-99.22%,Upgrade
39,Revenue as Reported,18674,17446,9909,17103,19067,8772,10676,16064,13002,10292,9911,9901,9805,8448,7982,6641,4526,3719,1372,2848,Upgrade
