,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,20187,20368,24707,27931,29573,20740,10676,8761,8261,8938,9505,10786,9615,8467,8430,10050,9748,8084,8298,9851,11125,Upgrade
1,Market Cap Growth,-26.13%,-1.79%,131.43%,218.80%,258.00%,132.04%,12.32%,-18.77%,-14.09%,5.57%,12.75%,7.33%,-1.36%,4.74%,1.60%,2.02%,-12.38%,-15.15%,-24.72%,91.97%,80.96%,Upgrade
2,Enterprise Value,36246,34682,36237,39461,28471,20784,10377,8701,7930,8439,9479,10760,9655,8320,9215,10835,11453,9116,10211,11764,13254,Upgrade
3,Last Close Price,13.40,13.48,16.35,18.49,19.57,28.09,14.43,11.84,11.17,12.03,12.79,14.51,12.94,11.33,11.28,13.45,13.05,10.78,11.07,13.14,14.84,Upgrade
4,PE Ratio,-,701.22,-,263.38,207.26,80.92,-,28.72,34.84,184.83,117.49,-,45.09,39.34,59.71,70.05,106.54,-,142.21,71.51,-,Upgrade
5,PS Ratio,1.75,1.31,1.69,1.64,1.76,0.95,0.50,0.47,0.63,3.29,3.94,4.48,3.55,3.59,3.90,5.36,3.96,2.96,2.78,2.96,3.75,Upgrade
6,PB Ratio,1.88,1.76,2.19,2.46,2.59,4.75,2.45,0.75,1.92,2.09,2.22,2.52,2.24,1.98,1.98,2.36,2.45,2.04,2.08,2.46,2.82,Upgrade
7,P/TBV Ratio,2.13,1.98,2.39,2.68,2.81,5.20,2.68,1.18,2.11,2.29,2.43,2.77,2.48,2.19,2.19,2.62,2.63,2.19,2.19,2.59,2.98,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-7.16,-,-3.81,-,-,-,52.67,8.51,-,7.39,18.07,54.96,-,-,131.13,-,Upgrade
9,P/OCF Ratio,14.83,-,-,-8.89,-,-28.14,-,-22.40,-,-,-,32.92,7.83,-,6.76,15.31,32.44,-,-,38.47,248.24,Upgrade
10,EV/Sales Ratio,3.15,2.23,2.48,2.32,1.70,0.96,0.48,0.46,0.61,3.11,3.93,4.47,3.56,3.53,4.26,5.78,4.65,3.33,3.42,3.53,4.47,Upgrade
11,EV/EBITDA Ratio,170.72,77.62,104.76,-,38.60,21.10,10.58,9.75,12.56,109.93,80.36,-,112.59,83.32,314.34,-,151.04,172.59,1654.54,-282.02,-200.54,Upgrade
12,EV/EBIT Ratio,-,-357.91,-,-,80.64,29.56,-,12.19,14.28,2255.27,234.39,-,676.04,239.44,-317.28,-,379.14,1087.75,-310.20,-,-,Upgrade
13,EV/FCF Ratio,-6.30,-,-,-,-,-7.18,-,-3.78,-,-,-,52.54,8.54,-,8.08,19.48,64.57,-,-,156.60,-,Upgrade
14,Debt / Equity Ratio,1.95,1.94,1.81,1.72,1.56,0.13,0.18,1.10,0.14,0.19,0.25,0.26,0.40,0.41,0.42,0.52,0.80,0.91,0.71,0.81,0.84,Upgrade
