,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,452.55,652.13,500.79,541.57,551.9,672.72,527.19,403.09,284.86,304.67,Upgrade
1,Short-Term Investments,5.48,-,-,-,-,-,-,2.38,2.19,2.23,Upgrade
2,Cash & Short-Term Investments,458.03,652.13,500.79,541.57,551.9,672.72,527.19,405.47,287.05,306.9,Upgrade
3,Cash Growth,-8.54%,20.42%,-9.26%,-19.50%,4.69%,65.91%,83.65%,32.12%,-25.05%,-15.59%,Upgrade
4,Accounts Receivable,699.1,924.61,881.5,883.34,921.13,813.59,776.94,691.94,561.26,587.66,Upgrade
5,Other Receivables,3.95,19.01,4.97,6.99,-,8.4,0.34,9.91,-,5.19,Upgrade
6,Receivables,703.98,944.59,887.58,891.41,922.22,822.84,778.11,702.66,562.06,593.63,Upgrade
7,Inventory,651.09,590.54,845.25,785,1007,760.9,735.25,444.52,439.42,579.18,Upgrade
8,Prepaid Expenses,36.96,58.61,44.33,47.15,78.79,68.98,62.82,55.93,63.65,55.92,Upgrade
9,Other Current Assets,24.11,22.2,25.53,20.57,-,10.09,35.32,41.18,33.54,33.9,Upgrade
10,Total Current Assets,1874,2268,2303,2286,2560,2336,2139,1650,1386,1570,Upgrade
11,"Property, Plant & Equipment",704.45,626.27,671.78,717.12,745.27,772.37,737.17,753.96,751.74,744.49,Upgrade
12,Long-Term Investments,0.2,0.01,7.14,7.05,7.56,7.42,8.54,9.2,6.57,8.2,Upgrade
13,Other Long-Term Assets,17.55,23.58,16.11,23.03,29.05,30.89,22.49,30.62,29.38,33.62,Upgrade
14,Total Assets,2599,2919,3000,3035,3344,3148,2909,2446,2176,2359,Upgrade
15,Accounts Payable,210.95,261.55,315.15,130.6,333.89,103.37,179.5,145.57,106.33,159.91,Upgrade
16,Accrued Expenses,94.67,99.12,62.19,65.5,96.13,80.86,204.92,80.71,120.76,64.72,Upgrade
17,Short-Term Debt,-,855.92,-,1204,-,1218,-,624.76,-,666.52,Upgrade
18,Current Portion of Long-Term Debt,553.87,50.21,1006,45.79,1279,28.16,1020,67,652.46,124.94,Upgrade
19,Current Portion of Leases,25.88,19.88,20.53,29.2,37.57,40.5,40.11,47.3,48.34,49.21,Upgrade
20,Current Income Taxes Payable,10.86,5.32,16.29,10.28,8.55,6.06,8,8.05,9.01,4.67,Upgrade
21,Current Unearned Revenue,16.94,21.1,9.4,9.62,16.87,38.43,30.38,24.51,7.25,7.38,Upgrade
22,Other Current Liabilities,67.77,44.67,54.73,33.68,49.15,57.31,23.3,107.98,14.69,76.08,Upgrade
23,Total Current Liabilities,980.94,1358,1484,1529,1821,1572,1506,1106,958.83,1153,Upgrade
24,Long-Term Leases,155.3,147.25,185.71,203.87,218.9,243.03,200.03,213.81,221.53,218.7,Upgrade
25,Long-Term Deferred Tax Liabilities,28.25,27.19,24.13,24.13,25.53,25.43,22.3,20.88,18.1,17.28,Upgrade
26,Total Liabilities,1164,1532,1694,1757,2066,1841,1728,1341,1198,1389,Upgrade
27,Common Stock,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,57.44,Upgrade
28,Additional Paid-In Capital,323.2,323.2,323.2,323.2,323.2,323.2,323.2,323.2,323.2,323.2,Upgrade
29,Retained Earnings,955.58,914.13,852.65,806.8,781.09,788.56,680.75,622.57,551.36,539.92,Upgrade
30,Comprehensive Income & Other,-29.28,-26.23,-31.86,-17.7,3.65,24.67,18.72,13.68,-21.28,-12.12,Upgrade
31,Total Common Equity,1307,1269,1201,1170,1165,1194,1080,1017,910.72,908.44,Upgrade
32,Minority Interest,128.01,118.6,104.62,108.4,113.4,113.2,100.62,88.55,67.13,61.15,Upgrade
33,Shareholders' Equity,1435,1387,1306,1278,1279,1307,1181,1105,977.84,969.59,Upgrade
34,Total Liabilities & Equity,2599,2919,3000,3035,3344,3148,2909,2446,2176,2359,Upgrade
35,Total Debt,735.04,1073,1212,1483,1536,1529,1260,952.87,922.32,1059,Upgrade
