,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,290,324,1220,253,270,357,523,963,664,598,609,Upgrade
1,Market Cap Growth,27.87%,27.87%,352.31%,-29.07%,-48.41%,-62.93%,-21.25%,61.11%,9.04%,-57.25%,-44.30%,Upgrade
2,Last Close Price,0.35,0.39,1.47,0.30,0.33,0.43,0.63,1.16,0.80,0.72,0.88,Upgrade
3,PE Ratio,-,-,-,-10.76,-,-15.22,-,5.10,2.50,-14.19,-,Upgrade
4,PS Ratio,10.01,11.15,27.59,6.54,5.75,40.72,16.09,5.12,5.32,-5.19,-8.64,Upgrade
5,PB Ratio,0.50,0.46,1.46,0.28,0.29,0.36,0.58,1.06,0.73,0.87,1.20,Upgrade
6,P/FCF Ratio,1.50,1.67,5.18,4.71,-,-,3.86,-,-,-11.42,-,Upgrade
7,P/OCF Ratio,1.65,1.65,5.11,4.61,-,-,3.86,-,-,-11.49,-,Upgrade
8,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11,0.00,0.00,1.97,Upgrade
9,Debt / FCF Ratio,0.03,0.03,0.02,0.13,-,-,0.05,-,-,-0.05,-,Upgrade
10,Earnings Yield,-9.77%,-8.76%,-1.05%,-9.30%,-4.07%,-6.57%,-6.45%,19.62%,40.04%,-7.05%,-26.19%,Upgrade
11,FCF Yield,66.56%,59.73%,19.31%,21.25%,-26.41%,31.48%,25.88%,-17.82%,11.12%,-8.76%,-33.72%,Upgrade
12,Buyback Yield / Dilution,-,-,-,-,-,0.07%,-14.91%,-20.03%,-4.38%,-0.12%,Upgrade,
13,Total Shareholder Return,-,-,-,-,-,0.07%,-14.91%,-20.03%,-4.38%,-0.12%,Upgrade,
