,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,34,39,42,42,48,51,56,76,62,79,91,96,114,114,127,96,77,38,38,46,65,Upgrade
1,Market Cap Growth,-24.62%,-24.62%,-25.35%,-44.79%,-22.78%,-35.00%,-38.36%,-21.21%,-45.40%,-30.89%,-28.40%,0%,49.02%,198.04%,231.37%,109.84%,18.60%,-53.21%,-56.21%,-71.11%,-60.62%,Upgrade
2,Enterprise Value,-407,-471,-468,-249,-242,-497,-493,-378,-391,-446,-434,-437,-419,-421,-409,-411,-431,-455,-455,-412,-394,Upgrade
3,Last Close Price,0.43,0.49,0.53,0.53,0.61,0.65,0.71,0.96,0.79,1.00,1.21,1.28,1.52,1.52,1.69,1.28,1.02,0.51,0.51,0.61,0.86,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-5.43,-,-,-,-,-58.20,-,-16.70,-,-2.30,-,-,-,-,Upgrade
5,PS Ratio,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.05,0.06,0.07,0.06,0.07,0.06,0.07,0.05,0.05,0.03,0.03,0.03,0.04,Upgrade
6,PB Ratio,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.10,-,0.10,0.11,0.12,-,0.14,0.16,0.12,-,0.05,0.05,0.06,-,Upgrade
7,P/TBV Ratio,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.10,-,0.10,0.11,0.12,-,0.14,0.16,0.12,-,0.05,0.05,0.06,-,Upgrade
8,P/FCF Ratio,4.07,-,-,0.87,2.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,2.76,-,-,0.78,1.79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,-,0.01,0.01,0.01,-,0.01,0.01,0.01,-,0.01,0.04,0.04,-,Upgrade
11,Debt / EBITDA Ratio,-,-,-,2.41,2.41,-,2.85,0.10,-,-,-,-,-,0.35,0.13,-,-,2.20,2.34,-,-,Upgrade
12,Debt / FCF Ratio,0.71,-,-,0.20,0.40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Asset Turnover,1.04,1.00,1.07,1.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Inventory Turnover,85.54,71.78,95.97,147.67,122.96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Quick Ratio,7.16,7.16,7.16,7.41,7.41,3.88,-,5.33,-,4.87,-,5.05,-,4.70,-,4.55,-,3.45,-,3.23,-,Upgrade
16,Current Ratio,9.00,9.00,9.00,8.03,8.03,6.78,-,5.83,-,6.54,-,5.90,-,5.80,-,5.03,-,4.53,-,3.88,-,Upgrade
17,Return on Equity (ROE),-9.84%,-9.53%,-1.27%,-1.26%,-4.11%,-0.84%,-,-,-10.33%,-2.45%,-,-,0.64%,8.51%,-,-,-2.05%,-0.81%,-,-,Upgrade,
18,Return on Assets (ROA),-5.23%,-5.03%,-1.55%,-1.52%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
19,Return on Capital (ROIC),-5.72%,-5.52%,-1.70%,-1.69%,-1.65%,-0.56%,-,-,-5.73%,-1.62%,-,-,1.11%,5.65%,-,-,-0.59%,-0.19%,-,-,Upgrade,
20,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-1.06%,-,-,-,-,-,2.10%,-,-,-,-,-,-,-,Upgrade
21,Earnings Yield,-111.91%,-98.20%,-70.90%,-34.21%,1.13%,2.10%,-21.89%,-18.41%,-61.20%,-41.85%,-12.51%,9.32%,-1.72%,-2.25%,-5.99%,-27.50%,-43.52%,-101.40%,-137.60%,-123.39%,-71.94%,Upgrade
22,FCF Yield,24.58%,21.57%,67.50%,115.06%,49.99%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
23,Buyback Yield / Dilution,-0.04%,-,-,-0.03%,0.00%,-3.51%,-5.05%,-5.02%,1.82%,-1.49%,6.54%,-,-7.00%,-,-7.00%,8.53%,-,-0.39%,-9.89%,-20.15%,-9.89%,Upgrade
24,Total Shareholder Return,-0.04%,-,-,-0.03%,0.00%,-3.51%,-5.05%,-5.02%,1.82%,-1.49%,6.54%,-,-7.00%,-,-7.00%,8.53%,-,-0.39%,-9.89%,-20.15%,-9.89%,Upgrade
