,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,131,111,171,141,353,393,393,812,691,681,1039,Upgrade
1,Market Cap Growth,-21.43%,-21.43%,-51.43%,-64.10%,-10.26%,-51.55%,-43.07%,19.26%,-33.50%,-27.42%,29.56%,Upgrade
2,Enterprise Value,-3,-45,42,-15,192,198,-102,651,491,383,744,Upgrade
3,Last Close Price,0.03,0.02,0.03,0.03,0.07,0.08,0.08,0.16,0.14,0.14,0.21,Upgrade
4,PE Ratio,-,-,-,10.31,-,-,-,30.04,-,-,-,Upgrade
5,PS Ratio,0.72,0.61,0.92,0.74,1.84,1.96,1.88,3.85,3.76,3.26,4.13,Upgrade
6,PB Ratio,0.29,0.24,0.35,0.28,0.75,0.73,0.58,1.08,1.07,1.07,1.62,Upgrade
7,P/TBV Ratio,0.26,0.26,0.37,0.30,0.77,0.78,0.63,1.23,1.17,1.17,1.62,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,-,25.14,-,-,-45.59,Upgrade
9,P/OCF Ratio,-,-,-,-,-,-,-,19.17,-,-,-132.86,Upgrade
10,EV/Sales Ratio,-,-,0.23,-,1.00,0.99,-,3.08,2.67,1.84,2.96,Upgrade
11,EV/FCF Ratio,0.04,-,-,-,-,-,-,20.15,-,-,-32.67,Upgrade
12,Debt / Equity Ratio,0.03,0.03,0.04,0.04,0.07,0.06,0.05,0.03,0.04,0.03,0.01,Upgrade
13,Debt / FCF Ratio,-,-,-,-,-,-,-,0.62,-,-,-0.34,Upgrade
14,Earnings Yield,-43.32%,-51.20%,4.36%,9.70%,-34.94%,-39.49%,0.60%,3.33%,-5.75%,-53.78%,-34.15%,Upgrade
15,FCF Yield,-48.83%,-57.71%,-27.24%,-20.39%,-20.39%,-60.11%,-34.73%,3.98%,-5.60%,12.57%,-2.19%,Upgrade
16,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,0.46%,Upgrade,
17,Total Shareholder Return,-,-,-,-,-,-,-,-,-,0.46%,Upgrade,
