,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,61.68,88.22,58.74,68.96,49.78,70.53,32.24,85.87,70.04,65.66
1,Short-Term Investments,48.69,53.92,3.17,1.69,0.8,1.47,1.09,1.2,0.78,1.24
2,Cash & Short-Term Investments,110.38,142.14,61.91,70.66,50.57,72,33.33,87.07,70.82,66.91
3,Cash Growth,78.29%,101.16%,22.41%,-1.87%,51.74%,-17.31%,-52.94%,30.14%,10.86%,-28.49%
4,Accounts Receivable,283.06,262.22,279.5,239.81,305.15,249.22,280.92,273.26,312.06,251.2
5,Other Receivables,1.35,1.35,0.38,0.38,-,0.5,4.09,0,-,6.59
6,Receivables,284.41,263.57,279.88,240.19,305.15,249.71,285.02,273.26,312.06,257.79
7,Inventory,-,6.4,14.33,17.41,7.13,2.03,-,-,1.86,1.85
8,Prepaid Expenses,-,-,1.38,-,34.96,11.86,1.15,1.24,3.32,24.83
9,Total Current Assets,394.78,412.1,357.48,328.26,397.81,335.6,319.49,361.57,388.06,351.37
10,"Property, Plant & Equipment",61.33,65.47,70.49,75.77,74.27,78.58,77.19,82.2,80.33,78.12
11,Other Intangible Assets,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19
12,Long-Term Deferred Tax Assets,0.93,1.24,0.38,0.16,0.2,0.34,0.28,0.28,0.33,0.39
13,Other Long-Term Assets,-,-,-,-,-,-,-,-,3.94,3.9
14,Total Assets,458.23,480,429.54,405.37,473.46,415.71,398.15,445.24,473.86,434.96
15,Accounts Payable,24.61,35.46,36.79,24.07,85.38,51.35,29.31,52.08,57.57,56
16,Short-Term Debt,-,-,13.33,16.17,31.16,34.51,28.22,42.73,40.64,43.46
17,Current Portion of Leases,0.27,0.24,0.19,-,0.05,0.2,0.29,0.28,1.69,1.56
18,Current Income Taxes Payable,4.32,4.48,4.73,2.25,4.49,3.7,4.29,4.8,9.25,3.49
19,Current Unearned Revenue,49.38,45.8,-,2.84,-,-,-,-,-,15.29
20,Other Current Liabilities,65.31,76.27,58.78,52.27,48.16,40.39,47,66.37,95.57,65.82
21,Total Current Liabilities,143.9,162.25,113.82,97.59,169.23,130.14,109.11,166.26,204.72,185.62
22,Long-Term Leases,0.26,0.4,0.53,-,-,-,0.05,0.2,-,2.21
23,Long-Term Deferred Tax Liabilities,0.37,0.72,0.77,0.92,0.14,0.13,0.11,0.1,0.09,0.18
24,Total Liabilities,144.52,163.37,115.12,98.51,169.37,130.27,109.27,166.56,204.81,188
25,Common Stock,12,12,12,12,12,12,12,12,12,12
26,Additional Paid-In Capital,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,100.34,100.34
27,Retained Earnings,205.78,208.7,206.49,198.93,196.18,177.52,180.96,170.75,155.72,133.63
28,Comprehensive Income & Other,0.97,0.97,0.97,0.97,1.02,1.02,1.02,1.02,1.02,1.02
29,Total Common Equity,313.71,316.63,314.42,306.86,304.15,285.5,288.94,278.72,269.09,247
30,Minority Interest,-,-,-,-,-0.06,-0.06,-0.05,-0.04,-0.04,-0.04
31,Shareholders' Equity,313.71,316.63,314.42,306.86,304.09,285.45,288.88,278.68,269.05,246.96
32,Total Liabilities & Equity,458.23,480,429.54,405.37,473.46,415.71,398.15,445.24,473.86,434.96
33,Total Debt,0.53,0.63,14.05,16.17,31.21,34.71,28.56,43.21,42.33,47.23
34,Net Cash (Debt),109.85,141.5,47.86,54.49,19.37,37.29,4.77,43.86,28.49,19.68
35,Net Cash Growth,129.51%,159.68%,147.15%,46.12%,305.80%,-14.98%,-83.25%,122.88%,61.16%,-49.40%
36,Net Cash Per Share,0.09,0.12,0.04,0.05,0.02,0.03,0.00,0.04,0.02,0.02
37,Filing Date Shares Outstanding,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
38,Total Common Shares Outstanding,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
39,Working Capital,250.88,249.85,243.66,230.67,228.58,205.47,210.38,195.31,183.35,165.75
40,Book Value Per Share,0.26,0.26,0.26,0.26,0.25,0.24,0.24,0.23,0.22,0.21
41,Tangible Book Value,312.52,315.44,313.23,305.67,302.96,284.31,287.75,277.53,267.9,245.81
42,Tangible Book Value Per Share,0.26,0.26,0.26,0.25,0.25,0.24,0.24,0.23,0.22,0.20
43,Buildings,-,19.07,-,19.07,-,19.07,-,17.5,-,17.5
44,Machinery,-,55.45,-,55.2,-,47.84,-,47.05,-,29.16
45,Leasehold Improvements,-,6.04,-,4.83,-,4.31,-,4.31,-,5.13
