,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,335.63,422.57,361,370.65,331.47,196.16,274.26,410.15,460.05,377.9
1,Revenue Growth (YoY),-7.03%,14.01%,8.91%,88.95%,20.86%,-52.17%,-40.38%,8.53%,39.93%,6.77%
2,Cost of Revenue,316.31,390.37,326.75,333.3,303.19,170.78,229.9,390.97,413.08,331.94
3,Gross Profit,19.33,32.2,34.25,37.35,28.27,25.38,44.37,19.18,46.97,45.97
4,"Selling, General & Admin",29.31,24.38,28.34,31.75,28.63,27.3,33.2,36.81,33.58,35.42
5,Operating Expenses,30.99,30.77,28.45,36.15,27.94,32.55,33.31,41.82,33.3,36.01
6,Operating Income,-11.67,1.43,5.8,1.2,0.33,-7.16,11.06,-22.64,13.67,9.96
7,Interest Expense,-0.01,-0.71,-0.47,-2.01,-0.76,-0.7,-0.52,-0.77,-1.28,-1.29
8,Interest & Investment Income,0.49,0.52,0.58,0.2,0.01,0,0.01,0.07,0.11,0.09
9,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,0.01,-0,-0.04
10,Other Non Operating Income (Expenses),8.18,4.36,5.23,4.71,5.28,4.03,3.54,8.89,4.57,3.67
11,EBT Excluding Unusual Items,-3.01,5.59,11.13,4.1,4.86,-3.82,14.08,-14.44,17.07,12.39
12,Gain (Loss) on Sale of Assets,-,-0.52,-,-0.03,-,-,-,-,-,-
13,Asset Writedown,-0.02,-2.33,-0.47,0.03,-0.03,-,-,-0.31,-,0.13
14,Other Unusual Items,-,-,-,2.15,15.59,-,-,23.03,13.28,-
15,Pretax Income,-3.02,2.74,10.66,6.25,20.42,-3.82,14.08,8.29,30.35,12.52
16,Income Tax Expense,-0.1,0.54,3.09,3.48,1.77,-0.39,3.87,-1.35,2.88,2.75
17,Earnings From Continuing Operations,-2.92,2.21,7.56,2.76,18.65,-3.44,10.21,9.63,27.47,9.77
18,Minority Interest in Earnings,-,-,-,-0.01,0,0,0.01,0,0,0.03
19,Net Income,-2.92,2.21,7.56,2.75,18.65,-3.44,10.21,9.64,27.48,9.8
20,Net Income to Common,-2.92,2.21,7.56,2.75,18.65,-3.44,10.21,9.64,27.48,9.8
21,Net Income Growth,-,-19.80%,-59.45%,-,82.60%,-,-62.83%,-1.66%,60.05%,-66.18%
22,Shares Outstanding (Basic),1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
23,Shares Outstanding (Diluted),1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
24,EPS (Basic),-0.00,0.00,0.01,0.00,0.02,-0.00,0.01,0.01,0.02,0.01
25,EPS (Diluted),-0.00,0.00,0.01,0.00,0.02,-0.00,0.01,0.01,0.02,0.01
26,EPS Growth,-,-19.80%,-59.45%,-,82.61%,-,-62.83%,-1.67%,60.06%,-66.18%
27,Free Cash Flow,-16.4,42.89,-7.5,34.21,-17.36,35.31,-38.97,16.18,8.06,2.03
28,Free Cash Flow Per Share,-0.01,0.04,-0.01,0.03,-0.01,0.03,-0.03,0.01,0.01,0.00
29,Operating Margin,-3.48%,0.34%,1.61%,0.32%,0.10%,-3.65%,4.03%,-5.52%,2.97%,2.63%
30,Profit Margin,-0.87%,0.52%,2.10%,0.74%,5.63%,-1.75%,3.72%,2.35%,5.97%,2.59%
31,Free Cash Flow Margin,-4.89%,10.15%,-2.08%,9.23%,-5.24%,18.00%,-14.21%,3.94%,1.75%,0.54%
32,EBITDA,-6.77,6.87,11.15,6.29,4.86,-2.48,15.72,-17.91,17.85,11.8
33,D&A For EBITDA,4.9,5.44,5.35,5.09,4.53,4.68,4.66,4.73,4.18,1.84
34,EBIT,-11.67,1.43,5.8,1.2,0.33,-7.16,11.06,-22.64,13.67,9.96
