,Fiscal Quarter,Q3 2015,Q2 2015,Q1 2015,Q4 2014,Q3 2014,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,Q2 2012,Q1 2012,Q4 2011,Q3 2011,Q2 2011,Q1 2011,Q4 2010,+7 Quarters
,Period Ending,"Sep '15 Sep 30, 2015","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Dec '14 Dec 31, 2014","Sep '14 Sep 30, 2014","Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Jan '14 Jan 1, 2014","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Jan '13 Jan 1, 2013","Sep '12 Sep 30, 2012","Jun '12 Jun 30, 2012","Mar '12 Mar 31, 2012","Jan '12 Jan 1, 2012","Sep '11 Sep 30, 2011","Jun '11 Jun 30, 2011","Mar '11 Mar 31, 2011","Jan '11 Jan 1, 2011",+7 Quarters
0,Cash & Equivalents,74554,90714,-,61507,34771,60136,56527,55661,50965,46192,49333,59088,48507,45904,73216,76700,67227,64355,59828,42734,Upgrade
1,Short-Term Investments,-,431.24,-,-,-,-,-,10000,10249,10000,302.54,302.54,24256,24256,255.53,1456,340.7,340.7,340.7,340.7,Upgrade
2,Cash & Short-Term Investments,74554,91145,61507,61507,34771,60136,56527,65661,61214,56192,49636,59391,72762,70159,73472,78157,67568,64696,60168,43074,Upgrade
3,Cash Growth,114.41%,51.56%,8.81%,-6.33%,-43.20%,7.02%,13.88%,10.56%,-15.87%,-19.91%,-32.44%,-24.01%,7.69%,8.44%,22.11%,81.45%,14.68%,13.16%,31.32%,-6.31%,Upgrade
4,Accounts Receivable,2621,2740,-,3207,4468,4309,3908,5899,3115,2632,1969,3130,6330,6771,5130,3369,1819,2384,2211,1617,Upgrade
5,Other Receivables,10182,1806,-,6557,30461,30287,30383,25111,32766,42380,32413,2123,34304,34623,37498,37028,22779,25488,28495,31966,Upgrade
6,Receivables,12803,13346,-,9764,34929,34596,34291,31010,35881,45012,34382,30253,40634,41394,42629,40397,24598,27872,30706,33583,Upgrade
7,Inventory,47048,41546,-,37910,40577,45884,43377,40378,45735,48426,37739,39659,39796,41198,38085,37125,39621,30629,34556,49431,Upgrade
8,Prepaid Expenses,1136,214.56,-,623.07,1154,9.43,131.15,20.26,103.61,120.74,122.53,52.89,84.62,152.07,152.84,109.76,106.63,195.04,151.48,119.67,Upgrade
9,Other Current Assets,13947,1181,-,647.39,1543,1521,1966,1891,2331,6961,5225,1395,3543,7133,5590,3044,4906,6562,2513,5658,Upgrade
10,Total Current Assets,149488,147434,-,110451,112975,142147,136292,138960,145264,156712,127105,130751,156820,160037,159929,158833,136800,129954,128094,131867,Upgrade
11,"Property, Plant & Equipment",118192,117531,-,116450,118225,117668,118862,120228,119699,120052,121575,121993,122900,122992,123908,124903,127389,127685,131809,129135,Upgrade
12,Long-Term Investments,73493,73031,-,84886,83779,65968,64634,66123,64955,65271,64723,65138,33618,30092,32099,32369,42742,42078,41951,45857,Upgrade
13,Goodwill,811.13,873.53,-,2469,-,2692,2803,2914,3025,3136,3247,3358,3469,3098,1685,1747,1809,1872,1934,1997,Upgrade
14,Other Intangible Assets,24866,24870,-,24887,24895,24904,24912,24920,24929,24937,24946,24954,24962,24866,24866,24866,24866,24866,24866,24866,Upgrade
15,Other Long-Term Assets,5016,2388,-,2512,4595,302.79,351.16,142.41,250.17,255.42,260.81,273.93,1692,2195,3733,4212,4204,3495,3735,3253,Upgrade
16,Total Assets,371866,366127,-,341656,344469,353680,347855,353288,358122,370363,341856,346468,343462,343280,346219,346930,337811,329949,332390,336975,Upgrade
17,Accounts Payable,26589,36660,-,23847,24852,30389,24510,24621,26620,24823,25053,24975,24548,24292,25272,22519,22682,19982,19382,21797,Upgrade
18,Accrued Expenses,20408,21348,-,18712,25487,24145,21947,25199,38878,37222,25679,19634,27001,25621,23313,14412,20590,16318,9887,8101,Upgrade
19,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8000,-,-,-,-,Upgrade
20,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,915.31,1220,305.1,610.21,915.31,1220,Upgrade
21,Current Income Taxes Payable,-,2113,-,3548,2564,2287,2557,5476,3115,4743,2355,3514,2876,2839,2592,3035,3131,2748,2139,2777,Upgrade
22,Current Unearned Revenue,-,268.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
23,Other Current Liabilities,14507,6024,-,2106,4833,6277,6078,4973,2047,13353,3543,2148,4051,3911,3692,3080,3405,2513,3702,1873,Upgrade
24,Total Current Liabilities,61504,66414,-,48213,57735,63099,55092,60269,70659,80141,56630,50273,58474,56664,55784,52266,50113,42172,36025,35768,Upgrade
25,Long-Term Debt,12991,1560,-,-,-,-,-,-,-,-,-,-,-,-,1831,1831,3051,3051,3371,3371,Upgrade
26,Long-Term Unearned Revenue,164.01,-,-,413.92,851.5,1075,724.88,212.08,726.62,1191,517.84,689.54,864.25,1217,556.21,718.63,883.4,1126,1786,2167,Upgrade
27,Other Long-Term Liabilities,17142,17045,-,21997,18981,21264,21685,21640,20279,20720,23041,23882,26128,27008,27483,27945,28880,29263,30652,31097,Upgrade
28,Total Liabilities,91801,85019,-,70624,77568,85438,77502,82120,91664,102052,80189,74844,85467,84889,85655,82761,82928,75612,71834,72403,Upgrade
29,Common Stock,106000,106000,-,106000,106000,106000,106000,106000,106000,106000,106000,88000,88000,88000,88000,88000,88000,88000,88000,88000,Upgrade
30,Additional Paid-In Capital,109419,109419,-,109419,109419,109419,109419,109419,109419,109419,109419,127419,127419,127419,127419,127419,127419,127419,127419,127419,Upgrade
31,Retained Earnings,63304,64453,-,54198,50219,51711,53848,54254,49822,51800,44908,54853,41160,41636,43951,47128,37991,37591,43955,47846,Upgrade
32,Treasury Stock,-2.24,-2.24,-,-2.24,-2.24,-2.24,-2.24,-2.24,-2.24,-2.24,-2.24,-,-,-,-,-,-,-,-,-,Upgrade
33,Comprehensive Income & Other,-,-,-,-,-,-,-,-,-,-,-,-,23.96,23.85,23.61,12.36,18.63,22.29,24.33,2.54,Upgrade
34,Total Common Equity,278721,279870,269615,269615,265636,267128,269265,269671,265239,267217,260325,270272,256603,257079,259394,262560,253429,253032,259399,263267,Upgrade
35,Minority Interest,1344,1239,-,1417,1266,1114,1088,1496,1218,1095,1342,1352,1392,1312,1171,1609,1455,1305,1157,1304,Upgrade
36,Shareholders' Equity,280065,281108,271032,271032,266902,268242,270353,271167,266457,268312,261667,271624,257995,258391,260565,264169,254884,254337,260556,264572,Upgrade
37,Total Liabilities & Equity,371866,366127,-,341656,344469,353680,347855,353288,358122,370363,341856,346468,343462,343280,346219,346930,337811,329949,332390,336975,Upgrade
38,Total Debt,12991,1560,-,-,-,-,-,-,-,-,-,-,-,-,2746,11051,3356,3661,4287,4592,Upgrade
39,Net Cash (Debt),61564,89585,61507,61507,34771,60136,56527,65661,61214,56192,49636,59391,72762,70159,70726,67106,64212,61035,55882,38483,Upgrade
40,Net Cash Growth,77.05%,48.97%,8.81%,-6.33%,-43.20%,7.02%,13.88%,10.56%,-15.87%,-19.91%,-29.82%,-11.50%,13.32%,14.95%,26.56%,74.38%,34.93%,61.73%,264.66%,76.69%,Upgrade
41,Net Cash Per Share,4780.89,6953.90,4775.98,4777.27,2700.01,4671.13,4391.60,5101.09,4755.56,4363.75,3853.52,4611.98,5649.70,5445.17,5492.66,5208.03,4986.15,4740.16,4339.14,2988.73,Upgrade
42,Filing Date Shares Outstanding,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,Upgrade
43,Total Common Shares Outstanding,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,12.88,Upgrade
44,Working Capital,87984,81020,-,62239,55240,79048,81200,78692,74605,76571,70474,80478,98346,103373,104145,106566,86687,87783,92070,96098,Upgrade
45,Book Value Per Share,21644.75,21731.03,20934.77,20934.77,20625.80,20741.67,20907.58,20939.15,20595.00,20748.56,20213.42,20985.36,19924.03,19960.98,20140.68,20386.52,19677.57,19646.75,20141.08,20441.47,Upgrade
46,Tangible Book Value,253044,254126,242259,242259,240741,239533,241550,241837,237286,239144,232132,241960,228172,229115,232843,235946,226754,226294,232598,236405,Upgrade
47,Tangible Book Value Per Share,19650.72,19732.12,18810.64,18810.64,18692.76,18598.99,18755.62,18777.92,18424.50,18568.78,18024.37,18787.08,17716.48,17789.67,18079.14,18320.13,17606.34,17570.68,18060.16,18355.70,Upgrade
48,Buildings,-,86583,-,86736,79109,79109,79109,79109,79109,79109,79109,79109,79109,79109,79109,79109,79109,78869,73811,73800,Upgrade
49,Machinery,-,27857,-,27737,26571,26876,25713,25825,25350,25163,25377,25257,25411,25381,25387,25387,25450,25690,23359,23608,Upgrade
50,Construction In Progress,50242,48728,-,45053,53801,51649,52550,52363,51375,51340,51212,50176,49519,48040,47358,46717,47584,46271,55578,51455,Upgrade
