,Fiscal Quarter,Q3 2015,Q2 2015,Q1 2015,Q4 2014,Q3 2014,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,Q2 2012,Q1 2012,Q4 2011,Q3 2011,Q2 2011,Q1 2011,Q4 2010,+7 Quarters
,Period Ending,"Sep '15 Sep 30, 2015","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Dec '14 Dec 31, 2014","Sep '14 Sep 30, 2014","Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Jan '14 Jan 1, 2014","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Jan '13 Jan 1, 2013","Sep '12 Sep 30, 2012","Jun '12 Jun 30, 2012","Mar '12 Mar 31, 2012","Jan '12 Jan 1, 2012","Sep '11 Sep 30, 2011","Jun '11 Jun 30, 2011","Mar '11 Mar 31, 2011","Jan '11 Jan 1, 2011",+7 Quarters
0,Revenue,80129,92971,82484,86427,76396,88977,77441,89696,83085,81998,83587,85489,73366,82423,83899,83853,71501,73303,82477,70830,Upgrade
1,Revenue Growth (YoY),4.89%,4.49%,6.51%,-3.65%,-8.05%,8.51%,-7.35%,4.92%,13.25%,-0.52%,-0.37%,1.95%,2.61%,12.44%,1.72%,18.39%,-1.89%,4.39%,41.30%,29.46%,Upgrade
2,Cost of Revenue,58409,71717,60551,62454,53244,65461,53268,59260,61461,58963,62082,61561,50784,57963,59696,57698,47560,48597,56883,48867,Upgrade
3,Gross Profit,21720,21254,21933,23973,23153,23515,24173,30436,21624,23035,21505,23928,22582,24460,24203,26155,23941,24706,25594,21963,Upgrade
4,"Selling, General & Admin",13863,17320,15928,9281,12671,15280,15346,11394,11517,22446,14771,14340,13133,15936,17646,11846,15506,12951,14705,12706,Upgrade
5,Operating Expenses,13863,17320,15928,9281,12671,15280,15346,11394,11517,22446,14771,14340,13133,15936,17646,11846,15506,12951,14705,12706,Upgrade
6,Operating Income,7857,3934,6005,14692,10481,8235,8827,19042,10107,588.72,6734,9588,9449,8524,6557,14310,8436,11754,10889,9257,Upgrade
7,Interest Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-74.8,-155.25,-156.31,-179.75,-247.07,-202.16,-345.4,Upgrade
8,Interest & Investment Income,-,1162,1210,1020,1219,2712,1303,1544,1681,2010,1759,3226,2411,3251,5405,3529,4037,3841,2201,4214,Upgrade
9,Earnings From Equity Investments,461.95,-,-,939.3,160.62,-,-1255,1159,-316.44,231.49,-324.18,147.02,-234.98,-29.1,28.24,181.83,107.38,82.93,93.46,130.71,Upgrade
10,Currency Exchange Gain (Loss),-,-88,-44.7,-29.13,-13.6,-35.18,-7.18,1.62,-0.07,-4.73,0.98,-1991,-,0.83,3.12,-7.2,1.37,2.72,-63.76,-46.7,Upgrade
11,Other Non Operating Income (Expenses),1235,-52.48,-2.3,-558.52,144.11,4.18,1532,-983.64,449.39,69.18,448.19,-2421,2.88,163.94,2.44,-208.29,7.82,208.78,29.34,380.57,Upgrade
12,EBT Excluding Unusual Items,9554,4956,7168,16064,11991,10916,10400,20763,11921,2895,8617,8549,11628,11837,11840,17649,12410,15643,12947,13590,Upgrade
13,Impairment of Goodwill,-,-,-,-,-,-,-,134.05,-,134.05,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Gain (Loss) on Sale of Investments,-,4256,2128,-255.64,-,26.6,3.72,5.93,-8.87,16783,-,4529,-400,-502.14,139.81,-5370,163.7,-4044,-4000,-1879,Upgrade
15,Gain (Loss) on Sale of Assets,-,13167,6583,330.22,-,-,-,481.62,-,1.14,-,-,-,-,-,-,-,-,-,-332.32,Upgrade
16,Other Unusual Items,-,-,-,7.25,-,-,-,702.32,-,437.45,-,-,-,-,-,270.12,-,-,-,-,Upgrade
17,Pretax Income,9554,22379,15879,16145,11991,10943,10404,22087,11912,20250,8617,13078,11228,11334,11980,12548,12573,11599,8948,11379,Upgrade
18,Income Tax Expense,1976,5013,3488,3336,2597,2292,2561,5170,2996,4873,2363,3386,2876,2839,2597,3067,3131,2873,2214,2380,Upgrade
19,Earnings From Continuing Operations,7578,17366,12392,12809,9394,8651,7843,16918,8916,15378,6255,9692,8352,8495,9383,9481,9442,8726,6734,8999,Upgrade
20,Minority Interest in Earnings,-105.74,-104.6,-101.78,-150.75,-151.51,-26.24,-56.35,-278.03,-123.03,-73.26,0.15,-110.28,-80,-140.56,-153.83,-210.55,-149.77,-147.57,-142.96,-130.66,Upgrade
21,Net Income,7472,17262,12290,12658,9243,8625,7786,16640,8793,15305,6255,9582,8272,8355,9229,9271,9292,8578,6591,8868,Upgrade
22,Net Income to Common,7472,17262,12290,12658,9243,8625,7786,16640,8793,15305,6255,9582,8272,8355,9229,9271,9292,8578,6591,8868,Upgrade
23,Net Income Growth,-19.16%,100.14%,57.84%,-23.93%,5.11%,-43.64%,24.49%,73.66%,6.30%,83.18%,-32.23%,3.36%,-10.98%,-2.60%,40.03%,4.54%,8.33%,4.94%,-4.04%,-5.53%,Upgrade
24,Shares Outstanding (Basic),13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,Upgrade
25,Shares Outstanding (Diluted),13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,Upgrade
26,Shares Change (YoY),-0.01%,0.07%,0.05%,0.02%,0.05%,-0.02%,-0.07%,-0.04%,-0.05%,-0.06%,0.03%,-0.06%,0.01%,0.07%,-0.02%,0.07%,0.02%,-0.02%,-0.06%,-0.07%,Upgrade
27,EPS (Basic),580.24,1339.91,954.31,983.18,717.69,669.95,604.93,1292.73,683.12,1188.53,485.59,744.09,642.28,648.43,716.76,719.49,721.54,666.20,511.78,688.74,Upgrade
28,EPS (Diluted),580.24,1339.91,954.31,983.18,717.69,669.95,604.93,1292.73,683.12,1188.53,485.59,744.09,642.28,648.43,716.76,719.49,721.54,666.20,511.78,688.74,Upgrade
29,EPS Growth,-19.15%,100.00%,57.76%,-23.95%,5.06%,-43.63%,24.58%,73.73%,6.36%,83.29%,-32.25%,3.42%,-10.98%,-2.67%,40.05%,4.46%,8.31%,4.96%,-3.97%,-5.46%,Upgrade
30,Free Cash Flow,-20445,1176,1176,34491,1364,12826,-9764,13104,13506,-3165,-3033,10328,13462,6222,7161,-6803,8341,16775,24302,-12384,Upgrade
31,Free Cash Flow Per Share,-1587.74,91.30,91.33,2678.92,105.91,996.28,-758.55,1018.02,1049.26,-245.81,-235.43,802.00,1045.29,482.89,556.10,-527.95,647.69,1302.79,1886.99,-961.76,Upgrade
32,Dividend Per Share,-,1234.560,617.280,2057.600,-,823.040,-,823.040,823.040,823.040,-,910.003,658.432,-,-,1366.557,-,683.279,-,-,Upgrade
33,Dividend Growth,-,50.00%,-,150.00%,-,0%,-,-9.56%,25.00%,-,-,-33.41%,-,-,-,-,-,-,-,-,Upgrade
34,Gross Margin,27.11%,22.86%,26.59%,27.74%,30.31%,26.43%,31.21%,33.93%,26.03%,28.09%,25.73%,27.99%,30.78%,29.68%,28.85%,31.19%,33.48%,33.70%,31.03%,31.01%,Upgrade
35,Operating Margin,9.80%,4.23%,7.28%,17.00%,13.72%,9.26%,11.40%,21.23%,12.16%,0.72%,8.06%,11.22%,12.88%,10.34%,7.81%,17.07%,11.80%,16.04%,13.20%,13.07%,Upgrade
36,Profit Margin,9.32%,18.57%,14.90%,14.65%,12.10%,9.69%,10.05%,18.55%,10.58%,18.66%,7.48%,11.21%,11.27%,10.14%,11.00%,11.06%,13.00%,11.70%,7.99%,12.52%,Upgrade
37,Free Cash Flow Margin,-25.52%,1.27%,1.43%,39.91%,1.79%,14.42%,-12.61%,14.61%,16.26%,-3.86%,-3.63%,12.08%,18.35%,7.55%,8.53%,-8.11%,11.67%,22.88%,29.46%,-17.48%,Upgrade
38,EBITDA,8731,5224,7294,16699,12069,9829,10380,20584,11609,2154,8195,11185,11055,10141,8193,15955,10044,13961,12420,10843,Upgrade
39,EBITDA Margin,10.90%,5.62%,8.84%,19.32%,15.80%,11.05%,13.40%,22.95%,13.97%,2.63%,9.80%,13.08%,15.07%,12.30%,9.77%,19.03%,14.05%,19.04%,15.06%,15.31%,Upgrade
40,D&A For EBITDA,874.12,1289,1289,2007,1588,1594,1553,1542,1502,1566,1462,1597,1606,1616,1636,1645,1609,2206,1531,1586,Upgrade
41,EBIT,7857,3934,6005,14692,10481,8235,8827,19042,10107,588.72,6734,9588,9449,8524,6557,14310,8436,11754,10889,9257,Upgrade
42,EBIT Margin,9.80%,4.23%,7.28%,17.00%,13.72%,9.26%,11.40%,21.23%,12.16%,0.72%,8.06%,11.22%,12.88%,10.34%,7.81%,17.07%,11.80%,16.04%,13.20%,13.07%,Upgrade
43,Effective Tax Rate,20.68%,22.40%,21.96%,20.66%,21.66%,20.94%,24.62%,23.41%,25.15%,24.06%,27.42%,25.89%,25.61%,25.05%,21.68%,24.44%,24.91%,24.77%,24.74%,20.92%,Upgrade
44,Revenue as Reported,80129,92971,82484,86427,76396,88977,77441,89696,83085,81998,83587,85489,73366,82423,83899,83853,71501,73303,82477,70830,Upgrade
