,Fiscal Quarter,Current,Q3 2015,Q2 2015,Q1 2015,Q4 2014,Q3 2014,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,Q2 2012,Q1 2012,Q4 2011,Q3 2011,Q2 2011,Q1 2011,Q4 2010,+7 Quarters
,Period Ending,"Mar '25 Mar 7, 2025","Sep '15 Sep 30, 2015","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Dec '14 Dec 31, 2014","Sep '14 Sep 30, 2014","Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Jan '14 Jan 1, 2014","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Jan '13 Jan 1, 2013","Sep '12 Sep 30, 2012","Jun '12 Jun 30, 2012","Mar '12 Mar 31, 2012","Jan '12 Jan 1, 2012","Sep '11 Sep 30, 2011","Jun '11 Jun 30, 2011","Mar '11 Mar 31, 2011","Jan '11 Jan 1, 2011",+7 Quarters
0,Market Capitalization,521100,349795,386894,434594,402794,397494,365695,362515,312695,288316,264996,271362,224721,193601,193601,192720,149600,177760,175120,200641,238481,Upgrade
1,Market Cap Growth,5.80%,-12.00%,5.80%,19.88%,28.81%,37.87%,38.00%,33.59%,39.15%,48.92%,36.88%,40.81%,50.21%,8.91%,10.55%,-3.95%,-37.27%,-36.08%,-47.63%,-,-,Upgrade
2,Enterprise Value,326804,261448,326804,374504,369289,338472,310256,298350,252699,233219,216702,213323,153351,124753,124046,127224,86843,118031,137942,163462,192065,Upgrade
3,Last Close Price,38600.00,18676.35,20185.01,22276.79,20646.78,19967.61,17810.13,17189.43,14827.14,13164.78,11648.49,11553.84,9232.31,7953.76,7609.44,7179.64,5573.24,6326.35,5922.32,6365.33,7565.80,Upgrade
4,PE Ratio,10.69,7.04,7.52,10.15,10.51,9.40,8.74,7.47,6.65,7.22,6.72,8.36,6.34,5.51,5.36,5.30,4.44,5.33,5.37,6.23,7.34,Upgrade
5,PS Ratio,1.52,1.02,1.14,1.30,1.22,1.20,1.08,1.09,0.92,0.86,0.82,0.84,0.69,0.60,0.60,0.62,0.48,0.60,0.58,0.68,0.88,Upgrade
6,PB Ratio,1.78,1.25,1.38,1.60,1.49,1.49,1.36,1.34,1.15,1.08,0.99,1.04,0.83,0.75,0.75,0.74,0.57,0.70,0.69,0.77,0.90,Upgrade
7,P/TBV Ratio,1.52,1.38,1.52,1.79,1.66,1.65,1.53,1.50,1.29,1.22,1.11,1.17,0.93,0.85,0.84,0.83,0.63,0.78,0.77,0.86,1.01,Upgrade
8,P/FCF Ratio,13.64,-,10.13,8.72,10.35,22.68,12.32,-,15.32,16.35,-,-,6.05,9.66,12.98,7.57,-,4.80,4.48,4.34,-,Upgrade
