,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,549.17,556.86,603.37,770.31,787.6,702.38,193.75,245.96,289.71,218.32,190.77,236.76,350.97,229.64,342.9,246.79,423.09,301.85,326.96,388.38,Upgrade
1,Trading Asset Securities,112.55,62.26,36.96,24.4,24.36,22.04,24.03,25.57,19.61,20.98,20.47,33.52,29.39,64.1,129.08,234.92,182.49,290.02,234.1,294.47,Upgrade
2,Cash & Short-Term Investments,661.72,619.12,640.33,794.71,811.95,724.42,217.78,271.53,309.32,239.29,211.24,270.28,380.35,293.74,471.98,481.71,605.59,591.87,561.07,682.86,Upgrade
3,Cash Growth,-18.50%,-14.54%,194.03%,192.68%,162.50%,202.73%,3.10%,0.46%,-18.68%,-18.54%,-55.24%,-43.89%,-37.19%,-50.37%,-15.88%,-29.46%,-17.02%,-2.52%,-27.21%,-4.72%,Upgrade
4,Accounts Receivable,926.59,864.26,917.67,877.79,928.74,806.16,759.21,788.12,782.23,615.45,570.48,527.1,605.31,584.55,546.06,561.88,604.41,751.39,774.42,830.59,Upgrade
5,Other Receivables,35.61,29.19,30.84,28.69,32.51,33.08,33.13,31.31,27.37,28.64,26.91,25.78,29.83,29.06,27.35,28.22,26.46,30.95,31.22,30.65,Upgrade
6,Receivables,962.2,893.45,948.51,906.48,961.24,839.23,792.34,819.43,809.59,644.09,597.39,552.87,635.14,613.61,573.41,590.11,630.87,782.33,805.64,861.24,Upgrade
7,Inventory,358.2,430.22,389.83,420.09,383.14,412.74,420.64,447,419.35,476.9,380.7,320.99,258.85,262.95,226.71,213.08,194.42,264.95,243.4,166.13,Upgrade
8,Prepaid Expenses,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0.02,-,0.86,-,-,-,Upgrade
