,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,2776,2979,2494,2967,1509,1385,1552,2124,1807,2377,Upgrade
1,Revenue Growth (YoY),11.29%,0.40%,65.28%,114.21%,-2.73%,-34.80%,-14.14%,-10.63%,-11.79%,-22.27%,Upgrade
2,Cost of Revenue,2474,2589,2342,2436,1580,1341,1233,1552,1199,1618,Upgrade
3,Gross Profit,301.51,389.57,152.2,531.07,-71.17,44.53,318.47,572.48,607.89,758.81,Upgrade
4,"Selling, General & Admin",210.19,470.35,203.62,287.44,283.91,161.68,335.3,324.81,400.67,561.71,Upgrade
5,Research & Development,58.21,75.4,37.02,64.45,59.14,145.61,-,-,-,-,Upgrade
6,Other Operating Expenses,-48.41,26.24,-75.88,-65.65,-13.56,-86.37,-12.95,-86.6,17.62,-21.83,Upgrade
7,Operating Expenses,220.54,594.48,174.77,508.32,345.2,362.61,333.25,471.42,418.29,664.91,Upgrade
8,Operating Income,80.97,-204.91,-22.56,22.75,-416.37,-318.08,-14.78,101.06,189.6,93.9,Upgrade
9,Interest Expense,-79.98,-60.06,-155.69,-49.02,-162.45,-131.79,-109.57,-96.26,-126.26,-170.01,Upgrade
10,Interest & Investment Income,11.13,25.8,12.48,51.09,16.44,-,54.95,19.15,16.31,-,Upgrade
11,Earnings From Equity Investments,0.38,-34.17,-1.37,-1.17,-1.16,-0.19,-2.27,-3.47,-11.5,-1.42,Upgrade
12,Currency Exchange Gain (Loss),-,15.2,-,-8.81,-,-5.8,-,-14.09,-,42.13,Upgrade
13,Other Non Operating Income (Expenses),-,17.55,-,-3.54,-,-91.72,-,-0.38,-,-11.42,Upgrade
14,EBT Excluding Unusual Items,12.5,-240.6,-167.15,11.3,-563.54,-547.57,-71.67,6.02,68.15,-46.82,Upgrade
15,Gain (Loss) on Sale of Investments,-,-4.04,-,-58.07,-,-118.81,-,-7.7,-,101.28,Upgrade
16,Gain (Loss) on Sale of Assets,-,0.78,-,-14.47,-,3.26,-,-1.67,-,52.6,Upgrade
17,Legal Settlements,-,-,-,-,-,-13.26,-,13.35,-16.11,-,Upgrade
18,Other Unusual Items,-,-,-,-,-,-,-,-26.47,-,-49.86,Upgrade
19,Pretax Income,12.5,-243.86,-167.15,-61.25,-563.54,-673.67,-71.67,34.05,52.04,60.82,Upgrade
20,Income Tax Expense,15.11,7.29,0.97,15.18,-14.86,-6.08,-5.27,12.81,13.14,-0.68,Upgrade
21,Earnings From Continuing Operations,-2.62,-251.15,-168.12,-76.43,-548.68,-667.6,-66.41,21.24,38.9,61.49,Upgrade
22,Net Income to Company,-2.62,-251.15,-168.12,-76.43,-548.68,-667.6,-66.41,21.24,38.9,61.49,Upgrade
23,Minority Interest in Earnings,5.04,18.74,13.93,-34.61,25.3,23.37,-6.56,-2.74,-7.74,-14.83,Upgrade
24,Net Income,2.42,-232.41,-154.19,-111.04,-523.38,-644.23,-72.97,18.5,31.16,46.66,Upgrade
25,Net Income to Common,2.42,-232.41,-154.19,-111.04,-523.38,-644.23,-72.97,18.5,31.16,46.66,Upgrade
26,Net Income Growth,-,-,-,-,-,-,-,-60.35%,-48.76%,-76.75%,Upgrade
27,Shares Outstanding (Basic),8979,8666,5295,5295,5295,5295,5295,5296,5294,5294,Upgrade
28,Shares Outstanding (Diluted),8979,8666,5295,5295,5295,5295,5295,5296,5294,5294,Upgrade
29,Shares Change (YoY),69.59%,63.68%,-,-,-,-0.02%,0.02%,0.04%,0.00%,0.00%,Upgrade
30,EPS (Basic),0.00,-0.03,-0.03,-0.02,-0.10,-0.12,-0.01,0.00,0.01,0.01,Upgrade
31,EPS (Diluted),0.00,-0.03,-0.03,-0.02,-0.10,-0.12,-0.01,0.00,0.01,0.01,Upgrade
32,EPS Growth,-,-,-,-,-,-,-,-60.31%,-48.76%,-76.78%,Upgrade
33,Free Cash Flow,-54.71,-118.17,-2.1,262.62,-458.49,-228.01,-837.42,269.78,-635.64,352.21,Upgrade
34,Free Cash Flow Per Share,-0.01,-0.01,-0.00,0.05,-0.09,-0.04,-0.16,0.05,-0.12,0.07,Upgrade
35,Operating Margin,2.92%,-6.88%,-0.90%,0.77%,-27.59%,-22.96%,-0.95%,4.76%,10.49%,3.95%,Upgrade
36,Profit Margin,0.09%,-7.80%,-6.18%,-3.74%,-34.68%,-46.51%,-4.70%,0.87%,1.72%,1.96%,Upgrade
37,Free Cash Flow Margin,-1.97%,-3.97%,-0.08%,8.85%,-30.38%,-16.46%,-53.97%,12.70%,-35.18%,14.82%,Upgrade
38,EBITDA,199.9,-60.15,115.32,193.82,-293.69,-251.47,67.41,190.84,270.98,182.01,Upgrade
39,D&A For EBITDA,118.93,144.77,137.89,171.08,122.68,66.61,82.19,89.78,81.38,88.11,Upgrade
40,EBIT,80.97,-204.91,-22.56,22.75,-416.37,-318.08,-14.78,101.06,189.6,93.9,Upgrade
