,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1409,794,972,670,1251,1335,1439,1439,1298,1266,2773,Upgrade
1,Market Cap Growth,18.48%,18.48%,-22.29%,-49.80%,-13.09%,-7.27%,10.89%,13.66%,-53.20%,-64.59%,30.51%,Upgrade
2,Enterprise Value,5766,5090,5703,5782,6960,7060,6936,5869,5769,4986,6586,Upgrade
3,Last Close Price,0.16,0.09,0.11,0.13,0.24,0.26,0.28,0.28,0.25,0.24,0.53,Upgrade
4,PE Ratio,-,-3.21,-,-,-,-,-,-,22.01,14.83,23.07,Upgrade
5,Forward PE,-,6.02,6.02,6.02,6.02,6.02,6.02,6.30,8.29,8.68,7.92,Upgrade
6,PS Ratio,0.23,0.13,0.16,0.11,0.25,0.39,0.40,0.33,0.28,0.28,0.56,Upgrade
7,PB Ratio,0.38,0.20,0.25,0.20,0.35,0.36,0.31,0.27,0.24,0.26,0.55,Upgrade
8,P/TBV Ratio,0.22,0.22,0.27,0.22,0.39,0.38,0.34,0.30,0.26,0.28,0.58,Upgrade
9,P/FCF Ratio,-,-,-,-,-5.65,-,-,-,-2.99,-,-9.91,Upgrade
10,P/OCF Ratio,34.20,34.20,-,1.68,-6.97,-,-,-,-6.60,-,24.07,Upgrade
11,EV/Sales Ratio,0.93,0.82,0.95,0.98,1.38,2.08,1.92,1.33,1.24,1.09,1.33,Upgrade
12,EV/EBITDA Ratio,46.22,33.89,-,17.31,-61.66,-,-,18.90,10.52,10.03,11.52,Upgrade
13,EV/EBIT Ratio,-,-38.22,-,-,-15.64,-,-,-,16.71,16.03,16.94,Upgrade
14,EV/FCF Ratio,-51.24,-,-,-,-31.43,-,-,-,-13.28,-,-23.54,Upgrade
15,Debt / Equity Ratio,1.34,1.34,1.26,1.69,1.57,1.60,1.39,1.14,1.02,1.08,0.92,Upgrade
16,Debt / FCF Ratio,-,-,-,-,-25.60,-,-,-,-12.50,-,-16.47,Upgrade
17,Return on Capital Employed (ROCE),-,-2.15%,-,-,-9.98%,-,-,-,4.25%,4.08%,5.17%,Upgrade
18,Earnings Yield,-17.54%,-31.13%,-43.81%,-42.78%,-57.34%,-102.48%,-61.16%,-4.55%,4.54%,6.74%,4.33%,Upgrade
19,FCF Yield,-7.99%,-23.40%,-13.63%,42.02%,-17.70%,-60.25%,-90.86%,-47.43%,-33.47%,-24.56%,-10.09%,Upgrade
20,Buyback Yield / Dilution,-66.63%,-69.59%,-63.68%,-,-,-,0.02%,-0.02%,-0.04%,-0.00%,-0.00%,Upgrade
21,Total Shareholder Return,-66.63%,-69.59%,-63.68%,-,-,-,0.02%,-0.02%,-0.04%,-0.00%,-0.00%,Upgrade
