,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Operating Revenue,21.48,21.25,23.37,25.1,152.71,457.74,542.72,-,647.29,626.88
1,Other Revenue,-769.89,-664.21,-124.46,184.27,806.46,400.03,625.13,-,994.25,354.94
2,Revenue,-748.41,-642.96,-101.09,209.37,959.18,857.77,1168,-,1642,981.81
3,Revenue Growth (YoY),-,-,-,-75.59%,-17.87%,-,-28.86%,-,159.55%,-
4,Cost of Revenue,-,-,-,-,118.98,307.17,373.48,-,452.88,427.85
5,Gross Profit,-748.41,-642.96,-101.09,209.37,840.2,550.6,794.37,-,1189,553.96
6,"Selling, General & Admin",61.76,95.35,48.02,67.53,104.24,201.61,178.91,-,190.6,239.23
7,Research & Development,-,-,-,-,-,6.91,4.45,-,4.13,4.59
8,Other Operating Expenses,0.23,0.68,-5.61,0.36,1.75,36.1,-8.08,-,3.88,3.81
9,Operating Expenses,61.99,96.03,42.41,67.9,106.06,242.57,175.34,-,198.34,246.64
10,Operating Income,-810.4,-738.99,-143.51,141.47,734.13,308.03,619.03,-,990.32,307.32
11,Interest Expense,-34.16,-34.91,-34.65,-46.76,-72.85,-89.69,-72.36,-,-106.07,-126.63
12,Interest & Investment Income,5.06,5.73,2.24,1.66,3.52,3.8,3.64,-,4.49,5.88
13,Currency Exchange Gain (Loss),-0.35,9.41,3.97,-3.64,2.99,-0.5,-0.43,-,-1.72,-0.05
14,Other Non Operating Income (Expenses),-0.14,-0.12,-28.44,1.22,-1.43,2.7,-0.75,-,-12.75,-10.11
15,EBT Excluding Unusual Items,-839.98,-758.89,-200.39,93.94,666.36,224.34,549.13,-,874.27,176.41
16,Gain (Loss) on Sale of Assets,0.02,-0.02,-,0.02,-,0.02,-,-,0.01,-0.27
17,Asset Writedown,-,-,-,-,-0.02,-19.06,-13.38,-,-19.04,-18.29
18,Legal Settlements,-,-,-,-,-,-12.16,-,-,-,-
19,Other Unusual Items,-0.04,-0.6,-,-0.94,-,37.45,-12.28,-,2.08,12.96
20,Pretax Income,-840,-759.51,-200.39,93.03,666.34,230.68,523.47,-,859.02,173.65
21,Income Tax Expense,-97.79,-73.45,-10.74,-46.06,272.13,22.45,4.1,-,-32.58,-3.17
22,Earnings From Continuing Operations,-742.22,-686.05,-189.65,139.09,394.21,208.22,519.37,-,891.6,176.82
23,Minority Interest in Earnings,1.71,7.13,-4.41,0.46,25.93,14.69,-7.34,-,-351.11,-104.17
24,Net Income,-740.51,-678.92,-194.06,139.55,420.14,222.91,512.04,-,540.49,72.65
25,Net Income to Common,-740.51,-678.92,-194.06,139.55,420.14,222.91,512.04,-,540.49,72.65
26,Net Income Growth,-,-,-,-37.40%,-17.95%,-,-5.26%,-,752.40%,-
27,Shares Outstanding (Basic),693,598,520,521,519,525,517,-,520,518
28,Shares Outstanding (Diluted),693,598,520,521,519,525,517,-,520,518
29,Shares Change (YoY),33.33%,14.75%,0.21%,-0.84%,0.29%,-,-0.48%,-,-1.65%,-2.43%
30,EPS (Basic),-1.07,-1.14,-0.37,0.27,0.81,0.42,0.99,-,1.04,0.14
31,EPS (Diluted),-1.07,-1.14,-0.37,0.27,0.81,0.42,0.99,-,1.04,0.14
32,EPS Growth,-,-,-,-36.87%,-18.18%,-,-4.81%,-,766.67%,-
33,Free Cash Flow,230.86,-363.58,76.3,69.03,-293.48,-430.15,-559.37,-,1058,-377.91
34,Free Cash Flow Per Share,0.33,-0.61,0.15,0.13,-0.57,-0.82,-1.08,-,2.04,-0.73
35,Operating Margin,-,-,-,67.57%,76.54%,35.91%,53.01%,-,60.33%,31.30%
36,Profit Margin,-,-,-,66.65%,43.80%,25.99%,43.84%,-,32.93%,7.40%
37,Free Cash Flow Margin,-,-,-,32.97%,-30.60%,-50.15%,-47.90%,-,64.44%,-38.49%
38,EBITDA,-804.8,-738.85,-137.62,147.51,752.35,372.41,665.32,-,1051,364.59
39,D&A For EBITDA,5.6,0.14,5.88,6.04,18.22,64.38,46.28,89.02,60.8,57.27
40,EBIT,-810.4,-738.99,-143.51,141.47,734.13,308.03,619.03,-,990.32,307.32
41,Revenue as Reported,-748.41,-,-101.09,209.37,959.18,857.77,1168,-,1642,981.81
