,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,2412,2356,4553,-,-,-,-,-,-,-,-
1,Enterprise Value,2044,1680,4776,-,-,-,-,-,-,-,-
2,Last Close Price,3.48,3.40,6.57,-,-,-,-,-,-,-,-
3,Forward PE,-,4.51,-,-,-,-,-,-,-,-,-
4,PS Ratio,-1.58,-1.58,-5.55,-,-,-,-,-,-,-,-
5,PB Ratio,0.34,0.33,0.56,-,-,-,-,-,-,-,-
6,P/TBV Ratio,0.33,0.33,0.57,-,-,-,-,-,-,-,-
7,P/FCF Ratio,-,-16.52,-,-,-,-,-,-,-,-,-
8,P/OCF Ratio,-,-16.52,-,-,-,-,-,-,-,-,-
9,EV/FCF Ratio,-14.33,-11.78,-,-,-,-,-,-,-,-,-
10,Debt / Equity Ratio,0.16,0.16,0.15,0.16,0.15,0.25,0.33,0.37,0.36,0.37,0.56
11,Debt / FCF Ratio,-,-7.74,-,7.64,-4.93,-,-,-,-,3.65,-
12,Return on Capital Employed (ROCE),-,-,-,-,5.11%,6.51%,6.31%,3.94%,-,8.86%,3.56%
13,Earnings Yield,-63.24%,-64.73%,-21.12%,-,-,-,-,-,-,-,-
14,FCF Yield,-5.91%,-6.05%,-6.95%,-,-,-,-,-,-,-,-
15,Buyback Yield / Dilution,-24.48%,-33.33%,-14.75%,-0.21%,0.84%,-0.29%,-,0.48%,-,1.65%,2.43%
16,Total Shareholder Return,-24.48%,-33.33%,-14.75%,-0.21%,0.84%,-0.29%,-,0.48%,-,1.65%,2.43%
