,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,1023,1117,462.94,613.61,339.68,1022,752.63,793.4,972.82,864.53
1,Trading Asset Securities,368.2,616.96,476.58,530.28,1322,1783,1363,1504,2431,2856
2,Cash & Short-Term Investments,1392,1734,939.52,1144,1662,2805,2116,2297,3404,3721
3,Cash Growth,48.13%,51.60%,-43.47%,-59.22%,-21.45%,22.11%,-37.85%,-38.27%,83.93%,98.99%
4,Accounts Receivable,6.78,29.15,73.92,128.77,31.09,185.15,124.74,175.8,113.86,95.5
5,Other Receivables,19.34,20.26,117.64,-44.42,140.18,19.86,125.97,187.6,186.91,105.82
6,Receivables,88.64,111.76,191.56,211.38,171.27,195.11,250.71,363.4,300.77,201.32
7,Inventory,-,-,-,-,-,10.64,87.24,94.37,90.28,114.01
8,Other Current Assets,49.93,41.87,49.83,77.74,7.32,16.94,17.52,22.71,36.38,66.27
9,Total Current Assets,1530,1888,1181,1433,1840,3028,2471,2777,3832,4102
10,"Property, Plant & Equipment",18.61,19.27,22.14,20.62,10.83,216.38,986.64,873.93,1208,1197
11,Long-Term Investments,12813,14438,16019,16088,15720,14031,13712,11527,10722,10498
12,Goodwill,0.06,0.06,0.06,0.06,0.06,14.41,370.61,297.85,297.85,297.85
13,Other Intangible Assets,-,-,-,-,-,15.65,175.85,35.74,36.17,36.51
14,Long-Term Deferred Tax Assets,22.54,14.38,14.05,9.07,8.94,28.66,51.08,41.52,14.73,17.57
15,Long-Term Deferred Charges,3.68,4.81,3.78,2.45,1.03,4.75,9.35,47.89,31.41,29.86
16,Other Long-Term Assets,380.21,359.18,-,-,-,0.65,-,113.97,3.68,1.71
17,Total Assets,14769,16724,17240,17553,17582,17339,17777,15715,16145,16181
18,Accounts Payable,-,-,-,-,-,106.73,89.62,105.65,182.03,189.86
19,Accrued Expenses,10.52,1.82,12.59,1.74,29.51,10.61,100.9,160.84,186.2,99.64
20,Short-Term Debt,-,70,84.86,85.24,404.24,343.33,426.24,236.76,552.75,723.17
21,Current Portion of Long-Term Debt,513.97,218.95,218.11,20.4,835.42,1830,1123,144.63,140.92,160.14
22,Current Portion of Leases,11.07,8.73,9.41,6.82,9.47,6.5,-,-,-,-
23,Current Income Taxes Payable,29.74,19.13,22.66,24.79,22.36,24.58,28.34,28.8,28.6,23.64
24,Current Unearned Revenue,33.9,42.54,49.4,62.65,75.55,77.84,103.59,134.25,28.83,95.12
25,Other Current Liabilities,41.62,216.22,197.7,232.22,187.04,243.84,207.37,221.38,374.24,473.29
26,Total Current Liabilities,640.82,577.39,594.73,433.86,1564,2644,2079,1032,1494,1765
27,Long-Term Debt,493.59,786.98,784.84,980.91,491.52,-,832.62,1784,1788,2344
28,Long-Term Leases,8.56,11.52,12.82,13.83,0.38,1.11,26.24,-,-,-
29,Long-Term Unearned Revenue,-,-,-,-,-,-,13.85,14.07,14.25,14.38
30,Long-Term Deferred Tax Liabilities,18.46,119.09,191.25,200.55,249.74,7.72,9.5,10.06,39.9,83.84
31,Other Long-Term Liabilities,7011,7903,8540,8597,8179,8075,8270,6823,6127,6216
32,Total Liabilities,8173,9398,10123,10226,10484,10728,11231,9663,9463,10424
33,Common Stock,693.03,693.03,519.77,519.77,519.77,519.77,519.77,519.77,519.77,519.77
34,Additional Paid-In Capital,4411,4411,3638,3638,3643,3643,3550,3550,3550,3550
35,Retained Earnings,1308,2049,2728,3026,2886,2466,2243,1731,1565,1025
36,Comprehensive Income & Other,161.03,148.83,195.32,112.94,18.68,-100.54,-71.08,-45.49,119.19,90.39
37,Total Common Equity,6573,7302,7081,7297,7067,6528,6242,5756,5754,5185
38,Minority Interest,22.44,24.06,35.84,30.56,30.06,83.54,303.51,296.56,927.51,572.24
39,Shareholders' Equity,6596,7326,7117,7327,7097,6612,6546,6052,6682,5757
40,Total Liabilities & Equity,14769,16724,17240,17553,17582,17339,17777,15715,16145,16181
41,Total Debt,1027,1096,1110,1107,1741,2181,2408,2165,2482,3227
42,Net Cash (Debt),364.47,638.01,-170.52,36.69,-79.17,623.73,-292.77,131.87,921.95,493.47
43,Net Cash Growth,-,1639.04%,-,-94.12%,-,373.00%,-,-73.28%,-,-
44,Net Cash Per Share,0.53,1.07,-0.33,0.07,-0.15,1.19,-0.57,-,1.77,0.95
45,Filing Date Shares Outstanding,693.03,693.03,519.77,519.77,519.77,519.77,519.77,519.77,519.77,519.77
46,Total Common Shares Outstanding,693.03,693.03,519.77,519.77,519.77,519.77,519.77,519.77,519.77,519.77
47,Working Capital,889.42,1310,586.18,999.15,276.85,383.93,391.73,1745,2338,2338
48,Book Value Per Share,9.49,10.54,13.62,14.04,13.60,12.56,12.01,11.07,11.07,9.98
49,Tangible Book Value,6573,7302,7081,7297,7067,6498,5696,5422,5420,4851
50,Tangible Book Value Per Share,9.49,10.54,13.62,14.04,13.60,12.50,10.96,10.43,10.43,9.33
51,Buildings,-,-,-,-,-,98.54,451.29,448.13,558.28,510.65
52,Machinery,-,5.76,6.02,5.82,5.72,175.03,405.98,336.73,371.46,367.97
53,Construction In Progress,-,-,-,-,-,3.31,16.88,3.48,32.37,42.59
