,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,337.9,457.76,196.2,303.26,203.21,296.48,274.45,505.39,572.39,559.38,Upgrade
1,Short-Term Investments,17.11,16.95,16.88,18.34,18.23,21.52,31.44,44.43,21.21,109.45,Upgrade
2,Cash & Short-Term Investments,355.01,474.7,213.09,321.6,221.44,318,305.89,549.82,593.61,668.83,Upgrade
3,Cash Growth,66.60%,47.61%,-3.77%,1.13%,-27.61%,-42.16%,-48.47%,-17.79%,-24.74%,-41.36%,Upgrade
4,Accounts Receivable,70.29,72.76,74.16,65.71,57.87,73.21,62.3,76.97,65.47,60.62,Upgrade
5,Other Receivables,51.62,66.03,87.22,55.13,70.39,63.49,69.01,52.84,78.56,106.04,Upgrade
6,Receivables,121.91,138.78,161.38,120.84,128.25,136.7,131.31,129.81,144.03,166.66,Upgrade
7,Inventory,678.74,705.3,878.81,669.46,664.59,747.95,828.51,766.11,825.7,1006,Upgrade
8,Prepaid Expenses,22.79,22.17,20.94,21.04,21.45,27.89,28.42,30.5,26.02,27.48,Upgrade
9,Other Current Assets,44.62,43.39,46.84,75.73,77.55,77.88,97.76,105.97,146.3,122.42,Upgrade
10,Total Current Assets,1223,1384,1321,1209,1113,1308,1392,1582,1736,1991,Upgrade
11,"Property, Plant & Equipment",849.68,845.59,852.63,714.64,725.17,546.89,639.71,703.96,810.78,1043,Upgrade
12,Long-Term Deferred Tax Assets,175.74,181.6,199.22,219.69,135.53,145.15,151.62,149.82,161.82,115.15,Upgrade
13,Other Long-Term Assets,94.76,92.58,95.02,70.33,66.63,86.38,64.3,74.9,85.64,118.12,Upgrade
14,Total Assets,2343,2504,2468,2213,2041,2087,2248,2511,2794,3267,Upgrade
15,Accounts Payable,248.14,306.65,338.02,329.72,278.73,279.18,264.89,290.23,252.43,219.25,Upgrade
16,Accrued Expenses,133.86,128.98,147.31,141.06,159.29,129.48,147.73,114.83,114.18,142.66,Upgrade
17,Short-Term Debt,-,-,32,30,80,102.48,18.92,-,-,-,Upgrade
18,Current Portion of Leases,307.7,298.14,266.41,231.93,243.94,251.56,310.93,349.6,459.12,574.01,Upgrade
19,Current Income Taxes Payable,19.22,16.75,11.44,8.95,10.1,9.02,10.45,9.47,28.65,35.07,Upgrade
20,Current Unearned Revenue,17.16,15.33,16.19,14.43,24.35,25.54,31.71,22.32,38.03,37.17,Upgrade
21,Other Current Liabilities,43.93,49.48,55.47,47.71,52.7,57.44,57.42,64.21,65.73,55.23,Upgrade
22,Total Current Liabilities,770.01,815.32,866.84,803.8,849.1,854.71,842.04,850.65,958.14,1063,Upgrade
23,Long-Term Leases,379.87,394.01,423.5,333.68,329.36,219.95,235.76,299.51,363.29,505.06,Upgrade
24,Long-Term Deferred Tax Liabilities,0.22,0.24,0.26,0.28,0.24,0.2,0.16,0.12,0.09,0.05,Upgrade
25,Other Long-Term Liabilities,34.09,29.9,29.51,21.74,17.63,19.52,18.97,28.58,38.59,32.67,Upgrade
26,Total Liabilities,1197,1252,1333,1172,1206,1104,1099,1181,1362,1603,Upgrade
27,Common Stock,310.32,310.32,310.32,310.32,310.32,310.32,310.32,310.32,310.32,310.32,Upgrade
28,Additional Paid-In Capital,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,Upgrade
29,Retained Earnings,-544.61,-421.3,-538.84,-647.12,-847.76,-718.23,-583.21,-404.63,-295.31,-55.12,Upgrade
30,Comprehensive Income & Other,-32.5,-49.64,-48.97,-34.72,-40.52,-21.88,8.89,11.75,4.37,-3.6,Upgrade
31,Shareholders' Equity,1146,1252,1135,1041,834.75,982.91,1149,1330,1432,1664,Upgrade
32,Total Liabilities & Equity,2343,2504,2468,2213,2041,2087,2248,2511,2794,3267,Upgrade
33,Total Debt,687.57,692.15,721.91,595.6,653.3,573.99,565.62,649.12,822.4,1079,Upgrade
34,Net Cash (Debt),-332.56,-217.44,-508.82,-274.01,-431.86,-256,-259.73,-99.3,-228.8,-410.24,Upgrade
35,Net Cash Per Share,-0.11,-0.07,-0.16,-0.09,-0.14,-0.08,-0.08,-0.03,-0.07,-0.13,Upgrade
36,Filing Date Shares Outstanding,3103,3103,3103,3103,3103,3103,3103,3103,3103,3103,Upgrade
37,Total Common Shares Outstanding,3103,3103,3103,3103,3103,3103,3103,3103,3103,3103,Upgrade
38,Working Capital,453.07,569.02,454.21,404.87,264.19,453.7,549.84,731.55,777.53,927.91,Upgrade
39,Book Value Per Share,0.37,0.40,0.37,0.34,0.27,0.32,0.37,0.43,0.46,0.54,Upgrade
40,Tangible Book Value,1146,1252,1135,1041,834.75,982.91,1149,1330,1432,1664,Upgrade
41,Tangible Book Value Per Share,0.37,0.40,0.37,0.34,0.27,0.32,0.37,0.43,0.46,0.54,Upgrade
42,Land,-,190.79,-,190.79,-,190.79,-,190.79,-,190.79,Upgrade
43,Machinery,-,241.59,-,265.14,-,275.88,-,285.3,-,287.81,Upgrade
44,Leasehold Improvements,-,478.05,-,501.94,-,533.5,-,594.05,-,613.62,Upgrade
