,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,987.46,1049,1457,958.4,2946,3324,6575,2447,3322,4318,Upgrade
1,Revenue Growth (YoY),-32.22%,9.50%,-50.55%,-71.17%,-55.19%,35.86%,97.89%,-43.34%,-11.99%,-1.28%,Upgrade
2,Cost of Revenue,555.18,1280,1277,668.57,3123,3124,5527,2326,2462,3254,Upgrade
3,Gross Profit,432.28,-230.43,180.15,289.83,-176.32,199.36,1048,120.22,860.1,1064,Upgrade
4,"Selling, General & Admin",202.6,180.63,249.24,227.49,233.08,377.17,290.35,368.99,372.23,430.01,Upgrade
5,Operating Expenses,202.6,168.29,266,226.32,302.33,458.17,293.05,363.81,377.41,430.48,Upgrade
6,Operating Income,229.68,-398.72,-85.85,63.51,-478.65,-258.81,754.82,-243.59,482.69,633.58,Upgrade
7,Interest Expense,-16.51,-399.09,-50.18,-232.74,-218.85,-652.29,-92.62,-266.85,-220.47,-152.97,Upgrade
8,Interest & Investment Income,0.41,55.91,17.65,6.01,68.25,11.87,72.07,55.87,67.1,129.74,Upgrade
9,Earnings From Equity Investments,-5.19,-61.33,-11.23,43.31,-1.28,175.73,-9.35,4.23,-9.34,-9,Upgrade
10,Currency Exchange Gain (Loss),-48.4,55.09,-132.8,-211.99,-138.03,438.52,6,277.45,-32.16,-28.69,Upgrade
11,Other Non Operating Income (Expenses),-15.17,-18.91,-5.38,87.95,-88.61,28.82,-3.96,-12.05,39.09,-54.41,Upgrade
12,EBT Excluding Unusual Items,144.83,-767.04,-267.8,-243.94,-857.16,-256.15,726.97,-184.94,326.91,518.25,Upgrade
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,0,-0.17,0.34,Upgrade
14,Gain (Loss) on Sale of Assets,-0.03,163.58,-17.47,0.01,2.44,328.92,3.08,59.93,-0.05,1.46,Upgrade
15,Asset Writedown,-269.96,263.5,-,20.06,-,21.08,94.62,76.68,238.36,529.62,Upgrade
16,Other Unusual Items,-,-53.4,-,-11.75,-,-41.66,-,-,-,-,Upgrade
17,Pretax Income,-125.16,-393.35,-285.27,-235.62,-854.73,52.19,824.68,-48.33,565.06,1050,Upgrade
18,Income Tax Expense,-60.72,-69.67,-15.45,-18.15,-76.9,78.24,454.11,99.04,284.03,399.9,Upgrade
19,Earnings From Continuing Operations,-64.45,-323.69,-269.82,-217.47,-777.82,-26.05,370.56,-147.38,281.02,649.77,Upgrade
20,Minority Interest in Earnings,5.79,26.59,2.94,-12.83,95.34,-12.17,-104.02,174.81,-209.72,-218.58,Upgrade
21,Net Income,-58.66,-297.1,-266.87,-230.3,-682.48,-38.21,266.55,27.43,71.31,431.19,Upgrade
22,Net Income to Common,-58.66,-297.1,-266.87,-230.3,-682.48,-38.21,266.55,27.43,71.31,431.19,Upgrade
23,Net Income Growth,-,-,-,-,-,-,273.81%,-93.64%,-83.36%,-27.94%,Upgrade
24,Shares Outstanding (Basic),4444,4444,4444,4444,4444,4444,4444,4444,4444,4444,Upgrade
25,Shares Outstanding (Diluted),4444,4444,4444,4444,4444,4444,4444,4444,4444,4446,Upgrade
26,Shares Change (YoY),-,-,-,-,-,-,-,-0.03%,-0.15%,-0.38%,Upgrade
27,EPS (Basic),-0.01,-0.07,-0.06,-0.05,-0.15,-0.01,0.06,0.01,0.02,0.10,Upgrade
28,EPS (Diluted),-0.01,-0.07,-0.06,-0.06,-0.15,-0.01,0.06,0.01,0.02,0.10,Upgrade
29,EPS Growth,-,-,-,-,-,-,274.83%,-93.64%,-83.33%,-27.61%,Upgrade
30,Free Cash Flow,46.18,-9.73,461.84,-536.27,949.74,1823,2243,2931,1734,3025,Upgrade
31,Free Cash Flow Per Share,0.01,-0.00,0.10,-0.12,0.21,0.41,0.50,0.66,0.39,0.68,Upgrade
32,Operating Margin,23.26%,-37.99%,-5.89%,6.63%,-16.25%,-7.79%,11.48%,-9.96%,14.53%,14.67%,Upgrade
33,Profit Margin,-5.94%,-28.31%,-18.32%,-24.03%,-23.16%,-1.15%,4.05%,1.12%,2.15%,9.99%,Upgrade
34,Free Cash Flow Margin,4.68%,-0.93%,31.70%,-55.95%,32.24%,54.85%,34.11%,119.82%,52.20%,70.05%,Upgrade
35,EBITDA,266.47,-357.64,-50.36,121.88,-447.81,-203.5,785.05,-201.33,521.12,671.08,Upgrade
36,D&A For EBITDA,36.78,41.08,35.5,58.36,30.84,55.3,30.23,42.25,38.43,37.5,Upgrade
37,EBIT,229.68,-398.72,-85.85,63.51,-478.65,-258.81,754.82,-243.59,482.69,633.58,Upgrade
38,Revenue as Reported,987.46,1049,1457,958.4,2946,3324,6575,2447,3322,4318,Upgrade
