,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,104.54,74.7,72.5,130.22,305.49,460.23,1682,1585,1856,536.93,Upgrade
1,Short-Term Investments,105.52,77.52,54.23,59.3,84.66,96.65,17.72,60.31,310.43,247.11,Upgrade
2,Cash & Short-Term Investments,210.06,152.22,126.72,189.52,390.14,556.87,1700,1645,2166,784.03,Upgrade
3,Cash Growth,65.76%,-19.68%,-67.52%,-65.97%,-77.05%,-66.15%,-21.51%,109.84%,-19.19%,-59.10%,Upgrade
4,Accounts Receivable,2245,2234,2296,2221,2319,2324,2540,2274,2206,2110,Upgrade
5,Other Receivables,4170,4396,4369,3588,4454,3917,4970,4119,4530,6244,Upgrade
6,Receivables,6648,6629,6665,5810,6773,6240,7511,6393,6736,8354,Upgrade
7,Inventory,21095,22183,21880,24227,22458,26153,28322,32131,43670,42695,Upgrade
8,Other Current Assets,770.96,754.57,809.19,997.05,2172,2190,1678,1636,2325,2292,Upgrade
9,Total Current Assets,28724,29720,29481,31223,31793,35140,39211,41805,54896,54124,Upgrade
10,"Property, Plant & Equipment",3138,3180,2959,2594,2541,2531,2562,2417,2259,2166,Upgrade
11,Long-Term Investments,157.04,161.84,322.13,229.49,188.35,187.47,54.47,59.37,65.57,67.49,Upgrade
12,Other Intangible Assets,-,8.88,-,9.85,-,11.45,-,12.51,-,14.42,Upgrade
13,Long-Term Deferred Tax Assets,390.02,377.1,351.42,430.2,426.24,367.42,281.76,321.15,714.42,536.19,Upgrade
14,Other Long-Term Assets,22672,22906,22854,22900,22371,22836,22659,22899,27126,25258,Upgrade
15,Total Assets,55081,56354,55968,57386,57319,61073,64768,67515,85062,82166,Upgrade
16,Accounts Payable,2720,2649,2375,2431,2106,2229,2355,2944,4412,4792,Upgrade
17,Accrued Expenses,718.23,915.82,911.3,879.09,518.19,960.15,816.81,462.65,479.02,386.14,Upgrade
18,Current Portion of Long-Term Debt,11990,11601,9444,12158,5380,7626,5858,8053,7277,8118,Upgrade
19,Current Portion of Leases,1.08,1.08,1.06,0.98,0.12,0.81,1.73,1.73,1.67,1.6,Upgrade
20,Current Income Taxes Payable,3573,3303,3157,3157,2985,2969,2592,2598,3125,2948,Upgrade
21,Current Unearned Revenue,3801,5156,5230,6997,7055,9203,10237,12737,19226,17411,Upgrade
22,Other Current Liabilities,6144,6027,6220,5699,6622,6648,8416,7316,7543,6505,Upgrade
23,Total Current Liabilities,28948,29652,27338,31322,24667,29636,30276,34112,42063,40162,Upgrade
24,Long-Term Debt,10142,10574,12076,9091,15307,13319,16260,15466,20357,19325,Upgrade
25,Long-Term Leases,0.11,0.67,1.25,1.72,-,-,0.68,1.48,2.18,2.97,Upgrade
26,Long-Term Deferred Tax Liabilities,2166,2229,2331,2481,2553,2599,2673,2691,3789,3925,Upgrade
27,Other Long-Term Liabilities,104.07,112.41,112.73,112.73,135.21,84.03,78.67,135.94,118.06,122.06,Upgrade
28,Total Liabilities,41360,42568,41859,43008,42662,45638,49289,52407,66329,63538,Upgrade
29,Common Stock,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,Upgrade
30,Additional Paid-In Capital,8.03,8.03,8.03,8.03,8.03,8.03,8.03,8.03,8.03,8.03,Upgrade
