,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,598.41,509.85,505.72,543.49,641.14,671.34,657.75,599.78,390.39,473.34,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,1.94,10.56,Upgrade
2,Trading Asset Securities,2.2,5.18,4.46,0.01,0.01,0.01,0.02,0.02,0.02,0.03,Upgrade
3,Cash & Short-Term Investments,600.62,515.03,510.18,543.49,641.15,671.35,657.78,599.8,392.35,483.93,Upgrade
4,Cash Growth,17.73%,-5.24%,-20.43%,-19.04%,-2.53%,11.93%,67.65%,23.94%,8.51%,55.54%,Upgrade
5,Accounts Receivable,605.51,567.31,582.09,451.24,516.42,651.93,513.27,463.39,429.81,608.81,Upgrade
6,Other Receivables,61.09,28.11,26.69,22.49,21.37,22.34,29.92,19.86,37.38,42.93,Upgrade
7,Receivables,695.58,637.24,637.4,500.06,566.46,714.24,575.6,516.17,515.71,651.74,Upgrade
8,Inventory,72.28,75.4,78.5,93.29,84.63,99.06,126.42,165.83,120.31,114.13,Upgrade
9,Restricted Cash,-,3.41,92.73,52.94,-,-,-,-,-,-,Upgrade
10,Other Current Assets,19.16,14.21,18.43,24.2,32.37,62.73,50.27,51.06,56.24,17.7,Upgrade
11,Total Current Assets,1388,1245,1337,1214,1325,1547,1410,1333,1085,1267,Upgrade
12,"Property, Plant & Equipment",391.27,405.86,370.44,401.11,385.77,351.9,303.62,279.75,202.32,189.05,Upgrade
13,Long-Term Investments,37.11,40.36,34.55,27.91,38,56.58,85.96,84.91,94.48,109.77,Upgrade
14,Goodwill,54.5,56.02,54.77,57.15,84.36,50.9,24.28,24.15,22.43,21.85,Upgrade
15,Other Intangible Assets,837.08,828.59,797.11,793.47,740.15,603.8,528.01,456.85,294.14,268.69,Upgrade
