,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1582,1373,1413,2048,2401,2238,2848,4377,2463,3173,3641,Upgrade
1,Market Cap Growth,-32.95%,-32.95%,-41.13%,-8.49%,-15.72%,-48.86%,15.63%,37.96%,-32.35%,-19.97%,39.49%,Upgrade
2,Enterprise Value,1309,1152,1349,1995,2272,2132,2753,4340,2432,3058,3522,Upgrade
3,Last Close Price,2.79,2.36,2.38,3.38,3.93,3.62,4.53,6.90,3.84,4.94,5.61,Upgrade
4,PE Ratio,6.20,5.22,5.13,8.00,10.65,6.93,8.23,13.19,11.25,14.28,12.04,Upgrade
5,Forward PE,5.94,5.56,5.56,5.56,6.39,4.92,11.26,11.26,11.26,11.26,11.26,Upgrade
6,PS Ratio,0.98,0.85,0.83,1.31,1.82,1.44,1.74,3.15,2.52,3.11,2.85,Upgrade
7,PB Ratio,0.79,0.68,0.73,1.13,1.39,1.28,1.64,2.78,1.73,2.71,3.04,Upgrade
8,P/TBV Ratio,1.22,1.22,1.36,2.14,2.73,2.44,2.64,4.27,2.61,3.71,4.02,Upgrade
9,P/FCF Ratio,5.45,4.73,4.44,7.63,8.19,7.06,8.93,12.38,12.19,21.07,18.82,Upgrade
10,P/OCF Ratio,4.35,4.35,4.17,6.66,6.27,5.21,6.96,9.70,8.23,15.32,15.64,Upgrade
11,EV/Sales Ratio,0.81,0.71,0.79,1.28,1.72,1.37,1.68,3.12,2.49,2.99,2.75,Upgrade
12,EV/EBITDA Ratio,3.58,3.13,3.33,5.10,6.76,5.31,6.57,10.71,8.88,10.82,9.32,Upgrade
13,EV/EBIT Ratio,4.11,3.59,3.84,5.77,7.52,5.73,6.99,11.44,9.67,11.77,9.92,Upgrade
14,EV/FCF Ratio,4.51,3.97,4.24,7.43,7.75,6.72,8.63,12.27,12.03,20.31,18.21,Upgrade
15,Debt / Equity Ratio,0.16,0.16,0.15,0.25,0.28,0.29,0.33,0.36,0.39,0.31,0.31,Upgrade
16,Debt / FCF Ratio,1.13,1.13,0.92,1.66,1.67,1.62,1.77,1.59,2.78,2.40,1.91,Upgrade
17,Return on Capital Employed (ROCE),15.01%,15.01%,17.43%,15.69%,14.04%,17.14%,18.12%,19.22%,13.86%,19.40%,22.64%,Upgrade
18,Earnings Yield,16.62%,19.14%,19.48%,12.50%,9.39%,14.43%,12.15%,7.58%,8.89%,7.00%,8.31%,Upgrade
19,FCF Yield,18.36%,21.15%,22.51%,13.11%,12.22%,14.17%,11.20%,8.08%,8.21%,4.75%,5.31%,Upgrade
20,Dividend Yield,4.30%,4.46%,3.78%,2.07%,1.65%,2.63%,2.10%,0.58%,-,-,1.51%,Upgrade
21,Buyback Yield / Dilution,0.63%,0.63%,0.63%,0.62%,0.60%,0.27%,4.25%,-4.18%,-4.12%,4.36%,-0.20%,Upgrade
22,Total Shareholder Return,4.93%,5.09%,4.41%,2.69%,2.25%,2.90%,6.35%,-3.60%,-4.12%,4.36%,1.32%,Upgrade
