,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+14 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+14 Quarters
0,Market Capitalization,75,63,59,68,85,121,130,100,116,136,187,178,197,244,300,300,255,230,248,240,230,Upgrade
1,Market Cap Growth,-47.93%,-47.93%,-54.62%,-32.00%,-26.72%,-11.03%,-30.48%,-43.82%,-41.12%,-44.26%,-37.67%,-40.67%,-22.75%,6.09%,20.97%,25.00%,10.87%,-11.54%,7.83%,20.00%,9.52%,Upgrade
2,Enterprise Value,201,186,182,207,228,234,242,243,268,267,322,331,349,423,481,482,434,399,420,417,407,Upgrade
3,Last Close Price,0.07,0.06,0.06,0.07,0.09,0.12,0.13,0.10,0.12,0.14,0.19,0.18,0.20,0.24,0.29,0.29,0.24,0.22,0.24,0.23,0.22,Upgrade
4,PE Ratio,5.92,4.97,2.97,2.94,-3.20,-6.23,-6.72,-,4.24,4.86,9.52,-,6.32,9.24,9.29,7.54,6.23,5.31,4.78,5.15,5.68,Upgrade
5,PS Ratio,0.28,0.23,0.19,0.20,0.22,0.27,0.30,0.25,0.32,0.40,0.52,0.42,0.47,0.60,0.72,0.73,0.57,0.48,0.52,0.48,0.54,Upgrade
6,PB Ratio,0.37,0.31,0.29,0.33,0.44,0.61,0.71,0.55,-,0.59,0.85,0.79,-,1.07,1.43,1.41,-,1.21,1.54,1.47,-,Upgrade
7,P/TBV Ratio,0.35,0.35,0.32,0.37,0.50,0.69,0.82,0.64,-,0.67,0.99,0.91,-,1.25,1.69,1.67,-,1.45,1.92,1.83,-,Upgrade
8,EV/Sales Ratio,0.75,0.69,0.58,0.61,0.60,0.53,0.56,0.60,0.75,0.79,0.89,0.79,0.83,1.04,1.16,1.17,0.97,0.84,0.87,0.84,0.95,Upgrade
9,EV/EBITDA Ratio,6.92,7.16,5.12,4.91,5.85,4.28,4.27,4.74,5.59,5.59,8.06,7.46,6.54,8.96,9.48,7.94,6.57,5.54,4.99,5.36,5.87,Upgrade
10,EV/EBIT Ratio,10.36,9.59,6.26,5.81,6.96,4.87,4.87,5.50,6.55,6.60,10.00,9.03,7.59,10.51,10.86,8.83,7.17,5.97,5.28,5.67,6.22,Upgrade
11,Debt / Equity Ratio,0.77,0.77,0.77,0.79,0.86,0.86,0.96,0.96,-,0.81,0.82,0.82,-,0.85,0.98,0.98,-,1.02,1.28,1.28,-,Upgrade
12,Debt / EBITDA Ratio,5.33,3.97,3.97,6.64,17.90,2.26,3.00,8.81,-,2.28,4.24,13.51,-,4.20,3.75,4.16,-,3.19,2.38,2.77,-,Upgrade
13,Asset Turnover,0.49,0.50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Inventory Turnover,0.75,0.70,0.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Quick Ratio,0.30,0.30,0.30,0.30,-,0.26,-,0.30,-,0.21,-,0.25,-,0.26,-,0.29,-,0.28,-,0.26,-,Upgrade
16,Current Ratio,1.46,1.46,1.46,1.46,-,1.38,-,1.27,-,1.36,-,1.39,-,1.45,-,1.42,-,1.39,-,1.30,-,Upgrade
17,Return on Equity (ROE),9.25%,9.43%,3.58%,3.50%,25.41%,16.22%,-,-,23.80%,11.82%,-,-,7.79%,16.21%,-,-,23.08%,36.45%,-,-,Upgrade,
18,Return on Assets (ROA),3.47%,3.52%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
19,Return on Capital (ROIC),5.07%,5.14%,3.04%,0.52%,11.92%,9.05%,-,-,11.49%,5.42%,-,-,5.57%,7.22%,-,-,8.93%,13.91%,-,-,Upgrade,
20,Return on Capital Employed (ROCE),8.10%,8.10%,11.93%,14.13%,-,19.51%,-,18.67%,-,13.75%,-,12.32%,-,13.15%,-,18.49%,-,25.07%,-,30.01%,-,Upgrade
21,Earnings Yield,16.91%,20.13%,33.64%,33.99%,-31.25%,-16.06%,-14.89%,-20.42%,23.56%,20.59%,10.51%,12.55%,15.82%,10.82%,10.77%,13.27%,16.05%,18.83%,20.91%,19.42%,17.61%,Upgrade
22,FCF Yield,26.41%,-4.79%,-2.61%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
23,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.86%,-,-,-,-,-,Upgrade
24,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.86%,-,-,-,-,-,Upgrade,
