,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,103.3,198.1,254.56,269.27,102.82,148.81,191.27,225.57,211.61,189.74
1,Revenue Growth (YoY),-59.42%,-26.43%,147.59%,80.94%,-46.24%,-34.03%,-9.61%,18.88%,-14.68%,-2.67%
2,Cost of Revenue,130.94,194.84,239.18,232.71,97.6,152.09,208.49,224.48,195.07,200.51
3,Gross Profit,-27.64,3.27,15.38,36.56,5.22,-3.28,-17.22,1.09,16.54,-10.77
4,"Selling, General & Admin",35.27,27.68,11.12,17.68,10.04,10.29,7.77,10.75,7.51,16.56
5,Operating Expenses,35.27,27.68,11.12,17.68,10.04,10.29,7.77,10.75,7.51,16.56
6,Operating Income,-62.91,-24.42,4.26,18.88,-4.83,-13.57,-24.99,-9.67,9.03,-27.33
7,Interest Expense,-0.03,-0.05,-0.06,-0.04,-0.08,-0.1,-0.06,-0.1,-0.15,-0.53
8,Interest & Investment Income,0.11,0.21,0.26,0.1,0,0.04,0.25,0.17,0.49,0.91
9,Currency Exchange Gain (Loss),-,-,-,-,-,0.33,0.37,0.9,0.87,0.13
10,Other Non Operating Income (Expenses),0.27,-7.09,-6,7.53,4.02,1.12,0.81,-4.6,5.2,0.33
11,EBT Excluding Unusual Items,-62.56,-31.35,-1.54,26.46,-0.88,-12.18,-23.62,-13.3,15.44,-26.49
12,Gain (Loss) on Sale of Investments,-,0.18,-0.42,-3.39,-10.53,-3.08,-,-,-,-
13,Gain (Loss) on Sale of Assets,-,0.01,-,0.24,-,0.01,-,-,-,0.01
14,Asset Writedown,-,-0.35,-,-0.32,-,-0.35,-,-0,-,-0.36
15,Other Unusual Items,0.02,-,-,-,-,-,-,12.78,-,7.4
16,Pretax Income,-62.54,-31.51,-1.95,22.99,-11.41,-15.6,-23.62,-0.53,15.44,-19.45
17,Income Tax Expense,-,-1.81,0.44,6.61,-,-5.35,-0.02,-1.76,2.55,-2.8
18,Net Income,-62.54,-29.7,-2.39,16.38,-11.41,-10.25,-23.59,1.23,12.9,-16.65
19,Net Income to Common,-62.54,-29.7,-2.39,16.38,-11.41,-10.25,-23.59,1.23,12.9,-16.65
20,Net Income Growth,-,-,-,-,-,-,-,-,331.45%,-
21,Shares Outstanding (Basic),1000,1000,1000,963,1037,1000,1000,1250,750,1348
22,Shares Outstanding (Diluted),1000,1000,1000,963,1037,1000,1000,1250,750,1348
23,Shares Change (YoY),-,3.88%,-3.60%,-3.74%,3.74%,-20.00%,33.33%,-7.29%,41.13%,79.78%
24,EPS (Basic),-0.06,-0.03,-0.00,0.02,-0.01,-0.01,-0.02,0.00,0.02,-0.01
25,EPS (Diluted),-0.06,-0.03,-0.00,0.02,-0.01,-0.01,-0.02,0.00,0.02,-0.01
26,EPS Growth,-,-,-,-,-,-,-,-,205.73%,-
27,Free Cash Flow,-73.28,7.71,5.99,10.21,8.17,-4.12,-3.71,-28.32,1.59,27.45
28,Free Cash Flow Per Share,-0.07,0.01,0.01,0.01,0.01,-0.00,-0.00,-0.02,0.00,0.02
29,Operating Margin,-60.90%,-12.32%,1.67%,7.01%,-4.69%,-9.12%,-13.06%,-4.29%,4.27%,-14.40%
30,Profit Margin,-60.54%,-14.99%,-0.94%,6.08%,-11.10%,-6.89%,-12.34%,0.55%,6.09%,-8.77%
31,Free Cash Flow Margin,-70.94%,3.89%,2.35%,3.79%,7.95%,-2.77%,-1.94%,-12.56%,0.75%,14.47%
32,EBITDA,-61.15,-21.11,7.16,23.52,-0.8,-8.13,-19.78,-1.81,14.77,-22.96
33,D&A For EBITDA,1.75,3.31,2.9,4.64,4.03,5.44,5.2,7.86,5.73,4.37
34,EBIT,-62.91,-24.42,4.26,18.88,-4.83,-13.57,-24.99,-9.67,9.03,-27.33
