,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,96,640,790,850,470,820,840,600,260,175,190
1,Market Cap Growth,-24.71%,-24.71%,68.09%,3.66%,-44.05%,36.67%,223.08%,242.86%,36.84%,-56.25%,-
2,Enterprise Value,72,561,722,781,409,759,696,527,153,70,105
3,Last Close Price,0.10,0.64,0.79,0.85,0.47,0.82,0.84,0.60,0.26,0.17,0.19
4,PE Ratio,-,-,-,-,94.62,-,-,-,18.40,-46.68,-
5,PS Ratio,0.32,2.12,1.75,1.62,1.26,3.26,2.47,1.44,0.59,0.44,0.43
6,PB Ratio,0.79,5.28,4.30,3.98,2.17,4.11,3.98,2.71,1.06,0.72,0.82
7,P/TBV Ratio,5.34,5.34,4.33,3.99,2.18,4.12,3.99,2.71,1.06,0.72,0.82
8,P/FCF Ratio,-,-,57.63,52.46,25.57,202.57,-,-,-,6.03,-149.84
9,P/OCF Ratio,-,-,51.23,45.35,18.55,71.22,-,-,-,3.81,11.12
10,EV/Sales Ratio,0.24,1.86,1.59,1.49,1.10,3.02,2.05,1.26,0.35,0.17,0.24
11,EV/EBITDA Ratio,-,-,-,25.47,17.99,-,-,-,-,-8.54,-
12,EV/EBIT Ratio,-,-,-,33.76,29.07,-,-,-,-,-3.82,-
13,EV/FCF Ratio,-1.10,-,52.66,48.22,22.23,187.61,-,-,-,2.41,-82.66
14,Debt / Equity Ratio,0.00,0.00,0.11,0.05,0.03,0.01,0.03,0.03,0.02,0.06,0.07
15,Debt / FCF Ratio,-,-,1.42,0.69,0.33,0.30,-,-,-,0.50,-12.57
16,Return on Capital Employed (ROCE),-,-,-,10.79%,6.49%,-,-,-,-,-7.46%,-
17,Earnings Yield,-96.08%,-14.41%,-4.06%,1.65%,1.06%,-2.64%,-4.03%,-3.73%,5.43%,-2.14%,-7.19%
18,FCF Yield,-68.30%,-10.24%,1.74%,1.91%,3.91%,0.49%,-0.93%,-5.34%,-10.28%,16.59%,-0.67%
19,Buyback Yield / Dilution,-1.90%,-,-3.88%,3.60%,3.74%,-3.74%,20.00%,-33.33%,7.29%,-41.13%,-79.78%
20,Total Shareholder Return,-1.90%,-,-3.88%,3.60%,3.74%,-3.74%,20.00%,-33.33%,7.29%,-41.13%,-79.78%
