,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,24.4,98.14,62.66,52.22,38.21,30.97,151.02,77.27,121.15,120.96
1,Short-Term Investments,-,0.04,-,0.16,-,0.02,-,-,-,-
2,Trading Asset Securities,-,-,16.7,22.39,24.37,35.21,-,-,-,-
3,Cash & Short-Term Investments,24.4,98.18,79.36,74.78,62.58,66.2,151.02,77.27,121.15,120.96
4,Cash Growth,-69.25%,31.30%,26.81%,12.95%,-58.56%,-14.32%,24.65%,-36.12%,5.18%,234.83%
5,Accounts Receivable,130.26,120.98,171.44,181.8,120.23,133.97,140.62,172.63,149.05,125.82
6,Other Receivables,2.37,10.22,0.54,6.93,0.01,6.65,0.41,0.4,0.02,5.01
7,Receivables,132.63,131.2,171.99,188.73,120.24,140.62,141.03,173.03,149.07,130.83
8,Inventory,-,0.6,-,0.67,-,5.01,-,-,-,3.18
9,Prepaid Expenses,8.72,-,9.78,-,21.72,-,10.92,15.66,5.48,-
10,Restricted Cash,2.69,24.72,25.97,29.39,30.63,44.68,-,-,-,-
11,Other Current Assets,-,0.31,-,0.41,-,0.25,-,-,-,0.1
12,Total Current Assets,168.44,255.01,287.09,293.97,235.17,256.76,302.97,265.96,275.7,255.08
13,"Property, Plant & Equipment",6.53,8.51,11.87,13.13,16.97,20.01,24.91,26.75,31.05,21.87
14,Other Intangible Assets,1.54,1.54,0.5,0.5,0.5,0.5,-,-,-,-
15,Long-Term Deferred Tax Assets,-,-,-,-,5.05,5.05,-,-,0.44,0.46
16,Other Long-Term Assets,0.3,0.3,0.29,0.26,0.31,0.42,0.21,4.21,-,-
17,Total Assets,176.81,265.37,299.75,307.86,257.99,282.72,328.09,296.92,307.19,277.4
18,Accounts Payable,27.89,44.06,68.04,79.23,51.8,61.23,21.74,42.41,30.51,26.31
19,Accrued Expenses,-,17.64,-,4.53,-,4.17,-,2.84,-,3.37
20,Short-Term Debt,-,18.47,9.7,5.33,-,-,-,-,10,10
21,Current Portion of Leases,0.44,0.9,1,0.43,0.69,2.45,2.41,1.98,2.8,3.04
22,Current Income Taxes Payable,-,-,1.81,1.37,-,-,-,-,2.16,-
23,Current Unearned Revenue,-,-,-,-,-,-,-,-,-,0.2
24,Other Current Liabilities,26.99,0.17,4.82,0.35,5.24,0.55,77.83,2.11,16.31,0.71
25,Total Current Liabilities,55.31,81.24,85.36,91.24,57.73,68.41,101.98,49.34,61.78,43.64
26,Long-Term Leases,-,0.1,0.49,0.33,0.53,3.17,4.41,2.27,1.66,2.9
27,Long-Term Deferred Tax Liabilities,0.19,0.19,0.19,0.19,-,-,0.31,0.33,-,-
28,Total Liabilities,55.5,81.52,86.04,91.75,58.26,71.58,106.7,51.93,63.44,46.54
29,Common Stock,10,10,10,10,10,10,10,10,10,10
30,Additional Paid-In Capital,99.16,99.16,99.16,99.16,99.16,99.16,99.16,99.16,99.16,99.16
31,Retained Earnings,10.32,72.86,102.56,104.95,88.57,99.99,110.24,133.83,132.6,119.7
32,Comprehensive Income & Other,1.83,1.83,2,2,2,2,2,2,2,2
33,Shareholders' Equity,121.3,183.84,213.72,216.11,199.73,211.14,221.39,244.99,243.76,230.86
34,Total Liabilities & Equity,176.81,265.37,299.75,307.86,257.99,282.72,328.09,296.92,307.19,277.4
35,Total Debt,0.44,19.46,11.18,6.09,1.23,5.63,6.82,4.24,14.46,15.94
36,Net Cash (Debt),23.96,78.72,68.18,68.69,61.36,60.58,144.19,73.03,106.7,105.02
37,Net Cash Growth,-64.85%,14.61%,11.12%,13.38%,-57.45%,-17.05%,35.14%,-30.46%,25.25%,1804.95%
38,Net Cash Per Share,0.02,0.08,0.07,0.07,0.06,0.06,0.14,0.06,0.14,0.08
39,Filing Date Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
40,Total Common Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
41,Working Capital,113.12,173.78,201.73,202.73,177.44,188.35,200.99,216.62,213.92,211.44
42,Book Value Per Share,0.12,0.18,0.21,0.22,0.20,0.21,0.22,0.24,0.24,0.23
43,Tangible Book Value,119.76,182.3,213.22,215.61,199.23,210.64,221.39,244.99,243.76,230.86
44,Tangible Book Value Per Share,0.12,0.18,0.21,0.22,0.20,0.21,0.22,0.24,0.24,0.23
45,Machinery,-,47.78,-,48.72,-,45.06,-,44.17,-,24.08
