,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,1207,926.5,916.16,500.61,1646,872.16,935.28,1210,678.65,816.2,766.26,1151,1329,901.29,1014,1153,1075,963.74,937.47,1156,Upgrade
1,Other Revenue,-156.41,156.41,-,281.47,-376.73,376.73,-,276.22,-12.46,12.46,-,14.94,-7.39,7.39,-,29.95,-13.48,13.48,-,25.08,Upgrade
2,Revenue,1051,1083,916.16,782.09,1269,1249,935.28,1487,666.19,828.66,766.26,1166,1322,908.68,1014,1183,1062,977.22,937.47,1181,Upgrade
3,Revenue Growth (YoY),-17.19%,-13.29%,-2.04%,-47.39%,90.46%,50.71%,22.06%,27.45%,-49.60%,-8.81%,-24.45%,-1.43%,24.49%,-7.01%,8.19%,0.15%,0.14%,-9.02%,8.53%,1.91%,Upgrade
4,Cost of Revenue,936.4,955.77,815.09,669.94,1154,1151,867.32,1417,583.18,754.99,670.54,1035,1162,781.5,826.9,913.69,905.33,830.5,826.98,976.46,Upgrade
5,Gross Profit,114.32,127.14,101.07,112.15,115.26,97.54,67.95,69.45,83.01,73.66,95.72,131.55,160.06,127.18,187.33,269.58,156.52,146.72,110.49,205.01,Upgrade
6,"Selling, General & Admin",66.68,68.77,62.79,98.33,74.22,72.07,64.59,85.99,67.11,74,67.39,96.79,74.69,70.29,66.05,101.88,65.57,58.58,53.66,88.83,Upgrade
7,Research & Development,28.51,31.64,27.25,42.2,35.18,31.6,31.49,51.01,24.32,36.34,28.42,44.84,25.68,24.82,28.53,43.11,24.58,24.52,22.41,28.67,Upgrade
8,Other Operating Expenses,-6.61,0.95,1.71,4.96,-1.8,-0.69,-1.34,13.21,-4.32,-5.58,-4.91,6.49,-1.39,-4.33,-2.81,11.77,-5.42,-4.65,-4.89,9.66,Upgrade
9,Operating Expenses,91,115.36,90.29,103.9,113.81,109.82,94.12,165.89,84.08,127.04,79.81,207.21,114.35,115.84,90.3,242.04,96.13,87.45,74.45,162.79,Upgrade
10,Operating Income,23.32,11.78,10.78,8.25,1.45,-12.27,-26.17,-96.44,-1.07,-53.38,15.91,-75.66,45.72,11.34,97.04,27.53,60.39,59.27,36.04,42.22,Upgrade
11,Interest Expense,-14.31,-14.18,-13.77,-16.94,-10.23,-8.72,-9.54,-12.33,-10.43,-12.88,-14.5,-19.74,-13.65,-9.77,-10.16,-12.95,-11.24,-13.22,-11.37,-15.93,Upgrade
12,Interest & Investment Income,0.68,1.04,0.66,4.03,41.19,0.55,2.47,3.3,0.83,0.88,1.03,1.49,1.36,0.2,1.53,0.7,0.63,0.55,0.88,38.67,Upgrade
13,Currency Exchange Gain (Loss),-2.09,2.09,-,1.63,-1.76,1.76,-,3.95,-1.33,1.33,-,-2.19,1.06,-1.06,-,-3.81,-0.9,0.9,-,1.52,Upgrade
14,Other Non Operating Income (Expenses),6.53,-3.35,-0.98,7.61,54.43,1.05,-1.07,-19.12,7.05,-3.21,-1,-14.48,3.85,-4,-1.43,-10.69,0.8,-5.82,-0.98,-5.89,Upgrade
15,EBT Excluding Unusual Items,14.12,-2.61,-3.31,4.58,85.08,-17.64,-34.31,-120.63,-4.95,-67.26,1.43,-110.59,38.33,-3.29,86.97,0.79,49.68,41.69,24.57,60.59,Upgrade
16,Impairment of Goodwill,-,-,-,-61.59,-,-,-,-61.87,-,-,-,-395.91,-,-,-,-137.08,-,-,-,-199.87,Upgrade
17,Gain (Loss) on Sale of Investments,0.68,2.02,-,9.53,-,12.61,7.01,12.13,-3.36,-2.89,-0.69,18.65,-3.13,2.42,-4.78,34.79,1.57,0.72,-29.12,31.08,Upgrade
