,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+16 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+16 Quarters
0,Operating Revenue,675.49,542.75,421.46,474.09,511.86,466.14,296.85,378.78,486.24,470.57,359.48,473.85,427.88,369.63,328.79,367.48,297.92,282.91,186.72,284.02,Upgrade
1,Other Revenue,-7,7,-,9.28,-4.1,4.1,-,4.94,-9.29,9.29,-,10.52,-2.7,2.7,-,2.72,-1.12,1.12,-,2.36,Upgrade
2,Revenue,668.49,549.74,421.46,483.37,507.77,470.23,296.85,383.72,476.95,479.86,359.48,484.36,425.18,372.33,328.79,370.19,296.8,284.03,186.72,286.38,Upgrade
3,Revenue Growth (YoY),31.65%,16.91%,41.98%,25.97%,6.46%,-2.01%,-17.42%,-20.78%,12.18%,28.88%,9.34%,30.84%,43.25%,31.09%,76.09%,29.27%,5.67%,10.14%,-34.19%,-14.52%,Upgrade
4,Cost of Revenue,485.19,445.79,308.62,417.8,348.25,370.31,224.59,338.8,358.95,398.16,277.68,403,325.61,321.84,246.4,317.87,214.35,213.6,131.28,209.03,Upgrade
5,Gross Profit,183.3,103.96,112.84,65.56,159.52,99.92,72.26,44.92,118,81.7,81.81,81.37,99.57,50.49,82.39,52.32,82.46,70.43,55.44,77.36,Upgrade
6,"Selling, General & Admin",59.81,63.51,45.42,54.51,47.32,44.53,37.46,48.44,39.61,40.92,36.68,52.43,33.12,32.1,34.09,26.7,32.69,28.4,26.22,37.81,Upgrade
7,Research & Development,29.79,26.97,21.24,22.69,23.94,19.06,15.53,17.03,19.16,22.12,17.58,21.46,20.86,20.13,14.53,18.49,14.33,12.06,8.52,10.68,Upgrade
8,Other Operating Expenses,-4.15,5.72,1.47,4.72,0.72,2.32,0.43,15.74,-0.58,-0.5,-2.4,8.61,0.51,0.03,1.3,17.54,-1.45,-1.07,-2.96,11.1,Upgrade
9,Operating Expenses,106.21,97.55,71.54,78.65,77.8,70.67,52.34,79.65,57.25,67.65,48.48,89.72,57.28,51.18,49.63,64.67,45.87,44.81,27.72,61.43,Upgrade
10,Operating Income,77.09,6.41,41.29,-13.09,81.72,29.25,19.92,-34.73,60.76,14.05,33.33,-8.35,42.3,-0.69,32.76,-12.35,36.59,25.62,27.72,15.93,Upgrade
11,Interest Expense,-8.53,-7.66,-7.14,-7.5,-7.12,-6.53,-6.01,-6.39,-5.83,-6.09,-4.49,-4.36,-4.11,-3.63,-1.76,-2.77,-4.3,-4.34,-4.71,-2.78,Upgrade
12,Interest & Investment Income,0.22,0.24,0.3,0.24,0.28,0.22,0.27,-,0.61,0.26,0.32,0.23,-,-,36.95,0.32,0.34,0.34,0.31,-,Upgrade
13,Currency Exchange Gain (Loss),-11.37,11.37,-,13.74,-13.97,13.97,-,34.91,-16.1,16.1,-,-15.05,7.18,-7.18,-,-24.4,-3.02,3.02,-,3.55,Upgrade
14,Other Non Operating Income (Expenses),5.74,-3.9,3,-29.58,13.59,4.76,-5.63,-34.06,35.77,2.31,-2.84,4.67,-7.67,0.71,-0.8,9.05,-9.81,-2.82,2.29,-6.31,Upgrade
15,EBT Excluding Unusual Items,63.15,6.46,37.46,-36.19,74.49,41.66,8.55,-40.27,75.21,26.63,26.32,-22.85,37.7,-10.79,67.15,-30.13,19.8,21.81,25.61,10.39,Upgrade
16,Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-19.89,-,-,-,-23.64,Upgrade
17,Gain (Loss) on Sale of Investments,5,-11.05,-2.17,5.67,-5.02,-6.81,-2.41,-5.2,-5.04,-1.47,-3.22,3.19,0.37,-0.37,-3.19,2.8,7.86,0.53,-10.23,-0.29,Upgrade
18,Gain (Loss) on Sale of Assets,0.76,0.1,0.19,-0.53,0.26,-0.24,-,-0.59,0.44,-0.45,-,-4.68,0.01,-0.68,-,109.33,-0.33,-0.07,-0.03,-0.54,Upgrade
19,Asset Writedown,-32.64,12.23,-12.23,23.08,-23.08,16.95,-16.95,14.73,-20.36,13.21,-13.21,17.66,-18.14,8.12,-8.12,10.26,-10.26,3.25,-3.25,11.03,Upgrade
20,Legal Settlements,-,-,-,-,-,-,-,0,-,-,-,0.1,-,-,-,0.08,-,-,-,-,Upgrade
21,Other Unusual Items,-5.34,5.34,-,1.38,-,-,-,11.4,-,-,-,9.61,0.11,-0.11,-,13.25,0.01,-0.01,-,11.74,Upgrade
22,Pretax Income,30.93,13.08,23.25,-6.59,46.66,51.57,-10.82,-19.93,50.24,37.92,9.89,3.02,20.05,-3.84,55.84,85.7,17.08,25.5,12.1,8.69,Upgrade
23,Income Tax Expense,3.32,3.39,2.9,5.56,5.64,8.23,0.01,1.83,9.58,7.12,1.34,0.15,2.32,-1.31,2.23,18.71,2.38,3.93,1.39,5.39,Upgrade
24,Earnings From Continuing Operations,27.61,9.7,20.36,-12.15,41.01,43.34,-10.83,-21.76,40.66,30.8,8.55,2.87,17.73,-2.53,53.61,66.99,14.7,21.58,10.71,3.3,Upgrade
25,Minority Interest in Earnings,-3.62,-2.42,-4.87,5.34,-5.88,-4.53,2.55,11.85,0.73,-2.05,1.82,0.26,-4.35,-2.12,-2.81,6.61,-1.77,-3.15,-5.77,-4.98,Upgrade
26,Net Income,23.98,7.28,15.48,-6.8,35.14,38.81,-8.28,-9.91,41.39,28.75,10.37,3.13,13.38,-4.65,50.8,73.6,12.93,18.43,4.94,-1.68,Upgrade
27,Net Income to Common,23.98,7.28,15.48,-6.8,35.14,38.81,-8.28,-9.91,41.39,28.75,10.37,3.13,13.38,-4.65,50.8,73.6,12.93,18.43,4.94,-1.68,Upgrade
28,Net Income Growth,-31.74%,-81.25%,-,-,-15.11%,35.03%,-,-,209.43%,-,-79.58%,-95.74%,3.46%,-,928.13%,-,-46.20%,-16.83%,-83.52%,-,Upgrade
29,Shares Outstanding (Basic),213,234,221,249,220,229,207,212,236,227,207,234,222,219,221,219,202,216,209,193,Upgrade
30,Shares Outstanding (Diluted),213,234,221,249,220,229,207,212,236,227,207,234,222,219,221,219,202,216,209,193,Upgrade
31,Shares Change (YoY),-3.60%,2.04%,6.90%,17.68%,-6.68%,0.95%,-0.26%,-9.48%,6.49%,3.93%,-6.07%,6.82%,10.02%,1.16%,5.77%,13.44%,0.69%,3.49%,-,-7.72%,Upgrade
32,EPS (Basic),0.11,0.03,0.07,-0.03,0.16,0.17,-0.04,-0.05,0.18,0.13,0.05,0.01,0.06,-0.02,0.23,0.34,0.06,0.09,0.02,-0.01,Upgrade
33,EPS (Diluted),0.11,0.03,0.07,-0.03,0.16,0.17,-0.04,-0.05,0.18,0.13,0.05,0.01,0.06,-0.02,0.23,0.34,0.06,0.09,0.02,-0.01,Upgrade
34,EPS Growth,-29.20%,-81.63%,-,-,-9.03%,33.76%,-,-,190.58%,-,-78.26%,-96.01%,-5.96%,-,1050.00%,-,-46.57%,-19.64%,-85.79%,-,Upgrade
