,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,5.79,1.52,12.06,5.93,16.95,9.44,5.57,7.69,33.12,28.2,Upgrade
1,Short-Term Investments,3.13,-,55.68,-,31.63,-,17.74,-,141.28,44.79,Upgrade
2,Cash & Short-Term Investments,8.92,1.52,67.74,5.93,48.58,9.44,23.3,7.69,174.4,72.99,Upgrade
3,Cash Growth,-86.84%,-74.37%,39.45%,-37.19%,108.44%,22.73%,-86.64%,-89.46%,-48.36%,-16.86%,Upgrade
4,Accounts Receivable,5.49,10.05,30.63,33.67,17.96,12.45,24.52,25.96,27.28,63.58,Upgrade
5,Other Receivables,-,0.55,-,20.78,-,21.52,-,372.54,-,64.98,Upgrade
6,Receivables,5.49,10.6,30.63,54.45,17.96,33.98,24.52,398.51,27.28,128.56,Upgrade
7,Inventory,-,-,12.33,10.32,23.2,32.01,23.27,27.29,33.63,34.46,Upgrade
8,Other Current Assets,-,0.16,-,2.74,180,192.28,2.76,143.47,1011,73.34,Upgrade
9,Total Current Assets,14.4,12.28,110.69,73.43,269.74,267.7,73.86,576.96,1246,309.34,Upgrade
10,"Property, Plant & Equipment",0.56,0.94,381.52,379.72,221.18,222.37,397.43,419.83,270,265.41,Upgrade
11,Long-Term Investments,321.45,313.55,288.65,277.58,286.29,278.46,377.44,17.44,17.34,17.46,Upgrade
12,Other Intangible Assets,0.2,0.2,274.61,274.98,185.91,186.83,274.42,280.84,212.18,1188,Upgrade
13,Other Long-Term Assets,2.16,2.16,-,-,-,-,-,-,17.58,17.58,Upgrade
14,Total Assets,338.76,329.12,1055,1006,963.12,955.36,1123,1295,1763,1798,Upgrade
15,Accounts Payable,0.55,0.97,43.96,8.48,41.47,44.63,35.25,46.7,20.14,34.74,Upgrade
16,Accrued Expenses,109.54,122.67,-,170.56,-,100.1,0.82,102.28,2.28,55.97,Upgrade
17,Short-Term Debt,-,-,348.07,348.07,369.45,140.45,-,-,-,166.07,Upgrade
18,Current Portion of Long-Term Debt,352.88,340.71,499.89,476.97,244.8,476.38,679.15,796.25,915.07,791.68,Upgrade
19,Current Portion of Leases,0.15,0.63,0.99,0.95,0.58,1.61,1.92,3.16,3.18,1.87,Upgrade
20,Current Income Taxes Payable,0.25,0.12,21.2,25.05,13.89,13.98,12.35,12.2,20.93,21.08,Upgrade
21,Current Unearned Revenue,-,-,1.06,4.8,4.33,6.1,5.12,5.81,16.79,16.02,Upgrade
22,Other Current Liabilities,218.25,199.98,307.13,134.82,253.75,112.73,251.08,190.05,661.36,538.1,Upgrade
23,Total Current Liabilities,681.62,665.09,1222,1170,928.27,895.97,985.69,1156,1640,1626,Upgrade
24,Long-Term Debt,3.26,3.22,3.28,-,211.33,213.29,49.45,45.64,62.21,64.71,Upgrade
25,Long-Term Leases,0.31,0.38,0.49,0.46,0.1,0.39,-,6.42,8.97,3.29,Upgrade
26,Long-Term Deferred Tax Liabilities,-,-,77.22,77.22,57.08,57.08,63.69,63.69,-,-,Upgrade
27,Other Long-Term Liabilities,-,-,-,-,-,-,0.47,0.47,2.84,2.84,Upgrade
28,Total Liabilities,685.18,668.69,1303,1247,1197,1167,1099,1273,1714,1696,Upgrade
29,Common Stock,0,0,0,0,0,0,0,0,0,0,Upgrade
30,Additional Paid-In Capital,1806,1806,1759,1759,1759,1759,1759,1759,1759,1759,Upgrade
31,Retained Earnings,-2497,-2498,-2645,-2639,-2566,-2537,-2374,-2371,-2375,-2292,Upgrade
32,Comprehensive Income & Other,344.47,351.98,637.69,638.24,572.8,566.86,633.26,628.24,394.48,361.73,Upgrade
33,Total Common Equity,-346.42,-339.57,-247.81,-241.66,-233.67,-211.38,18.65,16.28,-221.8,-170.87,Upgrade
34,Minority Interest,-,-,-,-,-,-,5.2,6.14,-5.09,-3.34,Upgrade
35,Shareholders' Equity,-346.42,-339.57,-247.81,-241.66,-233.67,-211.38,23.85,22.42,49.25,101.92,Upgrade
36,Total Liabilities & Equity,338.76,329.12,1055,1006,963.12,955.36,1123,1295,1763,1798,Upgrade
37,Total Debt,356.59,344.94,852.71,826.45,826.26,832.11,730.51,851.46,989.42,1028,Upgrade
38,Net Cash (Debt),-347.67,-343.42,-784.98,-820.52,-777.69,-822.67,-707.21,-843.76,-815.03,-954.62,Upgrade
39,Net Cash Per Share,-1.32,-,-3.50,-,-4.12,-4.35,-3.75,-,-4.28,-,Upgrade
40,Filing Date Shares Outstanding,264.09,264.09,237.78,190.46,190.46,190.46,190.46,190.46,190.46,190.46,Upgrade
41,Total Common Shares Outstanding,264.09,264.09,237.78,190.46,190.46,190.46,190.46,190.46,190.46,190.46,Upgrade
42,Working Capital,-667.21,-652.81,-1112,-1096,-658.53,-628.27,-911.83,-579.48,-393.83,-1316,Upgrade
43,Book Value Per Share,-1.31,-1.29,-1.04,-1.27,-1.23,-1.11,0.10,0.09,-1.16,-0.90,Upgrade
44,Tangible Book Value,-346.61,-339.76,-522.42,-516.64,-419.57,-398.21,-255.77,-264.57,-433.98,-1359,Upgrade
45,Tangible Book Value Per Share,-1.31,-1.29,-2.20,-2.71,-2.20,-2.09,-1.34,-1.39,-2.28,-7.14,Upgrade
