,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,146,92,145,112,171,387,135,223,229,255,314,Upgrade
1,Market Cap Growth,-42.83%,-17.29%,-15.27%,-71.10%,26.76%,73.50%,-40.83%,-12.69%,-27.27%,-82.13%,-76.99%,Upgrade
2,Enterprise Value,520,471,993,1039,1082,1396,992,1232,1420,1628,1381,Upgrade
3,Last Close Price,0.22,0.35,0.55,0.47,0.90,2.03,0.71,1.17,1.20,1.34,1.65,Upgrade
4,PE Ratio,-,130.14,-,-,-,-,-,-,-,-,-,Upgrade
5,Forward PE,-,15.33,15.33,15.33,15.33,15.33,15.33,15.33,15.33,15.33,15.33,Upgrade
6,PS Ratio,1.40,2.75,-,14.04,-,1.40,0.49,1.67,-,2.60,-,Upgrade
7,PB Ratio,-0.25,-0.25,-0.39,-0.42,-0.63,-1.41,-0.52,7.77,8.58,4.72,2.76,Upgrade
8,P/FCF Ratio,5.67,-,-,10.49,-,-2.27,-,5.77,-,9.17,-,Upgrade
9,P/OCF Ratio,2.61,-,-,8.77,-,-2.31,-,5.70,-,8.27,-,Upgrade
10,EV/Sales Ratio,15.46,14.00,-,130.58,-,5.05,3.56,9.21,-,16.59,-,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-26.63,-,-,-,-,-,Upgrade
12,EV/FCF Ratio,20.15,-,-,97.55,-,-8.20,-,31.89,-,58.52,-,Upgrade
13,Debt / Equity Ratio,-1.03,-1.03,-1.02,-3.44,-3.42,-3.54,-3.94,30.63,37.97,20.09,10.08,Upgrade
14,Debt / FCF Ratio,14.85,-,-,86.48,-,-5.69,-,22.74,-,39.01,-,Upgrade
15,Earnings Yield,-100.84%,0.77%,-,-5.43%,-,-53.06%,-135.74%,-1.43%,-,-35.77%,-,Upgrade
16,FCF Yield,17.63%,-6.83%,-,9.53%,-,-44.03%,-123.43%,17.34%,-,10.90%,-,Upgrade
17,Buyback Yield / Dilution,-9.48%,-17.66%,-,-18.78%,-,-0.14%,-,0.92%,-,-14.14%,-,Upgrade
18,Total Shareholder Return,-9.48%,-17.66%,-,-18.78%,-,-0.14%,-,0.92%,-,-14.14%,-,Upgrade
