,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,42,38,50,57,68,51,194,160,368,368,368,Upgrade
1,Market Cap Growth,-32.63%,-32.63%,-25.33%,12.44%,-65.22%,-68.25%,-47.31%,-56.57%,0%,0%,-52.90%,Upgrade
2,Enterprise Value,359,353,287,357,412,322,525,539,700,683,829,Upgrade
3,Last Close Price,0.40,0.40,0.60,0.68,0.93,0.84,3.30,4.30,9.90,9.90,9.90,Upgrade
4,PE Ratio,-,-,-,-,-,-,2.01,-,-,-,-,Upgrade
5,PS Ratio,0.76,0.87,0.91,1.16,1.26,0.75,2.60,2.29,6.71,7.39,7.47,Upgrade
6,PB Ratio,-0.10,-0.10,-0.13,-0.16,-0.20,-0.14,-0.53,-0.29,-0.68,-0.83,-0.86,Upgrade
7,P/FCF Ratio,92.85,-,-4.00,-,-,-,-,-,-63.96,-,-13.26,Upgrade
8,P/OCF Ratio,71.67,-,-4.02,-,-,-,-,-,-63.96,-,-13.26,Upgrade
9,EV/Sales Ratio,8.09,7.97,5.19,7.28,7.68,4.73,7.04,7.69,12.74,13.70,16.81,Upgrade
10,EV/EBITDA Ratio,-,-,-,-,-,-,110.55,-,202.76,-,-,Upgrade
11,EV/FCF Ratio,786.19,-,-22.73,-,-,-,-,-,-121.51,-,-29.82,Upgrade
12,Debt / Equity Ratio,-0.90,-0.90,-0.88,-0.72,-0.93,-1.02,-0.85,-0.61,-0.72,-0.78,-0.76,Upgrade
13,Debt / FCF Ratio,731.15,-,-26.20,-,-,-,-,-,-67.59,-,-11.85,Upgrade
14,Earnings Yield,-66.98%,-73.68%,-61.05%,-33.81%,-35.96%,181.62%,49.77%,-66.15%,-30.24%,-16.22%,-30.97%,Upgrade
15,FCF Yield,1.08%,1.18%,-25.02%,-57.49%,-51.53%,-148.37%,-27.31%,-0.01%,-1.56%,3.63%,-7.54%,Upgrade
16,Buyback Yield / Dilution,-14.30%,-12.97%,-15.72%,-34.18%,-30.27%,-54.87%,-49.34%,-0.41%,-0.40%,-0.41%,-1.07%,Upgrade
17,Total Shareholder Return,-14.30%,-12.97%,-15.72%,-34.18%,-30.27%,-54.87%,-49.34%,-0.41%,-0.40%,-0.41%,-1.07%,Upgrade
