,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 6, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,9033,9297,9491,9238,8794,10256,11443,11167,7950,10229,10717,Upgrade
1,Market Cap Growth,0.64%,0.64%,7.93%,-9.93%,-23.15%,-8.16%,43.94%,9.18%,-25.82%,5.41%,-46.87%,Upgrade
2,Enterprise Value,5046,8034,9567,8889,9236,9633,11708,13739,10521,10186,10209,Upgrade
3,Last Close Price,4.27,4.39,4.48,4.36,4.15,4.84,5.40,5.27,3.75,4.82,5.05,Upgrade
4,PE Ratio,17.57,18.06,24.38,49.95,-,5.44,5.30,6.67,8.57,13.81,11.23,Upgrade
5,Forward PE,-,10.91,10.91,10.91,10.91,10.91,10.91,10.91,10.91,10.91,10.91,Upgrade
6,PS Ratio,0.40,0.41,0.49,0.57,0.50,0.55,0.65,0.82,0.79,1.11,1.02,Upgrade
7,PB Ratio,0.80,0.82,0.84,0.84,0.79,0.89,1.02,1.13,0.91,1.35,1.44,Upgrade
8,P/TBV Ratio,0.82,0.82,0.84,0.85,0.79,0.89,1.02,1.13,0.91,1.36,1.44,Upgrade
9,P/FCF Ratio,3.83,3.94,-7.66,-,-,2.69,1.87,3.45,-18.95,-,3.24,Upgrade
10,P/OCF Ratio,3.39,3.39,-92.09,-,2.67,1.92,1.51,1.88,4.97,-,2.24,Upgrade
11,EV/Sales Ratio,0.23,0.36,0.49,0.55,0.52,0.52,0.67,1.01,1.05,1.11,0.97,Upgrade
12,EV/EBITDA Ratio,3.47,5.64,7.76,9.24,5.81,3.26,3.44,4.98,6.15,6.96,5.71,Upgrade
13,EV/EBIT Ratio,8.74,13.92,23.79,51.08,-,4.44,4.42,6.51,9.29,10.34,7.58,Upgrade
14,EV/FCF Ratio,2.14,3.40,-7.73,-,-,2.53,1.91,4.25,-25.09,-,3.08,Upgrade
15,Debt / Equity Ratio,0.04,0.04,0.07,0.19,0.09,0.23,0.14,0.23,0.45,0.52,0.24,Upgrade
16,Debt / FCF Ratio,0.18,0.18,-0.63,-,-,0.70,0.26,0.71,-9.32,-,0.55,Upgrade
17,Return on Capital Employed (ROCE),4.86%,4.86%,3.41%,1.44%,-,17.65%,22.03%,19.51%,10.87%,11.63%,16.47%,Upgrade
18,Earnings Yield,5.70%,5.54%,4.10%,2.00%,8.43%,18.39%,18.88%,14.99%,11.67%,7.24%,8.91%,Upgrade
19,FCF Yield,26.14%,25.40%,-13.05%,-26.11%,2.52%,37.20%,53.52%,28.95%,-5.28%,2.16%,30.91%,Upgrade
20,Buyback Yield / Dilution,0.02%,0.02%,0.01%,0.00%,0.55%,-0.55%,-0.42%,0.69%,0.05%,0.12%,0.12%,Upgrade
21,Total Shareholder Return,0.02%,0.02%,0.01%,0.00%,0.55%,-0.55%,-0.42%,0.69%,0.05%,0.12%,0.12%,Upgrade
