,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,61.83,103.65,102.75,216.49,280.27,353.22,481.47,775.13,254.21,169.32,Upgrade
1,Other Revenue,2.35,4.64,2.82,4.22,3.69,16.78,6.98,9.36,12.97,19.43,Upgrade
2,Revenue,64.18,108.28,105.56,220.71,283.96,370.01,488.45,784.49,267.18,188.75,Upgrade
3,Revenue Growth (YoY),-39.21%,-50.94%,-62.82%,-40.35%,-41.87%,-52.83%,82.82%,315.62%,53.92%,1875.23%,Upgrade
4,Cost of Revenue,48.09,108.77,80.95,226,234.71,346.24,415.01,696.39,248.04,198.94,Upgrade
5,Gross Profit,16.09,-0.49,24.61,-5.29,49.25,23.76,73.44,88.11,19.14,-10.18,Upgrade
6,"Selling, General & Admin",41.14,71.05,49.98,57.26,66.11,66.93,65.6,84.26,66.42,61.26,Upgrade
7,Operating Expenses,41.14,76.28,49.98,265.52,66.11,67.48,65.6,84.26,66.42,61.26,Upgrade
8,Operating Income,-25.06,-76.77,-25.38,-270.81,-16.86,-43.72,7.84,3.85,-47.28,-71.44,Upgrade
9,Interest Expense,-14.45,-15.14,-15.49,-15.7,-20.75,-18.53,-18.83,-17.25,-10.26,-2.64,Upgrade
10,Interest & Investment Income,-,3.45,-,4.53,-,6.04,-,12.75,-,11.26,Upgrade
11,Earnings From Equity Investments,-,-,-0.01,-0.2,-0.28,-2.88,0.88,4.9,2.07,3.21,Upgrade
12,Currency Exchange Gain (Loss),-,-,-,-,-,0.07,-,-,-,-,Upgrade
13,Other Non Operating Income (Expenses),3.41,5.37,1.01,-1.99,3.55,0.76,3.6,-2.38,8.87,-5.06,Upgrade
14,EBT Excluding Unusual Items,-36.09,-83.1,-39.86,-284.18,-34.35,-58.27,-6.5,1.87,-46.59,-64.66,Upgrade
15,Impairment of Goodwill,-,-2.4,-,-12.2,-,-14,-,-,-,-,Upgrade
16,Gain (Loss) on Sale of Investments,-,-,0.24,6.84,-,18.52,-,13.93,-0.51,-1.61,Upgrade
17,Gain (Loss) on Sale of Assets,-,-0.52,0.21,2.77,-,48.22,-,-,-5.35,-,Upgrade
18,Asset Writedown,-,-4.9,-,2.05,-,6.57,-,-,-,-20.21,Upgrade
19,Other Unusual Items,-,2,-,4.05,-1.06,0.17,4.2,0.03,-,0,Upgrade
20,Pretax Income,-36.09,-88.92,-39.42,-280.67,-35.41,1.21,-2.3,15.83,-52.45,-86.48,Upgrade
21,Income Tax Expense,0.47,0.51,2.86,13.85,2.21,3.53,6.51,8.5,0.33,1.31,Upgrade
22,Earnings From Continuing Operations,-36.56,-89.43,-42.28,-294.51,-37.62,-2.32,-8.81,7.33,-52.78,-87.79,Upgrade
23,Earnings From Discontinued Operations,0.24,-,-0.07,-,-,-,-,-,-,-,Upgrade
24,Net Income to Company,-36.32,-89.43,-42.35,-294.51,-37.62,-2.32,-8.81,7.33,-52.78,-87.79,Upgrade
25,Minority Interest in Earnings,3.65,-0.78,1.51,-1.98,0.31,4.32,0.46,-0.51,3.01,0.02,Upgrade
26,Net Income,-32.68,-90.22,-40.85,-296.49,-37.3,2,-8.35,6.82,-49.77,-87.77,Upgrade
27,Net Income to Common,-32.68,-90.22,-40.85,-296.49,-37.3,2,-8.35,6.82,-49.77,-87.77,Upgrade
28,Net Income Growth,-,-,-,-,-,-70.65%,-,-,-,-,Upgrade
29,Shares Outstanding (Basic),2092,2092,1708,1525,1525,1525,1321,1017,1017,1017,Upgrade
30,Shares Outstanding (Diluted),2092,2092,1708,1525,1525,1525,1321,1017,1017,1017,Upgrade
31,Shares Change (YoY),22.44%,37.12%,11.99%,0.04%,15.44%,49.95%,29.94%,-,-,7.13%,Upgrade
32,EPS (Basic),-0.02,-0.04,-0.02,-0.19,-0.02,0.00,-0.01,0.01,-0.05,-0.09,Upgrade
33,EPS (Diluted),-0.02,-0.04,-0.02,-0.19,-0.02,0.00,-0.01,0.01,-0.05,-0.09,Upgrade
34,EPS Growth,-,-,-,-,-,-80.43%,-,-,-,-,Upgrade
35,Free Cash Flow,6.08,-4.5,-3.14,16.64,-39.34,-79.64,25.04,40.53,-100.27,-15.11,Upgrade
36,Free Cash Flow Per Share,0.00,-0.00,-0.00,0.01,-0.03,-0.05,0.02,0.04,-0.10,-0.01,Upgrade
37,Operating Margin,-39.04%,-70.90%,-24.04%,-122.70%,-5.94%,-11.82%,1.61%,0.49%,-17.70%,-37.85%,Upgrade
38,Profit Margin,-50.92%,-83.32%,-38.69%,-134.34%,-13.14%,0.54%,-1.71%,0.87%,-18.63%,-46.50%,Upgrade
