,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,186.83,259.26,48.73,126.69,47.64,42.82,78.46,136.71,-,96.03,105.24,132.37,60.25,55.76,66.43,108,86.54,92.82,103.23,132.4,Upgrade
1,Trading Asset Securities,24,30,68.5,-,30.87,41.4,40,16.8,-,10,-,7.01,-,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,210.83,289.26,117.23,126.69,78.51,84.22,118.46,153.51,-,106.03,105.24,139.38,60.25,55.76,66.43,108,86.54,92.82,103.23,132.4,Upgrade
3,Cash Growth,168.55%,243.47%,-1.04%,-17.47%,-,-20.57%,12.57%,10.13%,-,90.16%,58.42%,29.06%,-30.37%,-39.93%,-35.65%,-18.43%,-15.89%,21.57%,5.99%,-3.43%,Upgrade
4,Accounts Receivable,14.94,14.15,14.03,13.19,21.31,23.29,23.33,23.8,-,23.46,28.43,20.57,28.73,40.47,49.25,51.54,20.16,11.27,12.83,27.63,Upgrade
5,Other Receivables,0.68,0.51,0.58,0.21,1,0.7,0.71,0.16,-,0.71,0.95,0.42,0.87,0.58,1.14,0.95,1.5,1.38,1.86,1.7,Upgrade
6,Receivables,15.61,14.66,14.62,13.4,22.31,24,24.04,23.96,-,24.17,29.38,21,29.6,41.05,50.39,52.5,21.66,12.64,14.68,29.34,Upgrade
7,Inventory,54.37,18.91,17.2,15.01,10.88,9.53,11.02,14.56,-,7.75,7.72,14.1,5.26,4.07,7.57,10.66,21.71,11.76,1.82,22.47,Upgrade
8,Prepaid Expenses,-,0.31,-,0.07,-,-,-,0.09,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,Other Current Assets,0.68,1.79,1.4,1.65,1.09,0.7,0.65,2.03,-,5.94,7.32,5.49,7.67,5.64,6.1,5.5,7.93,6.28,5.51,5.64,Upgrade
10,Total Current Assets,281.49,324.93,150.45,156.81,112.79,118.45,154.17,194.13,-,143.89,149.65,179.97,102.78,106.52,130.49,176.66,137.84,123.5,125.25,189.85,Upgrade
11,"Property, Plant & Equipment",212.44,218.68,225.01,230.34,224.79,227.5,234.13,239.95,-,245.85,251.76,251.05,252.43,259.49,267.18,273.49,270.51,272.91,280.07,286.2,Upgrade
12,Long-Term Investments,12.9,12.93,12.4,12.4,16.84,16.86,16.7,16.7,-,16.72,16.88,16.88,16.76,16.76,16.3,16.3,16,16,16.04,16.04,Upgrade
13,Goodwill,40.36,40.36,40.36,40.36,40.36,40.36,40.36,40.36,-,40.36,40.36,40.36,40.36,40.36,40.36,40.36,40.36,40.36,40.36,40.36,Upgrade
14,Other Intangible Assets,25.44,25.53,25.66,25.83,26.01,26.17,26.34,26.5,-,14.18,14.28,14.39,14.5,14.61,14.72,14.84,14.84,15,15.16,15.31,Upgrade
15,Long-Term Deferred Tax Assets,14.8,11.59,11.89,16.24,13.48,13.48,13.48,13.48,-,6.92,6.92,6.92,4.91,4.91,4.91,4.91,3.61,3.61,3.61,3.61,Upgrade
16,Long-Term Deferred Charges,4.94,5.52,6.4,7.36,8.03,9.24,10.46,11.68,-,13.52,14.71,15.9,16.95,17.96,18.8,19.95,19.38,20.11,20.64,21.71,Upgrade
17,Other Long-Term Assets,13.94,107.32,108.51,109.7,110.95,112.2,113.45,114.92,-,118.68,120.4,124.99,122.25,123.7,125.21,126.26,128.47,133.3,134.39,135.48,Upgrade
18,Total Assets,606.31,746.86,580.68,599.03,553.25,564.25,609.09,657.73,-,600.13,614.97,650.47,570.95,584.32,617.98,672.77,631,624.79,635.51,708.56,Upgrade
19,Accounts Payable,134.44,102.86,103.07,81.34,92.02,91.93,106.44,82.03,-,59.98,67.75,46.16,6.93,0.23,21.86,15.77,5.16,5.47,26.06,8.73,Upgrade
20,Accrued Expenses,1.57,1.84,2.53,7.37,1.42,1.54,2.19,6.64,-,2.62,3.03,7.33,0.98,5.35,1.72,7.44,0.69,4.02,2.05,14.65,Upgrade
21,Short-Term Debt,49.99,60,73,48.05,48.05,46.05,53.06,48.06,-,71.44,51.4,30.03,20.02,35.04,35,35.04,55,30,15,20.04,Upgrade
22,Current Portion of Long-Term Debt,0.16,21.54,11.85,13.05,3.34,3.05,2.84,3.55,-,0.05,0.21,0.05,-,-,-,-,-,-,-,-,Upgrade
23,Current Portion of Leases,-,0.23,-,0.3,-,0.29,-,0.29,-,0.28,-,0.27,-,-,-,-,-,-,-,-,Upgrade
24,Current Income Taxes Payable,5.3,0,1.27,0.39,0.26,-,6.45,5.21,-,-,7.02,6.2,2.77,2.83,12.62,9.11,4.76,5.04,14.37,8.89,Upgrade
25,Current Unearned Revenue,33.06,25.03,27.93,92.61,22.75,17.96,17.42,77.56,-,14.06,11.25,61.13,48.62,36.16,29.46,83.77,23.66,9.74,2.57,68.6,Upgrade
26,Other Current Liabilities,13.47,214.87,14.7,16.15,14.74,14.65,15.2,14.07,-,10.61,15.05,14.12,12.2,43.66,42.47,42.19,12.59,32.84,24.1,36.01,Upgrade
27,Total Current Liabilities,237.98,426.37,234.35,259.26,182.57,175.47,203.6,237.42,-,159.05,155.71,165.31,91.52,123.27,143.14,193.31,101.85,87.1,84.15,156.92,Upgrade
28,Long-Term Debt,-,11,21,21,31,31,32.5,32.5,-,36,37,37,38,-,-,-,-,-,-,-,Upgrade
29,Long-Term Leases,-,-,-,0.08,0.3,0.38,0.45,0.52,-,0.67,0.81,0.81,1.15,1.22,1.2,-,-,-,-,-,Upgrade
30,Long-Term Unearned Revenue,-,-,-,-,0.25,0.5,0.75,1.01,-,2.53,3.3,4.06,5.58,6.1,4.11,4.11,230.22,242.14,252.31,263.79,Upgrade
31,Long-Term Deferred Tax Liabilities,6.59,6.73,6.88,7.02,8.47,8.55,8.62,8.69,-,9.61,9.61,9.62,8.08,8.09,8.1,8.11,5.02,4.96,4.89,4.82,Upgrade
32,Other Long-Term Liabilities,67.63,74.97,82.32,89.66,101.78,111.25,120.71,130.18,-,150.29,160.14,169.99,180.62,190.79,200.95,211.12,-,-,-,-,Upgrade
33,Total Liabilities,312.21,519.08,344.55,377.01,324.37,327.14,366.63,410.32,-,358.15,366.58,386.8,324.96,329.46,357.5,416.65,337.09,334.2,341.35,425.53,Upgrade
34,Common Stock,380.16,380.16,380.16,380.16,380.16,380.16,380.16,380.16,-,380.16,380.16,380.16,380.16,380.16,380.16,380.16,380.16,380.16,380.16,380.16,Upgrade
35,Additional Paid-In Capital,59.6,59.6,59.6,59.6,59.6,59.6,59.6,59.6,-,59.6,59.6,59.6,59.6,59.6,59.6,59.6,105.97,105.97,105.97,105.97,Upgrade
36,Retained Earnings,-222.61,-291.58,-288.73,-292.54,-289.79,-284.71,-281.08,-277.65,-,-280.44,-276.18,-269.27,-281.05,-277.04,-271.9,-271.3,-274.24,-279.66,-276.35,-277.27,Upgrade
37,Total Common Equity,217.15,148.18,151.03,147.22,149.97,155.05,158.67,162.11,-,159.32,163.58,170.49,158.71,162.72,167.86,168.46,211.89,206.47,209.78,208.86,Upgrade
38,Minority Interest,76.95,79.61,85.1,74.79,78.9,82.07,83.78,85.3,-,82.66,84.81,93.18,87.29,92.14,92.62,87.66,82.02,84.13,84.38,74.17,Upgrade
39,Shareholders' Equity,294.1,227.78,236.13,222.02,228.88,237.11,242.46,247.41,-,241.98,248.39,263.67,246,254.86,260.48,256.12,293.91,290.6,294.16,283.03,Upgrade
40,Total Liabilities & Equity,606.31,746.86,580.68,599.03,553.25,564.25,609.09,657.73,-,600.13,614.97,650.47,570.95,584.32,617.98,672.77,631,624.79,635.51,708.56,Upgrade
41,Total Debt,50.14,92.77,105.85,82.48,82.69,80.77,88.85,84.92,-,108.44,89.42,68.17,59.17,36.25,36.2,35.04,55,30,15,20.04,Upgrade
42,Net Cash (Debt),160.69,196.49,11.37,44.21,-4.19,3.45,29.61,68.59,-,-2.41,15.82,71.21,1.08,19.51,30.23,72.96,31.54,62.82,88.23,112.37,Upgrade
43,Net Cash Growth,-,5590.66%,-61.59%,-35.54%,-,-,87.16%,-3.69%,-,-,-47.66%,-2.40%,-96.58%,-68.95%,-65.74%,-35.07%,-56.73%,-17.72%,-9.41%,-18.04%,Upgrade
44,Net Cash Per Share,0.32,0.77,0.03,0.12,-0.01,0.01,0.08,0.18,-,-0.01,0.04,0.19,0.00,0.05,0.08,0.19,0.09,0.15,0.23,0.29,Upgrade
45,Filing Date Shares Outstanding,380.16,380.16,380.16,380.16,380.16,380.16,380.16,380.16,367.04,380.16,380.16,380.16,380.16,380.16,380.16,380.16,380.16,380.16,380.16,380.16,Upgrade
46,Total Common Shares Outstanding,380.16,380.16,380.16,380.16,380.16,380.16,380.16,380.16,367.04,380.16,380.16,380.16,380.16,380.16,380.16,380.16,380.16,380.16,380.16,380.16,Upgrade
47,Working Capital,43.51,-101.44,-83.91,-102.44,-69.79,-57.03,-49.43,-43.28,-,-15.16,-6.06,14.66,11.27,-16.75,-12.64,-16.65,35.99,36.41,41.09,32.93,Upgrade
48,Book Value Per Share,0.57,0.39,0.40,0.39,0.39,0.41,0.42,0.43,-,0.42,0.43,0.45,0.42,0.43,0.44,0.44,0.56,0.54,0.55,0.55,Upgrade
49,Tangible Book Value,151.35,82.29,85.01,81.04,83.6,88.51,91.98,95.25,-,104.79,108.94,115.74,103.85,107.76,112.77,113.26,156.69,151.11,154.27,153.19,Upgrade
50,Tangible Book Value Per Share,0.40,0.22,0.22,0.21,0.22,0.23,0.24,0.25,-,0.28,0.29,0.30,0.27,0.28,0.30,0.30,0.41,0.40,0.41,0.40,Upgrade
51,Buildings,-,129.68,-,129.68,-,129.68,-,129.68,-,129.86,-,129.86,-,128.08,-,128.04,-,122.96,-,122.96,Upgrade
52,Machinery,-,150.74,-,150.17,-,137.25,-,137,-,137.88,-,137.81,-,132.04,-,132.31,-,121.51,-,120.93,Upgrade
53,Construction In Progress,-,10.44,-,9.67,-,8.62,-,7,-,11.36,-,0.79,-,1.98,-,1.94,-,2.32,-,2.32,Upgrade
