,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters
0,Market Capitalization,29640000,30290000,33930000,29100000,26000000,27500000,25200000,25200000,25000000,25280125,25967500,38204140,43618900,33900100,32449211,23477327,20200171,-,-,-,-,Upgrade
1,Market Cap Growth,10.15%,10.15%,34.64%,15.48%,4.00%,8.78%,-2.96%,-34.04%,-42.69%,-25.43%,-19.97%,62.73%,115.93%,-,-,-,-,-,-,-,-,Upgrade
2,Last Close Price,11400.00,11650.00,13050.00,11192.31,10000.00,10576.92,9692.31,9692.31,9615.38,9792.90,10059.17,15029.59,17159.76,13336.37,13746.02,9945.38,8350.13,-,-,-,-,Upgrade
3,PE Ratio,5.37,7.09,8.52,6.30,5.60,5.74,5.40,5.55,5.59,5.51,6.19,8.92,10.81,8.68,8.73,9.31,10.04,-,-,-,-,Upgrade
4,PS Ratio,2.44,2.69,3.36,2.71,2.44,2.54,2.38,2.41,2.45,2.53,2.81,4.07,4.84,4.02,3.82,3.50,3.31,-,-,-,-,Upgrade
5,PB Ratio,0.81,0.82,0.96,0.90,0.83,0.90,0.85,0.90,0.94,0.98,1.06,1.65,1.98,-,1.60,1.39,1.20,-,-,-,-,Upgrade
6,P/FCF Ratio,-,-39.72,-,-,3.92,-,-14.84,-,-,3.63,-2.68,-,-13.87,-,-4.77,-,-,-,-,-,-,Upgrade
7,P/OCF Ratio,-,-54.12,-,-,3.85,-,-16.09,-,-,3.55,-2.71,-,-14.33,-,-4.85,-,-,-,-,-,-,Upgrade
8,Debt / Equity Ratio,1.73,1.73,1.75,1.66,1.32,1.14,1.09,1.34,1.26,1.56,1.72,1.81,2.18,-,2.29,2.69,2.69,2.69,2.41,2.41,2.48,Upgrade
9,Debt / FCF Ratio,-,-83.35,-,-,6.23,-,-18.99,-,-,5.78,-4.35,-,-15.29,-,-6.85,-,-,-,-,-,-,Upgrade
10,Return on Equity (ROE),17.95%,-,15.02%,6.25%,17.65%,22.50%,17.82%,11.78%,19.10%,25.03%,20.36%,-,-,34.00%,21.30%,14.66%,15.21%,9.91%,10.16%,7.75%,Upgrade,
11,Return on Assets (ROA),2.08%,-,1.75%,0.75%,2.18%,2.73%,2.17%,1.52%,2.47%,3.05%,2.30%,-,-,-,-,1.40%,1.45%,0.94%,0.96%,0.73%,Upgrade,
12,Earnings Yield,18.62%,14.11%,11.73%,15.88%,17.86%,17.94%,19.09%,18.59%,18.46%,18.16%,16.16%,11.22%,9.25%,11.52%,11.45%,10.74%,9.96%,-,-,-,-,Upgrade
13,FCF Yield,-61.52%,-2.52%,-,10.27%,25.52%,-37.60%,-6.74%,-35.78%,-47.80%,27.55%,-37.35%,-8.72%,-7.21%,-37.16%,-20.94%,-92.25%,-108.68%,-,-,-,-,Upgrade
14,Buyback Yield / Dilution,-0.12%,-0.05%,-0.11%,-,-0.84%,-0.71%,-0.60%,-0.76%,1.96%,-0.14%,-1.73%,-8.10%,-11.80%,-9.15%,-7.60%,-1.12%,0.00%,0.00%,-,-,-,Upgrade
15,Total Shareholder Return,-0.12%,-0.05%,-0.11%,-,-0.84%,-0.71%,-0.60%,-0.76%,1.96%,-0.14%,-1.73%,-8.10%,-11.80%,-9.15%,-7.60%,-1.12%,0.00%,0.00%,-,-,-,Upgrade
