,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,5458,5142,4108,5285,6118,6176,5716,6118,5946,5917,7526,9048,8589,9967,8790,7267,7325,5888,5831,6147,7325,Upgrade
1,Market Cap Growth,-16.74%,-16.74%,-28.14%,-13.62%,2.90%,4.37%,-24.05%,-32.38%,-30.77%,-40.63%,-14.38%,24.51%,17.25%,69.27%,50.74%,18.22%,0%,-13.87%,-30.48%,-29.64%,0.99%,Upgrade
2,Enterprise Value,12395,11913,6736,9548,10381,9981,10167,8964,8792,9339,8543,11417,10958,13836,10916,9780,9838,7586,5158,3275,4452,Upgrade
3,Last Close Price,1.90,1.79,1.43,1.84,2.13,2.15,1.99,2.13,2.07,2.06,2.50,3.01,2.85,3.31,2.88,2.38,2.40,1.93,1.87,1.97,2.35,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,8.03,6.56,9.28,32.07,-56.94,-17.36,-,-,Upgrade
5,Forward PE,-,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.57,4.74,Upgrade
6,PS Ratio,0.16,0.15,0.11,0.13,0.15,0.15,0.14,0.15,0.15,0.13,0.15,0.18,0.16,0.21,0.21,0.20,0.23,0.20,0.20,0.21,0.25,Upgrade
7,PB Ratio,1.46,0.94,0.68,0.77,0.83,0.86,0.79,0.79,0.73,0.63,0.70,0.82,0.74,0.85,0.75,0.66,0.68,0.55,0.56,0.59,0.68,Upgrade
8,P/TBV Ratio,3.35,3.35,1.70,1.66,1.68,1.40,1.28,1.26,1.14,0.92,0.97,1.13,1.01,1.17,1.04,0.91,0.93,0.77,0.78,0.78,0.89,Upgrade
9,P/FCF Ratio,-,-,-,-,4.89,-,11.02,-17.30,-,-,-,9.66,9.00,14.62,-,87.30,15785.26,-,-,-69.75,43.43,Upgrade
10,P/OCF Ratio,-,-,24.61,-,2.41,-,5.18,10.08,-,2.64,1.79,2.68,2.02,2.38,-,2.74,4.27,-,4.97,10.34,9.06,Upgrade
11,EV/Sales Ratio,0.37,0.35,0.17,0.23,0.25,0.24,0.26,0.22,0.22,0.21,0.17,0.23,0.21,0.29,0.26,0.27,0.31,0.26,0.18,0.11,0.15,Upgrade
12,EV/EBITDA Ratio,-,-,-,-,-,-101.05,-,-10.94,-,-,9.24,-,3.52,3.75,2.77,3.02,3.83,3.48,2.75,1.51,1.69,Upgrade
13,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,6.73,4.72,6.14,10.57,13.87,19.94,-,-,Upgrade
14,EV/FCF Ratio,-7.28,-,-,-,8.29,-,19.61,-25.35,-,-,-,12.19,11.48,20.30,-,117.49,21200.98,-,-,-37.16,26.40,Upgrade
15,Debt / Equity Ratio,2.02,2.02,2.22,1.27,1.44,1.45,1.59,1.42,1.35,1.10,1.04,0.78,0.77,0.77,0.80,0.87,0.71,0.91,0.88,0.72,0.75,Upgrade
16,Debt / EBITDA Ratio,-,-,-,-,-,7.50,72.32,88.59,-,-,12.53,-,9.00,2.76,1.81,2.97,2.50,2.26,3.93,13.32,5.24,Upgrade
17,Debt / FCF Ratio,-,-,-,-,8.53,-,22.19,-31.06,-,-,-,9.21,9.38,13.30,-,115.04,16567.90,-,-,-84.48,47.34,Upgrade
18,Asset Turnover,0.59,0.83,0.79,0.89,1.05,1.03,0.92,0.85,0.79,1.03,0.73,1.30,1.24,1.30,1.01,0.92,0.89,0.83,0.59,0.66,Upgrade,
19,Inventory Turnover,3.92,3.35,4.20,3.85,4.14,4.46,4.28,3.69,3.64,3.17,3.89,3.08,5.11,4.17,4.18,3.66,3.41,3.23,3.36,2.59,2.99,Upgrade
20,Quick Ratio,0.24,0.24,0.31,0.30,0.30,0.31,0.34,0.29,0.28,0.33,0.33,0.33,0.34,0.34,0.32,0.38,0.41,0.40,0.46,0.45,0.46,Upgrade
21,Current Ratio,0.52,0.52,0.59,0.59,0.61,0.66,0.68,0.69,0.68,0.73,0.76,0.75,0.74,0.79,0.80,0.81,0.82,0.84,0.82,0.84,0.82,Upgrade
22,Return on Equity (ROE),-66.70%,-48.95%,-30.57%,-36.98%,-2.84%,-25.03%,-19.29%,-53.84%,-42.38%,-12.00%,-19.77%,-2.95%,8.45%,20.23%,7.82%,8.06%,13.49%,0.26%,-13.32%,-4.89%,Upgrade,
