,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,6885,8777,8508,8754,11951,10696,9871,8068,9896,11491,8459,13267,14321,12994,10485,8514,9047,7892,5694,5768,Upgrade
1,Other Revenue,-364.58,364.58,-,879.28,-470.03,470.03,-,1321,-762.41,762.41,-,1500,-714.91,714.91,-,748.26,-208.99,208.99,-,627.18,Upgrade
2,Revenue,6521,9142,8508,9633,11481,11166,9871,9389,9133,12254,8459,14767,13606,13709,10485,9262,8838,8101,5694,6395,Upgrade
3,Revenue Growth (YoY),-43.20%,-18.13%,-13.81%,2.60%,25.70%,-8.87%,16.69%,-36.42%,-32.87%,-10.61%,-19.32%,59.43%,53.95%,69.21%,84.14%,44.83%,3.35%,-12.39%,0.93%,-14.52%,Upgrade
4,Cost of Revenue,7071,9273,8774,9737,10868,11000,9842,9891,9402,11784,8582,14463,12369,12001,9499,8417,7555,7405,5505,6016,Upgrade
5,Gross Profit,-550.42,-131.88,-266.65,-103.69,613.25,166.47,29.33,-501.75,-268.69,469.22,-122.63,303.62,1238,1708,985.87,845.16,1283,696.35,189.38,378.97,Upgrade
6,"Selling, General & Admin",284.91,208.37,197.12,199.38,245.1,240,252.87,122.57,327.77,221.54,299.22,203.86,281.88,248.34,302.79,101.12,350.68,266.8,281.6,292.72,Upgrade
7,Research & Development,274.67,336.75,219.12,351.97,401.04,351.19,146.78,168.6,286.86,499.47,160.84,199.26,486.09,495.6,209.7,314.34,214.27,192.89,130.43,64.15,Upgrade
8,Other Operating Expenses,-15.58,51.07,50.55,57.36,46.53,27.43,29.77,48.27,67.47,34.57,37.33,84.94,63.3,68.44,77.06,68.44,50.36,60.62,43.46,51.48,Upgrade
9,Operating Expenses,543.28,617.25,466.79,605.15,696.13,615.74,429.42,354.13,685.03,764.87,497.39,503.21,828.71,816.27,589.56,486.33,617.97,523.09,455.49,403.95,Upgrade
10,Operating Income,-1094,-749.13,-733.43,-708.84,-82.88,-449.27,-400.08,-855.88,-953.72,-295.65,-620.02,-199.59,408.8,891.5,396.32,358.83,664.95,173.26,-266.1,-24.98,Upgrade
11,Interest Expense,-179.78,-165.44,-174.31,-198.34,-149.71,-132.56,-149.45,-190.16,-174.63,-133.45,-144.7,-146.76,-196.62,-150.48,-198.25,-181.61,-198.01,-184.12,-194.47,-158.35,Upgrade
12,Interest & Investment Income,30.47,31.02,20.65,54.14,39.4,16.38,22.85,46.78,39.31,28.85,33.01,57.3,35.77,41.5,36.44,59.57,33.56,39.83,35.53,59.02,Upgrade
13,Currency Exchange Gain (Loss),-0.29,0.29,-,2.53,-3.29,3.29,-,4.13,-1.81,1.81,-,-3.37,0.01,-0.01,-,-3.03,-0.4,0.4,-,0.36,Upgrade
14,Other Non Operating Income (Expenses),23.26,-11.38,-16.25,-8.44,-19.82,-7.67,-16.55,-10.95,-10.24,-27.38,-13.69,-16.7,-3.7,-7.75,-8.51,-3.78,-13.75,-18.13,-25.14,-28.18,Upgrade
