,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,2002,2670,2510,2786,2032,1806,1580,1975,2653,1377,1524,Upgrade
1,Market Cap Growth,-4.17%,-4.17%,23.54%,54.25%,28.57%,-8.57%,-40.43%,43.44%,74.07%,-57.19%,-77.31%,Upgrade
2,Enterprise Value,2548,3395,3075,3362,2637,2440,2525,2806,3605,2237,2542,Upgrade
3,Last Close Price,0.30,0.40,0.42,0.48,0.36,0.32,0.28,0.35,0.47,0.24,0.27,Upgrade
4,PS Ratio,3.18,4.61,5.52,13.15,9.59,6.89,3.65,2.52,3.42,1.23,0.82,Upgrade
5,PB Ratio,6.83,8.34,42.17,29.08,21.59,9.40,4.93,5.31,5.82,2.85,2.97,Upgrade
6,P/TBV Ratio,12.92,12.92,-,37.67,33.52,19.40,7.23,-,32.66,14.17,11.29,Upgrade
7,P/FCF Ratio,-,-,-,-,-83.29,-,-,-27.98,-,12.29,-58.56,Upgrade
8,P/OCF Ratio,-,-,-,-,103.27,-,-,98.71,64.25,7.72,37.79,Upgrade
9,EV/Sales Ratio,4.40,5.87,6.77,15.87,12.45,9.31,5.84,3.57,4.65,1.99,1.37,Upgrade
10,EV/EBITDA Ratio,-,-,-218.15,-,-,-,-,-,-,-,-,Upgrade
11,EV/FCF Ratio,-19.84,-,-,-,-108.09,-,-,-39.74,-,19.97,-97.71,Upgrade
12,Debt / Equity Ratio,2.02,2.02,13.23,6.54,6.35,3.28,2.01,1.65,1.30,1.26,1.20,Upgrade
13,Debt / FCF Ratio,-,-,-,-,-24.49,-,-,-8.71,-,5.44,-23.58,Upgrade
14,Earnings Yield,-7.24%,-5.43%,-5.55%,-5.10%,-8.23%,-9.95%,-12.58%,-7.00%,-3.10%,-16.16%,-16.55%,Upgrade
15,FCF Yield,-6.42%,-4.81%,-6.60%,-2.77%,-1.20%,-9.91%,-8.86%,-3.57%,-1.86%,8.14%,-1.71%,Upgrade
16,Buyback Yield / Dilution,-7.77%,-14.07%,-1.35%,-1.77%,-,-,-,-,-,-,0.21%,Upgrade
17,Total Shareholder Return,-7.77%,-14.07%,-1.35%,-1.77%,-,-,-,-,-,-,0.21%,Upgrade
