,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,180,326,338,445,521,390,476,264,189,223,242,Upgrade
1,Market Cap Growth,-26.87%,-26.87%,-35.02%,14.29%,9.36%,47.37%,151.47%,18.75%,-21.84%,-24.53%,2.35%,Upgrade
2,Last Close Price,0.07,0.13,0.14,0.16,0.19,0.14,0.17,0.10,0.07,0.08,0.09,Upgrade
3,PE Ratio,-,-,-,-,-,-,-,1.29,4.28,-3.00,-,Upgrade
4,PS Ratio,2.88,5.02,4.62,4.59,7.19,5.01,5.00,3.01,1.87,2.87,3.71,Upgrade
5,PB Ratio,0.14,0.26,0.26,0.32,0.37,0.25,0.30,0.17,0.13,0.16,0.18,Upgrade
6,P/FCF Ratio,206.86,-,6.31,13.23,6.79,2.81,-15.07,-,-,-,1.76,Upgrade
7,P/OCF Ratio,119.56,-,5.61,11.51,6.74,2.80,-16.31,-,-,-,1.75,Upgrade
8,Debt / Equity Ratio,0.02,0.02,0.02,0.02,0.02,0.02,0.00,0.00,0.01,0.01,0.02,Upgrade
9,Debt / FCF Ratio,29.61,-,0.43,0.73,0.34,0.20,-0.09,-,-,-,0.18,Upgrade
10,Earnings Yield,-46.14%,-25.56%,-30.77%,-42.66%,-32.91%,-8.73%,32.30%,77.50%,23.35%,-33.30%,-29.59%,Upgrade
11,FCF Yield,0.48%,0.27%,15.85%,7.56%,14.72%,35.59%,-6.64%,-57.02%,-91.01%,43.75%,56.75%,Upgrade
12,Buyback Yield / Dilution,7.01%,10.00%,4.02%,-,-,-,-,-,-,-,9.08%,Upgrade
13,Total Shareholder Return,7.01%,10.00%,4.02%,-,-,-,-,-,-,-,9.08%,Upgrade
