,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Cash & Equivalents,479.84,489.58,484.41,641.26,542.92,270.33,301.41,145.27,136.58,122.62
1,Short-Term Investments,-,-,-,-,-,-,-,17.57,-,14.57
2,Cash & Short-Term Investments,479.84,489.58,484.41,641.26,542.92,270.33,301.41,162.83,136.58,137.19
3,Cash Growth,-0.94%,-23.65%,-10.78%,137.21%,80.13%,66.02%,120.68%,18.70%,-0.32%,-17.19%
4,Accounts Receivable,57.77,43.7,48.34,101.63,291.4,422.34,89.95,233.49,51.67,36.02
5,Other Receivables,20.82,23.3,22.12,2.11,2.1,-,-,0.69,0.97,0.38
6,Receivables,78.59,67,70.46,103.74,293.5,422.34,89.95,234.18,52.64,36.4
7,Inventory,24.04,32.28,32.76,28.33,29.53,18.33,14.37,13.96,14.05,12.1
8,Prepaid Expenses,27.06,23.73,24.05,22.66,20.59,18.89,17.43,2.85,31.69,4.31
9,Other Current Assets,1.03,1.02,1.02,1.01,2.05,2.05,2.05,2.05,2.05,2.05
10,Total Current Assets,610.55,613.61,612.7,796.99,888.59,731.93,425.2,415.87,237,192.05
11,"Property, Plant & Equipment",193.68,206.42,222.81,221.86,216.56,224.38,127.07,65.34,75.32,103.45
12,Long-Term Investments,113.32,117.06,105.17,106.6,90.76,95.59,70.01,69.84,75.34,70.75
13,Goodwill,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96
14,Other Intangible Assets,1.43,2.16,2.96,3.77,4.57,5.38,6.18,6.99,7.8,8.6
15,Long-Term Deferred Tax Assets,3.14,2.84,1.68,2.41,3.71,4.94,3.89,3.97,1.69,1.66
16,Other Long-Term Assets,64.65,71.08,83.24,88.55,93.63,64.44,37.19,18.41,12.25,19.53
17,Total Assets,1030,1056,1072,1263,1330,1159,701.5,612.39,441.36,427.99
18,Accounts Payable,52.59,49.79,52.32,55.1,43.49,38.58,30.58,28.45,32.78,15.49
19,Accrued Expenses,1.89,26.58,2.17,40.3,2.12,41.7,5.11,37.96,4.53,7.29
20,Short-Term Debt,28.5,31.54,33.28,36.51,39.32,42.22,45.1,11.66,13.61,15.55
21,Current Portion of Leases,46.31,49.02,47.39,48.13,43.11,39.25,34.68,41.76,44.14,52.45
22,Current Income Taxes Payable,1.37,10.69,9.81,98.63,123.32,96.18,46.51,30.39,5.06,7.31
23,Current Unearned Revenue,19.11,20.77,24.4,29.11,16.84,5.72,8.08,7.4,10.35,10.11
24,Other Current Liabilities,43.63,27.44,50.67,41.41,60.26,37.46,58.33,27.71,32.11,21.52
25,Total Current Liabilities,193.4,215.82,220.03,349.18,328.45,301.09,228.39,185.32,142.57,129.72
26,Long-Term Leases,57.35,65.9,79.57,97.85,97.68,107.01,14.61,13.66,17.56,34.17
27,Long-Term Deferred Tax Liabilities,0.31,0.43,0.49,0.62,0.76,0.89,1.2,1.34,1.48,1.6
28,Other Long-Term Liabilities,7.42,7.56,7.31,7.62,7.26,7.68,1.94,1.94,2.83,3.46
29,Total Liabilities,258.48,289.71,307.39,455.27,434.13,416.67,246.14,202.26,164.44,168.95
30,Common Stock,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8
31,Additional Paid-In Capital,-,190.22,190.22,190.22,190.22,190.22,190.22,190.22,190.22,190.22
32,Retained Earnings,-,552.04,547.84,588.54,675.81,519.67,234.79,189.9,62.35,45.45
33,Comprehensive Income & Other,767.57,20.61,22.71,25.66,25.83,28.26,26.56,26.21,20.56,19.58
34,Total Common Equity,771.37,766.67,764.57,808.22,895.66,741.95,455.36,410.13,276.92,259.05
35,Shareholders' Equity,771.37,766.67,764.57,808.22,895.66,741.95,455.36,410.13,276.92,259.05
36,Total Liabilities & Equity,1030,1056,1072,1263,1330,1159,701.5,612.39,441.36,427.99
37,Total Debt,132.16,146.46,160.23,182.49,180.1,188.47,94.38,67.08,75.3,102.17
38,Net Cash (Debt),347.68,343.12,324.18,458.77,362.82,81.86,207.02,95.76,61.28,35.02
39,Net Cash Growth,7.25%,-25.21%,-10.65%,460.41%,75.26%,-14.51%,237.85%,173.45%,137.67%,-77.58%
40,Net Cash Per Share,0.92,0.90,0.85,1.21,0.96,0.22,0.55,0.25,0.16,0.09
41,Filing Date Shares Outstanding,379.55,379.55,379.55,379.55,379.55,379.55,379.55,379.55,379.55,379.55
42,Total Common Shares Outstanding,379.55,379.55,379.55,379.55,379.55,379.55,379.55,379.55,379.55,379.55
43,Working Capital,417.15,397.79,392.67,447.81,560.15,430.84,196.81,230.56,94.43,62.33
44,Book Value Per Share,2.03,2.02,2.01,2.13,2.36,1.95,1.20,1.08,0.73,0.68
45,Tangible Book Value,737.98,732.55,729.65,772.49,859.12,704.6,417.22,371.18,237.16,218.48
46,Tangible Book Value Per Share,1.94,1.93,1.92,2.04,2.26,1.86,1.10,0.98,0.62,0.58
47,Buildings,-,13.29,-,12.32,-,12.32,-,-,-,-
48,Machinery,-,103.95,-,81.39,-,55.52,-,49.78,-,62.5
49,Leasehold Improvements,-,77.45,-,75.28,-,35.89,-,31.89,-,35.45
