,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Revenue,315.79,295.63,295.19,320.47,681.27,733.25,388.54,424.05,230.66,198.93
1,Revenue Growth (YoY),6.98%,-7.75%,-56.67%,-56.29%,75.34%,72.92%,68.45%,113.16%,-9.47%,-27.78%
2,Cost of Revenue,167.07,166.28,154.68,195.08,213.43,289.06,173.05,156.33,121.7,126.63
3,Gross Profit,148.72,129.35,140.51,125.4,467.84,444.19,215.5,267.72,108.97,72.3
4,"Selling, General & Admin",96.03,95.57,88.9,110.35,100.83,88.88,77.82,85.92,66.45,22.64
5,Operating Expenses,128.85,129.69,122.02,149.44,136.73,123.24,107.64,118.19,112.43,97.17
6,Operating Income,19.86,-0.34,18.49,-24.04,331.11,320.95,107.86,149.53,-3.46,-24.87
7,Interest Expense,-3.23,-3.95,-4.28,-4.16,-4.14,-1.84,-1.1,-1.21,-1.72,-2.21
8,Interest & Investment Income,7.98,8.54,8.61,6.12,2.38,0.13,0.07,0.09,0.2,0.83
9,Earnings From Equity Investments,-0.18,-0.51,-0.76,-0.37,-1.18,-1.59,-0.39,0.88,0.11,-0.26
10,Other Non Operating Income (Expenses),0.77,0.4,0.94,1.04,1.47,0.5,0.32,-15.93,16.07,-0.02
11,EBT Excluding Unusual Items,25.21,4.14,23,-21.41,329.65,318.16,106.77,133.37,11.19,-26.53
12,Gain (Loss) on Sale of Investments,-2.24,14.15,2.43,-2.71,-3.56,25.31,0.21,-1.31,3.95,-25.8
13,Asset Writedown,-2.9,-15.66,-1.5,-62.15,-1,-10.4,0.4,-,-,-
14,Other Unusual Items,-,-,-,-,-,3.97,0.85,18.48,3.16,9.53
15,Pretax Income,20.07,2.63,23.93,-86.28,325.09,337.04,108.23,150.53,18.29,-42.81
16,Income Tax Expense,3.24,-1.53,3.9,1,56.98,52.16,17.8,22.97,1.4,0.71
17,Earnings From Continuing Operations,16.82,4.16,20.03,-87.27,268.11,284.88,90.43,127.56,16.89,-43.52
18,Net Income,16.82,4.16,20.03,-87.27,268.11,284.88,90.43,127.56,16.89,-43.52
19,Net Income to Common,16.82,4.16,20.03,-87.27,268.11,284.88,90.43,127.56,16.89,-43.52
20,Net Income Growth,-16.03%,-,-92.53%,-,196.49%,123.33%,435.27%,-,437.34%,-
21,Shares Outstanding (Basic),380,380,380,380,380,380,380,380,380,380
22,Shares Outstanding (Diluted),380,380,380,380,380,380,380,380,380,380
23,Shares Change (YoY),-,-,-,-,-,-,-,-0.00%,-,0.03%
24,EPS (Basic),0.04,0.01,0.05,-0.23,0.71,0.75,0.24,0.34,0.04,-0.11
25,EPS (Diluted),0.04,0.01,0.05,-0.23,0.71,0.75,0.24,0.34,0.04,-0.11
26,EPS Growth,-16.64%,-,-92.53%,-,196.49%,123.33%,435.27%,-,437.37%,-
27,Free Cash Flow,-,36.76,-63.07,160.95,419.29,0.93,218.37,26.74,44.7,14.79
28,Free Cash Flow Per Share,-,0.10,-0.17,0.42,1.10,0.00,0.58,0.07,0.12,0.04
29,Operating Margin,6.29%,-0.12%,6.26%,-7.50%,48.60%,43.77%,27.76%,35.26%,-1.50%,-12.50%
30,Profit Margin,5.33%,1.41%,6.79%,-27.23%,39.35%,38.85%,23.27%,30.08%,7.32%,-21.88%
31,Free Cash Flow Margin,-,12.44%,-21.36%,50.22%,61.54%,0.13%,56.20%,6.31%,19.38%,7.44%
32,EBITDA,30.32,-12.54,51.6,-43.55,367.01,299.96,137.67,123.99,31.86,-19.76
33,D&A For EBITDA,10.46,-12.2,33.12,-19.51,35.89,-20.99,29.82,-25.54,35.33,5.11
34,EBIT,19.86,-0.34,18.49,-24.04,331.11,320.95,107.86,149.53,-3.46,-24.87
