,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+14 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+14 Quarters
0,Cash & Equivalents,13.71,13.71,22.54,22.54,17.83,-,43.96,-,23.48,-,51.28,-,18.53,-,33.32,-,18.53,-,41.79,-,Upgrade
1,Cash & Short-Term Investments,13.71,13.71,22.54,22.54,17.83,43.96,43.96,23.48,23.48,51.28,51.28,-,18.53,33.32,33.32,-,18.53,41.79,41.79,-,Upgrade
2,Cash Growth,-23.12%,-68.82%,-48.74%,-4.01%,-24.05%,-14.27%,-14.27%,-,26.72%,53.91%,53.91%,-,-0.02%,-20.27%,-20.27%,-,-55.40%,42.08%,42.08%,-,Upgrade
3,Accounts Receivable,270.46,270.46,252.9,252.9,239.51,-,220.36,-,211.99,-,167.79,-,177.8,-,172.68,-,170.08,-,158.66,-,Upgrade
4,Other Receivables,18.9,18.9,14.29,14.29,14.37,-,14.28,-,12.97,-,14.02,-,13.92,-,14.63,-,17.15,-,12.78,-,Upgrade
5,Receivables,289.36,289.36,267.19,267.19,253.88,-,234.64,-,224.95,-,181.81,-,191.72,-,187.31,-,187.23,-,171.44,-,Upgrade
6,Prepaid Expenses,10.1,10.1,23.09,23.09,13.43,-,9.78,-,17.43,-,13.23,-,16.08,-,6.46,-,9.16,-,1.66,-,Upgrade
7,Other Current Assets,33.88,33.88,31.86,31.86,32.89,-,22.1,-,21.04,-,30.5,-,29.92,-,26.68,-,25,-,20.52,-,Upgrade
8,Total Current Assets,347.04,347.04,344.68,344.68,318.03,-,310.48,-,286.89,-,276.82,-,256.25,-,253.76,-,239.92,-,235.41,-,Upgrade
9,"Property, Plant & Equipment",6.15,6.15,7.15,7.15,8.55,-,8.6,-,9.95,-,11.26,-,6.59,-,6.57,-,7.07,-,7.55,-,Upgrade
10,Long-Term Investments,60.61,60.61,36.33,36.33,26.8,-,16.09,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
11,Long-Term Deferred Tax Assets,1.11,1.11,1.11,1.11,0.71,-,0.71,-,0.51,-,0.51,-,0.53,-,0.53,-,0.43,-,0.43,-,Upgrade
12,Other Long-Term Assets,7.9,7.9,8,8,8.2,-,8.2,-,20.7,-,8.1,-,-,-,-,-,-,-,-,-,Upgrade
13,Total Assets,422.81,422.81,397.26,397.26,362.3,-,344.08,-,318.05,-,296.69,-,263.37,-,260.87,-,247.42,-,243.39,-,Upgrade
14,Accounts Payable,71.46,71.46,48.17,48.17,35.57,-,25.3,-,33.95,-,14.83,-,21.6,-,21.76,-,20.33,-,18.78,-,Upgrade
15,Accrued Expenses,23.83,23.83,48.54,48.54,35.78,-,36.18,-,23.13,-,18.69,-,20.39,-,29.45,-,23.63,-,19.21,-,Upgrade
16,Short-Term Debt,104.93,104.93,96.11,96.11,89.01,-,89.72,-,72.72,-,88.84,-,51.56,-,40.66,-,40.05,-,53.19,-,Upgrade
17,Current Portion of Leases,1.9,1.9,1.73,1.73,1.58,-,1.31,-,1.28,-,1.24,-,0.05,-,0.19,-,0.28,-,0.28,-,Upgrade
