,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+14 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+14 Quarters
0,Market Capitalization,34,41,46,54,56,68,42,38,35,48,98,149,162,167,224,204,192,212,296,240,344,Upgrade
1,Market Cap Growth,-40.00%,-40.00%,9.43%,41.67%,59.09%,41.67%,-56.56%,-74.19%,-78.33%,-71.29%,-56.43%,-27.06%,-15.42%,-21.13%,-24.32%,-15.00%,-44.19%,-33.75%,-72.18%,-78.57%,-88.06%,Upgrade
2,Enterprise Value,128,117,123,129,131,117,92,92,89,90,140,182,195,175,232,226,214,224,308,266,370,Upgrade
3,Last Close Price,0.04,0.05,0.06,0.07,0.07,0.09,0.05,0.05,0.04,0.06,0.12,0.18,0.19,0.20,0.26,0.24,0.22,0.25,0.34,0.28,0.40,Upgrade
4,PE Ratio,2.64,3.14,3.42,5.39,6.63,6.09,4.02,2.86,3.94,5.93,12.70,-,7.81,6.93,9.67,9.51,12.53,13.32,15.81,12.30,16.75,Upgrade
5,PS Ratio,0.08,0.09,0.11,0.15,0.17,0.22,0.13,0.11,0.11,0.16,0.36,0.58,0.57,0.58,0.75,0.72,0.68,0.65,0.82,0.59,0.92,Upgrade
6,PB Ratio,0.21,0.25,0.28,0.35,0.36,0.44,0.29,0.26,0.24,0.33,0.72,1.10,-,1.25,1.76,1.60,-,1.90,2.74,2.22,-,Upgrade
7,P/TBV Ratio,0.25,0.25,0.28,0.35,0.36,0.44,0.29,0.26,0.24,0.33,0.72,1.10,-,1.25,1.76,1.60,-,1.90,2.74,2.22,-,Upgrade
8,P/FCF Ratio,1.43,1.70,2.71,5.33,10.98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,1.68,1.68,2.68,5.24,10.78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.29,0.26,0.30,0.37,0.40,0.38,0.29,0.27,0.28,0.30,0.51,0.71,0.69,0.61,0.78,0.80,0.76,0.68,0.85,0.66,0.99,Upgrade
11,EV/EBITDA Ratio,6.02,5.97,6.21,8.06,9.97,7.45,5.63,4.75,6.01,6.48,10.91,-,6.97,5.53,7.44,8.22,10.54,10.29,12.21,9.44,11.87,Upgrade
12,EV/EBIT Ratio,7.05,6.45,6.70,8.87,11.21,8.11,6.12,5.04,6.42,6.96,11.58,-,7.15,5.66,7.63,8.46,10.95,10.70,12.63,9.75,12.25,Upgrade
13,EV/FCF Ratio,5.33,4.88,7.18,12.67,25.65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.65,0.65,0.65,0.63,0.63,0.60,0.63,0.63,0.53,0.53,0.69,0.69,-,0.39,0.32,0.32,-,0.36,0.50,0.50,-,Upgrade
15,Debt / EBITDA Ratio,5.04,4.02,4.02,6.24,6.24,3.62,9.37,35.30,3.10,2.77,4.23,-,-,2.21,1.71,0.94,-,1.88,5.74,3.64,-,Upgrade
16,Debt / FCF Ratio,4.47,4.47,6.27,9.71,19.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,1.12,1.15,1.07,1.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Quick Ratio,1.19,1.19,1.19,1.21,1.21,1.31,-,1.43,-,1.45,-,1.48,-,1.62,-,1.65,-,1.52,-,1.58,-,Upgrade
19,Current Ratio,1.36,1.36,1.36,1.44,1.44,1.54,-,1.60,-,1.68,-,1.76,-,1.98,-,1.90,-,1.77,-,1.74,-,Upgrade
20,Return on Equity (ROE),10.85%,11.15%,5.09%,5.15%,13.49%,2.77%,0.98%,13.05%,12.76%,11.48%,-,-,12.40%,13.30%,-,-,11.26%,9.34%,-,-,Upgrade,
21,Return on Assets (ROA),3.48%,3.59%,2.02%,2.11%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
22,Return on Capital (ROIC),5.38%,5.56%,3.13%,3.19%,6.21%,2.21%,0.32%,6.78%,7.30%,5.82%,-,-,8.02%,8.61%,-,-,8.23%,3.32%,-,-,Upgrade,
23,Return on Capital Employed (ROCE),10.89%,10.89%,10.98%,9.19%,7.36%,9.30%,-,12.17%,-,8.82%,-,-,-,23.06%,-,20.94%,-,18.73%,-,25.17%,-,Upgrade
24,Earnings Yield,37.82%,31.89%,29.26%,18.56%,15.09%,16.41%,24.89%,34.98%,25.36%,16.88%,7.87%,5.39%,12.81%,14.42%,10.34%,10.51%,7.98%,7.51%,6.32%,8.13%,5.97%,Upgrade
25,FCF Yield,69.94%,58.97%,36.92%,18.76%,9.11%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
26,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,4.40%,-,-,-,-,-,1.05%,-,-,-,2.70%,-,Upgrade
27,Total Shareholder Return,-,-,-,-,-,-,-,-,4.40%,-,-,-,-,-,1.05%,-,-,-,2.70%,-,Upgrade,
