,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,152,158,123,26,22,22,22,17,47,48,89,Upgrade
1,Market Cap Growth,505.54%,505.54%,454.10%,16.92%,0%,30.00%,-52.21%,-64.33%,-47.38%,-69.35%,-88.18%,Upgrade
2,Enterprise Value,180,176,939,874,828,823,781,804,952,891,1063,Upgrade
3,Last Close Price,0.37,0.33,0.26,0.55,0.47,0.47,0.47,0.36,0.98,1.02,1.88,Upgrade
4,PE Ratio,0.10,-,0.10,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,0.31,0.40,0.38,0.13,0.15,0.17,0.19,0.33,1.92,2.29,0.14,Upgrade
6,PB Ratio,-3.58,-3.58,-2.96,-0.02,-0.02,-0.02,-0.02,-0.02,-0.05,-0.60,4.81,Upgrade
7,P/TBV Ratio,-,-,-,-,-,-,-,-,-,-,3.57,Upgrade
8,P/FCF Ratio,-,-,-,-3.66,-,-,-,-,-3.66,-,0.56,Upgrade
9,P/OCF Ratio,-,-,-,13.63,-,-,-,0.99,-5.43,-,0.51,Upgrade
10,EV/Sales Ratio,0.46,0.44,2.90,4.40,5.69,6.46,6.73,15.45,39.16,42.51,1.62,Upgrade
11,EV/EBITDA Ratio,17.97,20.38,48.66,31.11,61.26,-9.33,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-432.80,-,45.51,179.47,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,-11.12,-,-,-122.94,-,-,-,-,-74.86,-,6.69,Upgrade
14,Debt / Equity Ratio,-0.66,-0.66,-0.66,-0.59,-0.60,-0.61,-0.63,-0.76,-0.80,-12.45,51.30,Upgrade
15,Debt / FCF Ratio,-,-,-,-121.63,-,-,-,-,-61.72,-,5.95,Upgrade
16,Earnings Yield,825.92%,797.09%,973.24%,-561.22%,-674.23%,-1223.34%,-1232.98%,-6029.79%,-2266.55%,-1261.00%,-781.13%,Upgrade
17,FCF Yield,-10.66%,-10.29%,16.42%,-27.30%,-223.75%,-104.80%,-65.44%,17.96%,-27.29%,77.35%,179.39%,Upgrade
18,Buyback Yield / Dilution,-879.49%,-900.46%,-858.52%,0.00%,-,-,-0.09%,-0.60%,-0.51%,-,0.00%,Upgrade
19,Total Shareholder Return,-879.49%,-900.46%,-858.52%,0.00%,-,-,-0.09%,-0.60%,-0.51%,-,0.00%,Upgrade
