,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,9344,12004,12881,15311,17703,17148,21015,18828,27894,23881,23141,24366,34923,29741,19270,25374,18731,17476,14467,20691,Upgrade
1,Other Revenue,-252.11,252.11,-,363.21,-143.48,143.48,-,256.51,-104.63,104.63,-,249.38,-122.33,122.33,-,229.64,-87.83,87.83,-,196.35,Upgrade
2,Revenue,9092,12256,12881,15674,17560,17291,21015,19084,27789,23986,23141,24615,34800,29863,19270,25603,18643,17564,14467,20887,Upgrade
3,Revenue Growth (YoY),-48.22%,-29.12%,-38.70%,-17.87%,-36.81%,-27.91%,-9.19%,-22.47%,-20.15%,-19.68%,20.09%,-3.86%,86.67%,70.03%,33.21%,22.58%,-9.12%,-18.67%,-30.45%,21.58%,Upgrade
4,Cost of Revenue,8763,12153,12556,15668,17392,17243,20743,18956,27372,23588,22762,24277,34156,29467,18811,25397,18258,17227,14170,21258,Upgrade
5,Gross Profit,329.04,102.84,325.46,6.03,167.5,48.37,271.94,128.39,417.7,397.79,379.55,338.67,644.24,395.81,458.93,206.58,384.62,336.97,296.01,-370.83,Upgrade
6,"Selling, General & Admin",214.59,213.35,211.48,292.71,239.17,216.91,206.51,242.96,212.27,173.97,181.23,278.34,244.32,189.69,178.89,252.26,189.24,163.53,148.86,249.49,Upgrade
7,Research & Development,10.97,10.48,11,17.07,16.5,12.98,8.26,14.14,12.83,10.98,16.18,25.39,21.9,12.48,12.52,16.64,18.56,14.24,11.45,22.25,Upgrade
8,Other Operating Expenses,13.51,26.5,7.52,30.45,-1.45,20.17,-43.79,83.51,5.45,-4.98,-1.15,39.8,6.17,13,3.07,67.28,5.08,-4.64,-8.93,46.31,Upgrade
9,Operating Expenses,235.45,252.14,228.65,234.48,222.98,146.82,170.82,-66.45,213.02,198.4,193.41,377.28,262.64,212.45,202.79,316.41,208.62,183.65,151.69,1165,Upgrade
10,Operating Income,93.6,-149.29,96.81,-228.45,-55.47,-98.45,101.12,194.85,204.68,199.4,186.14,-38.61,381.6,183.36,256.14,-109.83,175.99,153.32,144.32,-1536,Upgrade
11,Interest Expense,-95.61,-109.78,-74.7,-94.01,-103.15,-113.75,-81.5,-181.52,-96.59,-80.37,-87.05,-168.31,-31.11,-164.03,-111.6,-155.02,-115.13,-240.98,-129.05,-189,Upgrade
12,Interest & Investment Income,88.89,87.83,55.33,8.02,9.05,11.46,7,-,139.31,180.72,58.51,6.57,3.35,6.55,3.35,-,90.43,-,146.65,56.76,Upgrade
13,Currency Exchange Gain (Loss),8.16,-8.16,-,-17.85,16.66,-16.66,-,-360,218.64,-218.64,-,76.33,-39.58,39.58,-,149.35,85.57,-85.57,-,-127.96,Upgrade
14,Other Non Operating Income (Expenses),11.22,43.6,-10.31,74.74,-45.41,60.48,-18.89,444.68,-313.19,-10.7,-4.18,-57.67,14.92,-2.5,-18.19,-103.09,104.04,64.76,-87.73,-172.64,Upgrade
15,EBT Excluding Unusual Items,106.26,-135.82,67.14,-257.55,-178.32,-156.94,7.73,98.01,152.84,70.41,153.42,-181.69,329.18,62.97,129.7,-218.6,340.91,-108.48,74.18,-1969,Upgrade
16,Impairment of Goodwill,-,-,-,-4.24,-,-,-,-3.86,-,-,-,-9.18,-,-,-,-2.42,-,-,-,-34.48,Upgrade
