,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,266101,214179,195635,192853,182654,176164,176164,180800,166892,165965,188218,192853,227159,211397,200271,158548,174310,154839,133514,127024,140000,Upgrade
1,Market Cap Growth,21.58%,21.58%,11.05%,6.67%,9.44%,6.15%,-6.40%,-6.25%,-26.53%,-21.49%,-6.02%,21.64%,30.32%,36.53%,50.00%,24.82%,24.51%,-2.62%,-24.99%,-29.43%,-17.65%,Upgrade
2,Enterprise Value,222749,197472,232015,214891,174632,166357,228275,200647,146471,158745,259935,266563,255139,252348,274875,186374,160789,160743,246197,197060,169940,Upgrade
3,Last Close Price,28700.00,23100.00,21100.00,20800.00,18362.90,17710.41,17710.41,18176.47,15579.83,15493.28,17570.59,18003.36,19785.85,18412.95,17443.85,13809.71,14092.57,12518.40,10794.31,10269.59,10494.47,Upgrade
4,PE Ratio,5.26,3.51,5.25,5.37,5.41,-,4.78,5.09,5.37,5.27,5.90,6.01,7.14,6.66,5.82,3.93,5.34,4.95,4.63,9.89,4.91,Upgrade
5,PS Ratio,0.20,0.16,0.16,0.16,0.17,0.17,0.17,0.18,0.18,0.18,0.21,0.26,0.33,0.31,0.31,0.22,0.29,0.26,0.23,0.29,0.25,Upgrade
6,PB Ratio,0.80,0.64,0.61,0.63,0.61,0.59,0.59,0.64,0.59,0.60,0.68,0.73,0.86,0.82,0.77,0.65,0.71,0.64,0.55,0.57,0.66,Upgrade
7,P/TBV Ratio,0.64,0.64,0.61,0.63,0.61,0.59,0.59,0.64,0.59,0.60,0.68,0.74,0.86,0.82,0.78,0.65,0.71,0.64,0.55,0.57,0.66,Upgrade
8,P/FCF Ratio,4.42,3.56,26.09,-,-,-,3.25,-,-,2.68,15.33,-18.58,-,-,-5.16,-,-,-,-12.36,-,7.05,Upgrade
9,P/OCF Ratio,3.50,3.50,30.97,-,-,-,2.51,-,-,2.17,11.15,27.30,-,-,-240.26,-,-,1.59,6.31,-,2.71,Upgrade
10,EV/Sales Ratio,0.17,0.15,0.19,0.18,0.17,0.16,0.22,0.20,0.16,0.17,0.28,0.35,0.37,0.37,0.43,0.26,0.26,0.27,0.43,0.46,0.30,Upgrade
11,EV/EBITDA Ratio,2.69,2.37,3.33,3.14,2.67,2.49,3.17,3.01,2.41,2.62,4.55,4.64,4.37,4.34,5.61,3.18,2.91,2.96,4.60,6.19,3.27,Upgrade
12,EV/EBIT Ratio,2.84,2.51,3.57,3.40,2.93,2.71,3.58,3.30,2.64,2.86,4.83,5.06,4.73,4.66,5.99,3.32,3.02,3.07,4.79,6.46,3.34,Upgrade
13,EV/FCF Ratio,3.70,3.28,30.94,-,-,-,4.21,-,-,2.56,21.17,-25.68,-,-,-7.09,-,-,-,-22.80,-,8.55,Upgrade
14,Debt / Equity Ratio,0.16,0.16,0.27,0.27,0.19,0.24,0.34,0.38,0.23,0.22,0.25,0.51,0.42,0.37,0.49,0.50,0.41,0.28,0.18,0.60,0.42,Upgrade
15,Debt / EBITDA Ratio,0.64,0.59,0.80,0.78,2.08,1.98,0.97,1.15,1.96,1.07,0.84,1.88,3.49,2.23,1.53,1.62,3.29,10.42,0.36,2.15,3.30,Upgrade
16,Debt / FCF Ratio,0.89,0.89,11.61,-,-,-,1.86,-,-,0.98,5.63,-12.97,-,-,-3.30,-,-,-,-4.06,-,4.45,Upgrade
17,Asset Turnover,1.14,2.05,3.50,0.67,0.47,2.07,2.46,0.54,0.66,1.94,1.90,0.48,0.67,1.24,2.07,0.67,0.53,2.51,1.50,0.64,Upgrade,
18,Inventory Turnover,3.78,2.12,3.85,5.99,0.76,0.69,3.75,3.99,0.65,1.04,3.60,2.92,0.57,1.72,2.49,3.68,1.06,1.40,4.20,2.08,0.87,Upgrade
19,Quick Ratio,0.90,0.90,0.76,0.73,0.40,0.57,0.68,0.64,0.47,0.70,0.74,0.59,0.35,0.72,0.81,0.65,0.69,0.87,0.77,0.56,0.25,Upgrade
20,Current Ratio,1.85,1.85,1.49,1.35,1.91,1.82,1.38,1.29,1.58,1.77,1.41,1.25,1.42,1.69,1.35,1.35,1.79,2.10,1.63,1.51,1.69,Upgrade
21,Return on Equity (ROE),25.79%,21.49%,24.63%,5.62%,5.94%,21.38%,23.38%,6.64%,9.43%,21.13%,18.43%,7.64%,10.81%,23.00%,19.33%,8.15%,6.30%,35.03%,18.12%,6.63%,Upgrade,
22,Return on Assets (ROA),8.08%,7.47%,9.13%,2.58%,3.31%,6.79%,7.58%,3.29%,4.82%,6.40%,5.59%,3.10%,3.93%,6.67%,8.09%,4.30%,0.88%,14.74%,8.32%,3.95%,Upgrade,
23,Return on Capital (ROIC),14.06%,15.60%,17.21%,3.73%,5.79%,14.57%,15.04%,5.13%,8.37%,13.50%,10.94%,4.82%,6.61%,12.55%,12.73%,5.58%,1.29%,22.60%,11.60%,5.11%,Upgrade,
24,Return on Capital Employed (ROCE),23.52%,23.52%,20.12%,20.63%,19.81%,20.62%,21.29%,21.39%,19.69%,20.02%,19.06%,19.64%,19.97%,20.44%,16.91%,22.19%,20.40%,20.34%,21.12%,13.70%,23.94%,Upgrade
25,Earnings Yield,19.02%,28.47%,22.61%,22.27%,22.32%,23.39%,24.58%,23.19%,22.49%,22.84%,20.40%,20.02%,16.86%,18.10%,17.51%,25.85%,22.39%,24.33%,26.01%,14.75%,24.98%,Upgrade
26,FCF Yield,22.61%,28.09%,3.83%,14.75%,13.79%,0.37%,30.81%,18.07%,40.08%,37.30%,6.52%,-5.38%,-17.79%,-14.29%,-19.37%,41.97%,5.39%,38.43%,-8.09%,-69.58%,14.19%,Upgrade
27,Dividend Yield,5.23%,-,-,-,-,8.47%,-,-,-,9.68%,-,-,-,8.15%,-,-,-,11.18%,-,-,-,Upgrade
28,Payout Ratio,0.00%,-,-,74.36%,-,313.98%,-,84.14%,-,213.11%,-,114.59%,-,185.36%,-,-,-,420.10%,-,-,444.97%,Upgrade
29,Buyback Yield / Dilution,-7.92%,-,-0.07%,-,0.06%,-,0.03%,-,0.01%,-,0.00%,-,7.37%,7.27%,7.27%,7.28%,-0.10%,0.11%,-0.02%,-,Upgrade,
30,Total Shareholder Return,5.23%,-7.92%,-,-0.07%,-,8.53%,-,0.03%,-,9.69%,-,0.00%,-,15.52%,7.27%,7.27%,7.28%,11.08%,0.11%,-0.02%,-,Upgrade
