,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,96240,103612,46898,19546,78267,110605,56920,44870,70984,51298,62732,36782,66795,87111,47389,72602,79812,37972,21394,18358,Upgrade
1,Short-Term Investments,528.12,140.4,144.3,15140,110.41,-,94.93,150.01,10095,25074,223.88,241.88,236.88,-,393.08,-,225.08,-,225.08,-,Upgrade
2,Cash & Short-Term Investments,96768,103752,47042,34687,78378,110605,57015,45020,81079,76372,62956,37024,67032,87111,47782,72602,80038,37972,21619,18358,Upgrade
3,Cash Growth,23.46%,-6.20%,-17.49%,-22.95%,-3.33%,44.82%,-9.44%,21.60%,20.96%,-12.33%,31.76%,-49.00%,-16.25%,129.41%,121.02%,295.48%,7.63%,-56.38%,-62.98%,-69.57%,Upgrade
4,Accounts Receivable,148580,241993,376045,52621,56334,237882,332917,91213,69888,226040,296871,92923,101030,297244,220092,59416,38969,138736,137706,28581,Upgrade
5,Other Receivables,-,807.7,215.23,288.68,8.44,800,455.14,800.34,15.63,800,500,200,-,800,635.03,269.24,261.14,600,3779,200,Upgrade
6,Receivables,148580,242801,376261,52909,56342,238682,333372,92013,69903,226840,297371,93123,101030,298044,220727,59686,39230,139336,141485,28781,Upgrade
7,Inventory,256554,320555,347427,309114,284120,342056,380654,311485,218738,267363,387148,373173,211934,241877,272748,182492,154011,178067,232536,236716,Upgrade
8,Prepaid Expenses,1155,2951,3595,7138,4720,3122,3909,3159,2026,186.14,352.2,226.34,296.71,-503.94,1761,9080,308.95,3346,3577,6220,Upgrade
9,Other Current Assets,3606,9879,12022,10238,5158,10954,9435,10891,7663,8235,11197,17514,12092,17908,17811,20895,13262,17553,38866,33947,Upgrade
10,Total Current Assets,506663,679939,786346,414086,428718,705419,784384,462569,379409,578996,759023,521060,392386,644436,560829,344754,286849,376273,438083,324022,Upgrade
11,"Property, Plant & Equipment",54776,54655,56787,57123,57123,57123,59911,62743,62743,64094,64094,64142,52535,52774,54006,55253,53834,44952,16716,17416,Upgrade
12,Long-Term Investments,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,5319,9161,Upgrade
13,Other Intangible Assets,-,-,-,-,-,-,210.02,420.03,420.03,726.65,726.65,1033,1033,1005,1398,-,-,-,-,-,Upgrade
14,Other Long-Term Assets,44809,45197,45927,46637,46637,46637,47367,48042,48042,49727,49669,50239,50239,50476,51115,52353,52128,52353,52972,54190,Upgrade
15,Total Assets,607018,780560,889829,518616,533248,809949,892642,574544,491384,694313,874283,637244,496962,749461,668118,453130,393581,474348,513090,404788,Upgrade
16,Accounts Payable,43069,173124,356675,67614,46739,231231,360863,146835,46750,245300,363828,205754,73044,255116,216855,77057,48853,75374,108445,82329,Upgrade
